Brand,Position,Previous Position,Brand Value ($M),Previous Brand Value ($M),Rating,Previous Rating,Year,Previous Year
NTT Group,35,37,40691,34238,AA+,AA,,
McDonald's,36,38,39720.8,33838.36,AAA,AAA,,
Mitsubishi Group,37,34,39203,36296.92,AA-,AA-,,
UPS,38,50,38533.32,30055.96,AAA-,AA+,,
BMW,39,29,37945.39,40447.11,AAA-,AAA-,,
Costco,40,51,37501.35,28887.9,AAA-,AA+,,
Bank of America,41,40,36719.17,32787.35,AA+,AA+,,
Marlboro,42,35,36278,35572,AA+,AA+,,
accenture,43,60,36190.05,26028.06,AAA,AAA,,
Coca-Cola,44,39,35379.3,33166.17,AAA+,AAA+,,
Citi,45,41,34443.07,32199.99,AAA-,AAA-,,
Porsche,46,36,33712.92,34325.53,AAA,AAA-,,
Instagram,47,63,33483.24,25073.11,AAA+,AAA,,
Lowe's,48,49,33391.59,30376.09,AAA-,AAA-,,
Nike,49,47,33175.68,30443.3,AAA-,AAA,,
UnitedHealthcare,50,54,32946.22,27308.02,AA+,AA,,
Xfinity,51,62,31262.54,25226.81,AA,AA,,
Chase,52,52,30148.31,28849.24,AA,AA+,,
Wells Fargo,53,44,30054.2,31804.69,AA,AA+,,
Deloitte,54,56,29811.34,26661.77,AAA+,AAA+,,
PetroChina,55,45,29656.09,31414.63,AA,AA+,,
Netflix,56,64,29410.58,24943.42,AAA+,AAA,,
Oracle,57,59,29120.63,26156.75,AA,AA,,
J.P. Morgan,58,66,28887.99,23565.13,AAA-,AAA,,
Wuliangye,59,61,28744.31,25768.07,AAA,AAA,,
Target,60,80,28341.88,20685.19,AAA-,AA+,,
Honda,61,46,28243,31366,AAA-,AAA,,
CSCEC,62,48,27385.67,30383.3,AA,AA,,
American Express,63,67,27247.5,23558.79,AA+,AA+,,
JD.com,64,68,27152.47,23539.49,AAA-,AAA,,
VISA,65,57,27088.93,26507.84,AAA-,AAA,,
Cisco,66,86,26599.15,20122.38,AAA-,AA+,,
CVS,67,55,26185,26942.29,AA,AA+,,
FedEx,68,69,26011.61,23538.64,AA+,AA,,
Intel,69,43,25612.1,31817.2,AA+,AAA,,
Sinopec,70,58,25164.93,26397.98,AA+,AA+,,
Sumitomo Group,71,65,25050,24122.19,AA-,A+,,
Hyundai Group,72,70,24971,23092.43,AA,AA,,
SK Group,73,78,24421,21115.26,AA+,AA,,
China Merchants Bank,74,79,24369.7,21043.7,AA+,AA+,,
Mitsui,75,73,24329,22495.82,A+,A+,,
Ford,76,71,24178,22676,AA+,AA+,,
Spectrum,77,75,24082.81,21423.61,AA,AA,,
TATA Group,78,77,23919.8,21283.1,AAA-,AAA-,,
YouTube,79,102,23891.37,17286.13,AAA+,AAA,,
China Life,80,72,23885,22578,AAA,AAA-,,
Louis Vuitton,81,123,23425.92,14857.61,AAA,AAA-,,
EY,82,83,23247.49,20287.4,AAA+,AAA+,,
PWC,83,74,23170.58,22231.61,AAA,AAA,,
Alibaba.com,84,30,22842.66,39155.52,AA+,AAA,,
Uber,85,82,22819.98,20477.9,AA-,AA-,,
Siemens Group,86,81,22430,20646,AA+,AA+,,
Dell Technologies,87,94,22220,18427,AA,AA,,
Mastercard,88,90,21425.3,19117.21,AA+,AAA-,,
IBM,89,53,21383,27428,AA+,AA+,,
Nestlé,90,88,20818.74,19427.99,AAA,AAA,,
LG Group,91,92,20792,18519.05,AA+,AA+,,
Pepsi,92,93,20712.25,18455.47,AAA+,AAA,,
TSMC,93,148,20474,12297.96,AAA-,AAA-,,
Sony,94,115,19814.9,15701.9,AAA-,AA+,,
General Electric,95,97,19725.44,18028.43,AA+,AA+,,
CRCC,96,112,19687.3,15910.79,AA+,AA-,,
Walgreens,97,108,19685.87,16096.58,AA+,AA,,
Vodafone,98,89,19506.03,19252.35,AA,AA+,,
Aldi,99,118,19236.62,15487.07,AAA-,AAA-,,
RBC,100,114,19039.81,15817.97,AAA-,AAA,,
BP,101,76,🔒,🔒,🔒,🔒,,
Orange,102,91,🔒,🔒,🔒,🔒,,
PayPal,103,106,🔒,🔒,🔒,🔒,,
Anthem,104,113,🔒,🔒,🔒,🔒,,
China Telecom,105,137,🔒,🔒,🔒,🔒,,
SAP,106,98,🔒,🔒,🔒,🔒,,
CREC,107,122,🔒,🔒,🔒,🔒,,
GUCCI,108,117,🔒,🔒,🔒,🔒,,
HSBC,109,105,🔒,🔒,🔒,🔒,,
Lidl,110,159,🔒,🔒,🔒,🔒,,
Salesforce,111,139,🔒,🔒,🔒,🔒,,
Bank of Communications,112,116,🔒,🔒,🔒,🔒,,
KFC,113,120,🔒,🔒,🔒,🔒,,
TD,114,110,🔒,🔒,🔒,🔒,,
Capital One,115,142,🔒,🔒,🔒,🔒,,
IKEA,116,99,🔒,🔒,🔒,🔒,,
AXA,117,101,🔒,🔒,🔒,🔒,,
Bosch,118,95,🔒,🔒,🔒,🔒,,
HCA,119,136,🔒,🔒,🔒,🔒,,
Goldman Sachs,120,130,🔒,🔒,🔒,🔒,,
Postal Savings Bank,121,133,🔒,🔒,🔒,🔒,,
NVIDIA,122,231,🔒,🔒,🔒,🔒,,
Optum,123,145,🔒,🔒,🔒,🔒,,
CPIC,124,119,🔒,🔒,🔒,🔒,,
Boeing,125,132,🔒,🔒,🔒,🔒,,
Santander,126,127,🔒,🔒,🔒,🔒,,
Chanel,127,138,🔒,🔒,🔒,🔒,,
TotalEnergies,128,96,🔒,🔒,🔒,🔒,,
SoftBank,129,143,🔒,🔒,🔒,🔒,,
Adidas,130,126,🔒,🔒,🔒,🔒,,
Hitachi,131,109,🔒,🔒,🔒,🔒,,
Chevron,132,111,🔒,🔒,🔒,🔒,,
Nissan,133,107,🔒,🔒,🔒,🔒,,
Shanghai Pudong Development Bank,134,121,🔒,🔒,🔒,🔒,,
Volvo,135,100,🔒,🔒,🔒,🔒,,
Country Garden,136,87,🔒,🔒,🔒,🔒,,
Adobe,137,156,🔒,🔒,🔒,🔒,,
Humana,138,135,🔒,🔒,🔒,🔒,,
au,139,124,🔒,🔒,🔒,🔒,,
Audi,140,103,🔒,🔒,🔒,🔒,,
Purina,141,192,🔒,🔒,🔒,🔒,,
7-Eleven,142,194,🔒,🔒,🔒,🔒,,
Petronas,143,153,🔒,🔒,🔒,🔒,,
Enel,144,154,🔒,🔒,🔒,🔒,,
Hermès,145,157,🔒,🔒,🔒,🔒,,
Sam's Club,146,163,🔒,🔒,🔒,🔒,,
Johnson & Johnson,147,165,🔒,🔒,🔒,🔒,,
Airbus,148,193,🔒,🔒,🔒,🔒,,
GEICO,149,162,🔒,🔒,🔒,🔒,,
AIA,150,128,🔒,🔒,🔒,🔒,,
ZARA,151,140,🔒,🔒,🔒,🔒,,
Tesco,152,170,🔒,🔒,🔒,🔒,,
Vanke,153,104,🔒,🔒,🔒,🔒,,
KPMG,154,149,🔒,🔒,🔒,🔒,,
Universal,155,158,🔒,🔒,🔒,🔒,,
Sber,156,181,🔒,🔒,🔒,🔒,,
China CITIC Bank,157,125,🔒,🔒,🔒,🔒,,
Infosys,158,214,🔒,🔒,🔒,🔒,,
ADNOC,159,164,🔒,🔒,🔒,🔒,,
H&M,160,147,🔒,🔒,🔒,🔒,,
Morgan Stanley,161,180,🔒,🔒,🔒,🔒,,
Cartier,162,152,🔒,🔒,🔒,🔒,,
JR,163,155,🔒,🔒,🔒,🔒,,
BNP Paribas,164,146,🔒,🔒,🔒,🔒,,
EDF,165,189,🔒,🔒,🔒,🔒,,
Hilton,166,253,🔒,🔒,🔒,🔒,,
Sky,167,199,🔒,🔒,🔒,🔒,,
NetEase,168,129,🔒,🔒,🔒,🔒,,
Scotiabank,169,197,🔒,🔒,🔒,🔒,,
Meituan,170,265,🔒,🔒,🔒,🔒,,
Chevrolet,171,131,🔒,🔒,🔒,🔒,,
Carrefour,172,225,🔒,🔒,🔒,🔒,,
L'Oréal,173,168,🔒,🔒,🔒,🔒,,
Barclays,174,198,🔒,🔒,🔒,🔒,,
Progressive,175,201,🔒,🔒,🔒,🔒,,
ExxonMobil,176,134,🔒,🔒,🔒,🔒,,
DHL,177,179,🔒,🔒,🔒,🔒,,
Lexus,178,203,🔒,🔒,🔒,🔒,,
LIC,179,208,🔒,🔒,🔒,🔒,,
Canada Life,180,266,🔒,🔒,🔒,🔒,,
Chubb,181,262,🔒,🔒,🔒,🔒,,
Yili,182,178,🔒,🔒,🔒,🔒,,
MUFG,183,150,🔒,🔒,🔒,🔒,,
stc,184,191,🔒,🔒,🔒,🔒,,
Industrial Bank,185,151,🔒,🔒,🔒,🔒,,
Midea,186,175,🔒,🔒,🔒,🔒,,
Metlife,187,217,🔒,🔒,🔒,🔒,,
LinkedIn,188,220,🔒,🔒,🔒,🔒,,
China Everbright Bank,189,167,🔒,🔒,🔒,🔒,,
Woolworths,190,200,🔒,🔒,🔒,🔒,,
U.S. Bank,191,215,🔒,🔒,🔒,🔒,,
Etisalat,192,210,🔒,🔒,🔒,🔒,,
Eni,193,211,🔒,🔒,🔒,🔒,,
HP,194,213,🔒,🔒,🔒,🔒,,
Yahoo! Group,195,184,🔒,🔒,🔒,🔒,,
Lockheed Martin,196,166,🔒,🔒,🔒,🔒,,
BMO,197,196,🔒,🔒,🔒,🔒,,
Pinduoduo,198,311,🔒,🔒,🔒,🔒,,
Xiaomi,199,185,🔒,🔒,🔒,🔒,,
Land Rover,200,276,🔒,🔒,🔒,🔒,,
S&P Global,201,206,🔒,🔒,🔒,🔒,,
Fox,202,187,🔒,🔒,🔒,🔒,,
China Minsheng Bank,203,144,🔒,🔒,🔒,🔒,,
Publix,204,232,🔒,🔒,🔒,🔒,,
Intesa Sanpaolo,205,260,🔒,🔒,🔒,🔒,,
Japan Post Holdings,206,205,🔒,🔒,🔒,🔒,,
UNIQLO,207,141,🔒,🔒,🔒,🔒,,
PICC,208,204,🔒,🔒,🔒,🔒,,
ING,209,171,🔒,🔒,🔒,🔒,,
UBS,210,207,🔒,🔒,🔒,🔒,,
Dollar General,211,177,🔒,🔒,🔒,🔒,,
NBC,212,212,🔒,🔒,🔒,🔒,,
Allstate,213,278,🔒,🔒,🔒,🔒,,
Equinor,214,202,🔒,🔒,🔒,🔒,,
PNC,215,286,🔒,🔒,🔒,🔒,,
Sephora,216,173,🔒,🔒,🔒,🔒,,
Power China,217,219,🔒,🔒,🔒,🔒,,
Honeywell,218,306,🔒,🔒,🔒,🔒,,
Renault,219,172,🔒,🔒,🔒,🔒,,
Dior,220,243,🔒,🔒,🔒,🔒,,
Circle K,221,332,🔒,🔒,🔒,🔒,,
Nokia,222,182,🔒,🔒,🔒,🔒,,
Roche,223,249,🔒,🔒,🔒,🔒,,
China Unicom,224,239,🔒,🔒,🔒,🔒,,
Truist,225,234,🔒,🔒,🔒,🔒,,
Panasonic,226,174,🔒,🔒,🔒,🔒,,
Viettel,227,326,🔒,🔒,🔒,🔒,,
Travelers,228,237,🔒,🔒,🔒,🔒,,
Cognizant,229,233,🔒,🔒,🔒,🔒,,
Vinci,230,236,🔒,🔒,🔒,🔒,,
TJ Maxx,231,300,🔒,🔒,🔒,🔒,,
booking.com,232,222,🔒,🔒,🔒,🔒,,
ESPN,233,230,🔒,🔒,🔒,🔒,,
DBS,234,245,🔒,🔒,🔒,🔒,,
Canon,235,223,🔒,🔒,🔒,🔒,,
Reliance,236,229,🔒,🔒,🔒,🔒,,
E.Leclerc,237,221,🔒,🔒,🔒,🔒,,
Lay's,238,297,🔒,🔒,🔒,🔒,,
Generali Group,239,254,🔒,🔒,🔒,🔒,,
PlayStation,240,291,🔒,🔒,🔒,🔒,,
Medtronic,241,186,🔒,🔒,🔒,🔒,,
Baidu,242,246,🔒,🔒,🔒,🔒,,
Rolex,243,238,🔒,🔒,🔒,🔒,,
BASF,244,261,🔒,🔒,🔒,🔒,,
Engie,245,183,🔒,🔒,🔒,🔒,,
CIBC,246,275,🔒,🔒,🔒,🔒,,
3M,247,235,🔒,🔒,🔒,🔒,,
eBay,248,216,🔒,🔒,🔒,🔒,,
CNBM,249,269,🔒,🔒,🔒,🔒,,
Greenland,250,160,🔒,🔒,🔒,🔒,,
Union Pacific,251,257,🔒,🔒,🔒,🔒,,
Caterpillar,252,240,🔒,🔒,🔒,🔒,,
Telus,253,312,🔒,🔒,🔒,🔒,,
Capgemini,254,290,🔒,🔒,🔒,🔒,,
John Deere,255,241,🔒,🔒,🔒,🔒,,
Gree,256,209,🔒,🔒,🔒,🔒,,
Longfor Properties,257,161,🔒,🔒,🔒,🔒,,
Ferrari,258,190,🔒,🔒,🔒,🔒,,
Brookfield,259,218,🔒,🔒,🔒,🔒,,
SF Express,260,270,🔒,🔒,🔒,🔒,,
Bell,261,263,🔒,🔒,🔒,🔒,,
Estée Lauder,262,345,🔒,🔒,🔒,🔒,,
Sherwin-Williams,263,284,🔒,🔒,🔒,🔒,,
Danone,264,224,🔒,🔒,🔒,🔒,,
Poly Real Estate,265,195,🔒,🔒,🔒,🔒,,
Poste Italiane,266,317,🔒,🔒,🔒,🔒,,
20th Television,267,325,🔒,🔒,🔒,🔒,,
Qualcomm,268,337,🔒,🔒,🔒,🔒,,
Airtel,269,324,🔒,🔒,🔒,🔒,,
Michelin,270,279,🔒,🔒,🔒,🔒,,
Rabobank,271,255,🔒,🔒,🔒,🔒,,
Merrill,272,264,🔒,🔒,🔒,🔒,,
CCCC,273,374,🔒,🔒,🔒,🔒,,
MCC,274,309,🔒,🔒,🔒,🔒,,
Telstra,275,282,🔒,🔒,🔒,🔒,,
Bouygues,276,331,🔒,🔒,🔒,🔒,,
ABC,277,334,🔒,🔒,🔒,🔒,,
Cigna,278,273,🔒,🔒,🔒,🔒,,
State Bank of India,279,335,🔒,🔒,🔒,🔒,,
Zurich,280,248,🔒,🔒,🔒,🔒,,
China Post,281,360,🔒,🔒,🔒,🔒,,
Xbox,282,361,🔒,🔒,🔒,🔒,,
CBS,283,333,🔒,🔒,🔒,🔒,,
TIM,284,328,🔒,🔒,🔒,🔒,,
Haier,285,244,🔒,🔒,🔒,🔒,,
BHP,286,399,🔒,🔒,🔒,🔒,,
Asda,287,301,🔒,🔒,🔒,🔒,,
Coles,288,349,🔒,🔒,🔒,🔒,,
Sysco,289,394,🔒,🔒,🔒,🔒,,
Delta,290,339,🔒,🔒,🔒,🔒,,
CRRC,291,289,🔒,🔒,🔒,🔒,,
Manulife,292,384,🔒,🔒,🔒,🔒,,
Kroger,293,303,🔒,🔒,🔒,🔒,,
CarMax,294,381,🔒,🔒,🔒,🔒,,
Luzhou Laojiao,295,271,🔒,🔒,🔒,🔒,,
Domino's Pizza,296,323,🔒,🔒,🔒,🔒,,
Tyson,297,308,🔒,🔒,🔒,🔒,,
China Overseas Land & Invest,298,188,🔒,🔒,🔒,🔒,,
Aviva,299,281,🔒,🔒,🔒,🔒,,
Standard Chartered,300,327,🔒,🔒,🔒,🔒,,
Quaker,301,387,🔒,🔒,🔒,🔒,,
Enterprise,302,292,🔒,🔒,🔒,🔒,,
Bridgestone,303,285,🔒,🔒,🔒,🔒,,
Aetna,304,296,🔒,🔒,🔒,🔒,,
QNB,305,322,🔒,🔒,🔒,🔒,,
Subway,306,226,🔒,🔒,🔒,🔒,,
Fresenius,307,356,🔒,🔒,🔒,🔒,,
Rakuten,308,247,🔒,🔒,🔒,🔒,,
CNOOC,309,287,🔒,🔒,🔒,🔒,,
Discover,310,353,🔒,🔒,🔒,🔒,,
El Corte Inglés,311,321,🔒,🔒,🔒,🔒,,
Corona,312,336,🔒,🔒,🔒,🔒,,
Best Buy,313,314,🔒,🔒,🔒,🔒,,
Kellogg's,314,293,🔒,🔒,🔒,🔒,,
VMWARE,315,280,🔒,🔒,🔒,🔒,,
BNSF,316,252,🔒,🔒,🔒,🔒,,
Heineken,317,346,🔒,🔒,🔒,🔒,,
Gillette,318,256,🔒,🔒,🔒,🔒,,
HDFC Bank,319,295,🔒,🔒,🔒,🔒,,
Red Bull,320,228,🔒,🔒,🔒,🔒,,
Daiwa House,321,305,🔒,🔒,🔒,🔒,,
China Resources Land,322,176,🔒,🔒,🔒,🔒,,
L&M,323,277,🔒,🔒,🔒,🔒,,
Zalando,324,417,🔒,🔒,🔒,🔒,,
Gazprom,325,304,🔒,🔒,🔒,🔒,,
BBVA,326,251,🔒,🔒,🔒,🔒,,
Pall Mall,327,267,🔒,🔒,🔒,🔒,,
HPE,328,350,🔒,🔒,🔒,🔒,,
Warner Bros,329,169,🔒,🔒,🔒,🔒,,
Nivea,330,318,🔒,🔒,🔒,🔒,,
Tiffany & Co.,331,364,🔒,🔒,🔒,🔒,,
Philips,332,258,🔒,🔒,🔒,🔒,,
Credit Suisse,333,310,🔒,🔒,🔒,🔒,,
Commonwealth Bank,334,298,🔒,🔒,🔒,🔒,,
Itaú,335,388,🔒,🔒,🔒,🔒,,
Subaru,336,227,🔒,🔒,🔒,🔒,,
Snapchat,337,-,🔒,🔒,🔒,🔒,,
Activision Blizzard,338,307,🔒,🔒,🔒,🔒,,
Lenovo,339,373,🔒,🔒,🔒,🔒,,
EDEKA Group,340,-,🔒,🔒,🔒,🔒,,
Hikvision,341,320,🔒,🔒,🔒,🔒,,
Yanghe,342,268,🔒,🔒,🔒,🔒,,
Nissay/Nippon Life Insurance,343,283,🔒,🔒,🔒,🔒,,
Nescafé,344,330,🔒,🔒,🔒,🔒,,
Pampers,345,288,🔒,🔒,🔒,🔒,,
BYD,346,-,🔒,🔒,🔒,🔒,,
Movistar,347,242,🔒,🔒,🔒,🔒,,
BOE,348,451,🔒,🔒,🔒,🔒,,
Broadcom,349,299,🔒,🔒,🔒,🔒,,
Wipro,350,461,🔒,🔒,🔒,🔒,,
Northrop Grumman,351,272,🔒,🔒,🔒,🔒,,
Pfizer,352,498,🔒,🔒,🔒,🔒,,
Taco Bell,353,338,🔒,🔒,🔒,🔒,,
Micron Technology,354,419,🔒,🔒,🔒,🔒,,
Spotify,355,352,🔒,🔒,🔒,🔒,,
Lloyds Bank,356,404,🔒,🔒,🔒,🔒,,
Monster,357,407,🔒,🔒,🔒,🔒,,
American Airlines,358,372,🔒,🔒,🔒,🔒,,
Marubeni,359,250,🔒,🔒,🔒,🔒,,
Lukoil,360,362,🔒,🔒,🔒,🔒,,
Evernorth,361,427,🔒,🔒,🔒,🔒,,
Mercadona,362,413,🔒,🔒,🔒,🔒,,
Daikin,363,429,🔒,🔒,🔒,🔒,,
Mahindra Group,364,343,🔒,🔒,🔒,🔒,,
Guerlain,365,344,🔒,🔒,🔒,🔒,,
FIS,366,347,🔒,🔒,🔒,🔒,,
Shinhan Financial Group,367,393,🔒,🔒,🔒,🔒,,
Repsol,368,400,🔒,🔒,🔒,🔒,,
HCL,369,355,🔒,🔒,🔒,🔒,,
Coupang,370,-,🔒,🔒,🔒,🔒,,
AutoZone,371,348,🔒,🔒,🔒,🔒,,
Haval,372,-,🔒,🔒,🔒,🔒,,
Clinique,373,396,🔒,🔒,🔒,🔒,,
AMD,374,-,🔒,🔒,🔒,🔒,,
Prudential (US),375,398,🔒,🔒,🔒,🔒,,
Swiss Re,376,406,🔒,🔒,🔒,🔒,,
Swisscom,377,376,🔒,🔒,🔒,🔒,,
Lego,378,368,🔒,🔒,🔒,🔒,,
Applied Materials,379,402,🔒,🔒,🔒,🔒,,
Cadillac,380,469,🔒,🔒,🔒,🔒,,
3,381,294,🔒,🔒,🔒,🔒,,
KEPCO,382,329,🔒,🔒,🔒,🔒,,
Kia,383,379,🔒,🔒,🔒,🔒,,
ASML,384,481,🔒,🔒,🔒,🔒,,
Fubon Financial,385,319,🔒,🔒,🔒,🔒,,
Blackrock,386,463,🔒,🔒,🔒,🔒,,
Raytheon,387,316,🔒,🔒,🔒,🔒,,
Hyatt,388,420,🔒,🔒,🔒,🔒,,
Pizza Hut,389,383,🔒,🔒,🔒,🔒,,
Munich Re,390,369,🔒,🔒,🔒,🔒,,
Leroy Merlin,391,-,🔒,🔒,🔒,🔒,,
Delivery Hero,392,-,🔒,🔒,🔒,🔒,,
Haitian,393,-,🔒,🔒,🔒,🔒,,
BT,394,340,🔒,🔒,🔒,🔒,,
McKesson,395,403,🔒,🔒,🔒,🔒,,
Twitter,396,-,🔒,🔒,🔒,🔒,,
Crédit Agricole,397,408,🔒,🔒,🔒,🔒,,
ConocoPhillips,398,-,🔒,🔒,🔒,🔒,,
Whole Foods,399,363,🔒,🔒,🔒,🔒,,
McKinsey,400,380,🔒,🔒,🔒,🔒,,
NatWest,401,409,🔒,🔒,🔒,🔒,,
Saint-Gobain,402,444,🔒,🔒,🔒,🔒,,
Danaher,403,425,🔒,🔒,🔒,🔒,,
AstraZeneca,404,-,🔒,🔒,🔒,🔒,,
Budweiser,405,411,🔒,🔒,🔒,🔒,,
LENNAR,406,459,🔒,🔒,🔒,🔒,,
Mengniu,407,412,🔒,🔒,🔒,🔒,,
McLane,408,446,🔒,🔒,🔒,🔒,,
CNRL,409,-,🔒,🔒,🔒,🔒,,
PTT,410,377,🔒,🔒,🔒,🔒,,
D.R. Horton,411,487,🔒,🔒,🔒,🔒,,
Marshalls,412,450,🔒,🔒,🔒,🔒,,
Safeway,413,-,🔒,🔒,🔒,🔒,,
Jeep,414,358,🔒,🔒,🔒,🔒,,
Abbott,415,489,🔒,🔒,🔒,🔒,,
United Airlines,416,397,🔒,🔒,🔒,🔒,,
Larsen & Toubro,417,-,🔒,🔒,🔒,🔒,,
Claro,418,424,🔒,🔒,🔒,🔒,,
Bayer,419,445,🔒,🔒,🔒,🔒,,
Cathay Life Insurance,420,435,🔒,🔒,🔒,🔒,,
Sunac,421,259,🔒,🔒,🔒,🔒,,
BUICK,422,440,🔒,🔒,🔒,🔒,,
KB Financial Group,423,421,🔒,🔒,🔒,🔒,,
Goertek,424,-,🔒,🔒,🔒,🔒,,
SPAR,425,-,🔒,🔒,🔒,🔒,,
Telenor,426,274,🔒,🔒,🔒,🔒,,
CDW,427,-,🔒,🔒,🔒,🔒,,
E.ON,428,415,🔒,🔒,🔒,🔒,,
Nordea,429,482,🔒,🔒,🔒,🔒,,
COACH,430,418,🔒,🔒,🔒,🔒,,
Rogers,431,422,🔒,🔒,🔒,🔒,,
Gatorade,432,474,🔒,🔒,🔒,🔒,,
Sainsbury's,433,478,🔒,🔒,🔒,🔒,,
McCain,434,464,🔒,🔒,🔒,🔒,,
O2,435,357,🔒,🔒,🔒,🔒,,
Youku,436,315,🔒,🔒,🔒,🔒,,
Geely,437,437,🔒,🔒,🔒,🔒,,
IQVIA,438,-,🔒,🔒,🔒,🔒,,
Servicenow,439,460,🔒,🔒,🔒,🔒,,
CITIC Securities,440,-,🔒,🔒,🔒,🔒,,
ABB,441,416,🔒,🔒,🔒,🔒,,
New China Life (NCL),442,443,🔒,🔒,🔒,🔒,,
Tide,443,434,🔒,🔒,🔒,🔒,,
Deutsche Post,444,-,🔒,🔒,🔒,🔒,,
Charles Schwab,445,-,🔒,🔒,🔒,🔒,,
Kaufland,446,-,🔒,🔒,🔒,🔒,,
Telia,447,453,🔒,🔒,🔒,🔒,,
Indian Oil,448,454,🔒,🔒,🔒,🔒,,
Dove,449,385,🔒,🔒,🔒,🔒,,
Naver,450,483,🔒,🔒,🔒,🔒,,
Jio,451,410,🔒,🔒,🔒,🔒,,
BAE Systems,452,351,🔒,🔒,🔒,🔒,,
AbbVie,453,401,🔒,🔒,🔒,🔒,,
Wrigley,454,392,🔒,🔒,🔒,🔒,,
JD Sports,455,-,🔒,🔒,🔒,🔒,,
Kohl's,456,-,🔒,🔒,🔒,🔒,,
Tokio Marine,457,371,🔒,🔒,🔒,🔒,,
Sprite,458,441,🔒,🔒,🔒,🔒,,
Shanxi Xinghuacun Fen Wine,459,-,🔒,🔒,🔒,🔒,,
CJ Group,460,367,🔒,🔒,🔒,🔒,,
Emirates,461,423,🔒,🔒,🔒,🔒,,
Bloomberg,462,442,🔒,🔒,🔒,🔒,,
BNY Mellon,463,455,🔒,🔒,🔒,🔒,,
Cummins,464,495,🔒,🔒,🔒,🔒,,
Conch,465,431,🔒,🔒,🔒,🔒,,
Electronic Arts,466,452,🔒,🔒,🔒,🔒,,
Southwest Airlines,467,-,🔒,🔒,🔒,🔒,,
UOB,468,-,🔒,🔒,🔒,🔒,,
USPS,469,-,🔒,🔒,🔒,🔒,,
ADP,470,391,🔒,🔒,🔒,🔒,,
Nintendo,471,359,🔒,🔒,🔒,🔒,,
Dish Network,472,-,🔒,🔒,🔒,🔒,,
General Dynamics,473,395,🔒,🔒,🔒,🔒,,
CSX,474,-,🔒,🔒,🔒,🔒,,
SFR,475,366,🔒,🔒,🔒,🔒,,
Glencore,476,449,🔒,🔒,🔒,🔒,,
Maersk,477,491,🔒,🔒,🔒,🔒,,
China Taiping,478,470,🔒,🔒,🔒,🔒,,
MSCI,479,-,🔒,🔒,🔒,🔒,,
AmerisourceBergen,480,456,🔒,🔒,🔒,🔒,,
Société Générale,481,386,🔒,🔒,🔒,🔒,,
OCBC Bank,482,433,🔒,🔒,🔒,🔒,,
Dunkin',483,342,🔒,🔒,🔒,🔒,,
Conad,484,-,🔒,🔒,🔒,🔒,,
Wendy's,485,-,🔒,🔒,🔒,🔒,,
Pantene,486,378,🔒,🔒,🔒,🔒,,
Hua Xia Bank,487,389,🔒,🔒,🔒,🔒,,
Kakao,488,-,🔒,🔒,🔒,🔒,,
Ross Dress For Less,489,432,🔒,🔒,🔒,🔒,,
Telkom Indonesia,490,-,🔒,🔒,🔒,🔒,,
Valero,491,341,🔒,🔒,🔒,🔒,,
CFLD,492,365,🔒,🔒,🔒,🔒,,
SABIC,493,499,🔒,🔒,🔒,🔒,,
Haidilao,494,439,🔒,🔒,🔒,🔒,,
