"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"Target",50,44,"15267.02","15989.09","AA","AA",,
"Marlboro",51,"-","15170.91","-","AAA-","-",,
"ICBC",52,34,"15163.78","17193.81","AA+","AA",,
"Honda",53,42,"14963.19","16356.00","AA","AAA-",,
"Movistar",54,50,"14412.43","14934.62","AAA-","AA",,
"Toshiba",55,72,"14185.21","11135.89","AA-","AA-",,
"Nissan",56,55,"14167.27","13705.03","AA-","AAA-",,
"Barclays",57,33,"13551.79","17357.72","AA+","AA",,
"Axa",58,48,"13406.48","15099.09","AA-","AA-",,
"ING (Group)",59,102,"13256.00","8702.73","AA","AA",,
"Itaú",60,40,"13171.03","16654.89","AA","AA",,
"Total",61,68,"12968.13","11827.63","AA-","A+",,
"Deutsche Bank",62,47,"12905.52","15169.05","AA+","AA+",,
"Cisco",63,70,"12865.33","11666.98","AAA-","AA-",,
"Bank of China",64,58,"12857.41","13256.55","AA-","AA+",,
"Comcast",65,67,"12472.55","11875.56","AA+","AA+",,
"Sony",66,60,"12358.35","13194.00","AA+","AAA-",,
"T Mobile",67,71,"12046.33","11553.40","AA+","AA",,
"Olay",68,74,"11755.78","11066.45","AA","AA",,
"Dell",69,75,"11604.75","10982.80","AA","AAA-",,
"J.P. Morgan",70,59,"11602.32","13240.58","AA+","AA-",,
"Walgreens",71,69,"11563.82","11707.45","AA-","AA-",,
"Sam's Club",72,65,"11517.26","11951.76","AA-","AA-",,
"Generali Group",73,93,"11167.70","9486.55","AA","AA",,
"Allianz",74,76,"10950.58","10897.95","AA","AA",,
"Sberbank",75,64,"10772.28","12011.53","AA+","AA+",,
"3M",76,81,"10716.52","10532.14","AA+","AA+",,
"PetroChina",77,111,"10491.34","8031.46","AA","AA",,
"BP",78,101,"10222.25","8754.48","A","BB",,
"FedEx",79,79,"10072.20","10686.00","AA+","AA",,
"Agricultural Bank of China",80,96,"9929.25","9283.21","A+","A+",,
"UnitedHealth Group",81,80,"9919.68","10605.72","AA","AA+",,
"BT",82,99,"9820.23","9060.92","AA","AA+",,
"LG Group",83,"-","9809.20","-","AA-","-",,
"E.ON",84,82,"9694.67","10512.88","A+","A+",,
"CVS Caremark",85,95,"9421.20","9286.40","AA-","AA-",,
"ASDA",86,78,"9405.53","10688.82","AA-","AA-",,
"Goldman Sachs",87,57,"9331.94","13406.36","AA+","AAA-",,
"Canon",88,94,"9293.39","9371.91","AA+","AAA-",,
"Panasonic",89,63,"9233.14","12524.84","AA-","AA",,
"Time Warner Cable",90,104,"9140.01","8570.74","AA","AA+",,
"SAP",91,110,"9041.58","8036.52","AAA-","AAA-",,
"Boeing",92,97,"9021.69","9212.56","AA","AA",,
"eBay",93,112,"8959.10","8002.43","AAA","AAA",,
"Lowe's",94,89,"8882.22","9750.68","AA-","AA-",,
"Sumitomo Group",95,"-","8881.00","-","A","-",,
"Carrefour",96,66,"8812.19","11893.78","AA-","AA",,
"Royal Bank Of Canada",97,126,"8646.80","7068.89","AA+","AA+",,
"China Life Insurance Company",98,"-","8599.64","-","AA","-",,
"H&M",99,86,"8596.39","9874.72","AA","AA",,
"TD Bank Financial Group",100,138,"8498.54","6604.01","AA-","AA-",,
"TimeWarner",101,"-","🔒","🔒","🔒","🔒",,
"Credit Suisse",102,56,"🔒","🔒","🔒","🔒",,
"Hyundai",103,221,"🔒","🔒","🔒","🔒",,
"Bank of Tokyo-Mitsubishi UFJ",104,123,"🔒","🔒","🔒","🔒",,
"Caterpillar",105,113,"🔒","🔒","🔒","🔒",,
"DirecTV",106,105,"🔒","🔒","🔒","🔒",,
"DHL",107,88,"🔒","🔒","🔒","🔒",,
"Sinopec",108,125,"🔒","🔒","🔒","🔒",,
"Renault",109,114,"🔒","🔒","🔒","🔒",,
"Peugeot",110,136,"🔒","🔒","🔒","🔒",,
"Kellogg's",111,118,"🔒","🔒","🔒","🔒",,
"China Unicom",112,149,"🔒","🔒","🔒","🔒",,
"Avon",113,84,"🔒","🔒","🔒","🔒",,
"TIM",114,107,"🔒","🔒","🔒","🔒",,
"Gillette",115,115,"🔒","🔒","🔒","🔒",,
"L'Oréal",116,117,"🔒","🔒","🔒","🔒",,
"EDF",117,90,"🔒","🔒","🔒","🔒",,
"Standard Chartered",118,121,"🔒","🔒","🔒","🔒",,
"Costco",119,158,"🔒","🔒","🔒","🔒",,
"Iberdrola",120,108,"🔒","🔒","🔒","🔒",,
"China Telecom",121,124,"🔒","🔒","🔒","🔒",,
"Johnson & Johnson",122,127,"🔒","🔒","🔒","🔒",,
"Woolworths",123,120,"🔒","🔒","🔒","🔒",,
"Fox",124,135,"🔒","🔒","🔒","🔒",,
"Banco do Brasil",125,92,"🔒","🔒","🔒","🔒",,
"Danone",126,145,"🔒","🔒","🔒","🔒",,
"BBVA",127,77,"🔒","🔒","🔒","🔒",,
"Adidas",128,134,"🔒","🔒","🔒","🔒",,
"Visa",129,142,"🔒","🔒","🔒","🔒",,
"Accenture",130,152,"🔒","🔒","🔒","🔒",,
"Soft Bank",131,168,"🔒","🔒","🔒","🔒",,
"Prudential (UK)",132,196,"🔒","🔒","🔒","🔒",,
"O2",133,141,"🔒","🔒","🔒","🔒",,
"Starbucks",134,"-","🔒","🔒","🔒","🔒",,
"Ericsson",135,175,"🔒","🔒","🔒","🔒",,
"Philips",136,100,"🔒","🔒","🔒","🔒",,
"ConocoPhillips",137,146,"🔒","🔒","🔒","🔒",,
"Saint-Gobain",138,144,"🔒","🔒","🔒","🔒",,
"Honeywell",139,160,"🔒","🔒","🔒","🔒",,
"Mclane Company",140,106,"🔒","🔒","🔒","🔒",,
"Sky",141,"-","🔒","🔒","🔒","🔒",,
"Gazprom",142,201,"🔒","🔒","🔒","🔒",,
"Morgan Stanley",143,130,"🔒","🔒","🔒","🔒",,
"Macy's",144,159,"🔒","🔒","🔒","🔒",,
"Eni",145,170,"🔒","🔒","🔒","🔒",,
"Morrison",146,155,"🔒","🔒","🔒","🔒",,
"Neutrogena",147,148,"🔒","🔒","🔒","🔒",,
"Vinci",148,150,"🔒","🔒","🔒","🔒",,
"BHP Billiton",149,154,"🔒","🔒","🔒","🔒",,
"Metlife",150,209,"🔒","🔒","🔒","🔒",,
"Enel",151,133,"🔒","🔒","🔒","🔒",,
"UBS",152,85,"🔒","🔒","🔒","🔒",,
"T (Deutsche Telekom in Germany)",153,157,"🔒","🔒","🔒","🔒",,
"Sainsbury",154,139,"🔒","🔒","🔒","🔒",,
"Thomson Reuters",155,153,"🔒","🔒","🔒","🔒",,
"PETRONAS",156,181,"🔒","🔒","🔒","🔒",,
"Aeon",157,147,"🔒","🔒","🔒","🔒",,
"Claro",158,292,"🔒","🔒","🔒","🔒",,
"Scotiabank",159,240,"🔒","🔒","🔒","🔒",,
"Union Pacific",160,183,"🔒","🔒","🔒","🔒",,
"Bank Of Communications",161,176,"🔒","🔒","🔒","🔒",,
"Budweiser/ Bud Light",162,229,"🔒","🔒","🔒","🔒",,
"Sharp",163,173,"🔒","🔒","🔒","🔒",,
"Nivea",164,140,"🔒","🔒","🔒","🔒",,
"Petrobras",165,103,"🔒","🔒","🔒","🔒",,
"BASF",166,219,"🔒","🔒","🔒","🔒",,
"Zurich",167,119,"🔒","🔒","🔒","🔒",,
"China State Construction",168,186,"🔒","🔒","🔒","🔒",,
"Heinz",169,189,"🔒","🔒","🔒","🔒",,
"Bank of Montreal",170,263,"🔒","🔒","🔒","🔒",,
"Fujitsu",171,167,"🔒","🔒","🔒","🔒",,
"Randstad",172,178,"🔒","🔒","🔒","🔒",,
"Metro",173,156,"🔒","🔒","🔒","🔒",,
"Telstra",174,198,"🔒","🔒","🔒","🔒",,
"Bell",175,269,"🔒","🔒","🔒","🔒",,
"Nordea",176,164,"🔒","🔒","🔒","🔒",,
"Jardines",177,182,"🔒","🔒","🔒","🔒",,
"airtel",178,270,"🔒","🔒","🔒","🔒",,
"MTN",179,193,"🔒","🔒","🔒","🔒",,
"Centurylink",180,434,"🔒","🔒","🔒","🔒",,
"Mastercard",181,253,"🔒","🔒","🔒","🔒",,
"NBC",182,192,"🔒","🔒","🔒","🔒",,
"Nokia",183,"-","🔒","🔒","🔒","🔒",,
"Lancôme",184,165,"🔒","🔒","🔒","🔒",,
"Kia",185,377,"🔒","🔒","🔒","🔒",,
"Ping An",186,261,"🔒","🔒","🔒","🔒",,
"au",187,213,"🔒","🔒","🔒","🔒",,
"Munich Re",188,212,"🔒","🔒","🔒","🔒",,
"Dove",189,208,"🔒","🔒","🔒","🔒",,
"Kraft",190,202,"🔒","🔒","🔒","🔒",,
"Kimberly-Clark",191,194,"🔒","🔒","🔒","🔒",,
"Louis Vuitton",192,248,"🔒","🔒","🔒","🔒",,
"CBS",193,197,"🔒","🔒","🔒","🔒",,
"Capital One",194,282,"🔒","🔒","🔒","🔒",,
"Best Buy",195,143,"🔒","🔒","🔒","🔒",,
"Xbox",196,200,"🔒","🔒","🔒","🔒",,
"Coles",197,245,"🔒","🔒","🔒","🔒",,
"PNC",198,187,"🔒","🔒","🔒","🔒",,
"Warner Bros.",199,206,"🔒","🔒","🔒","🔒",,
"Chevrolet",200,228,"🔒","🔒","🔒","🔒",,
"Virgin Media",201,366,"🔒","🔒","🔒","🔒",,
"Airbus",202,243,"🔒","🔒","🔒","🔒",,
"Société Générale",203,109,"🔒","🔒","🔒","🔒",,
"Zara",204,210,"🔒","🔒","🔒","🔒",,
"Enbridge",205,"-","🔒","🔒","🔒","🔒",,
"Beeline",206,"-","🔒","🔒","🔒","🔒",,
"EMC",207,195,"🔒","🔒","🔒","🔒",,
"Statoil",208,264,"🔒","🔒","🔒","🔒",,
"State Bank of India",209,166,"🔒","🔒","🔒","🔒",,
"Marks & Spencer",210,207,"🔒","🔒","🔒","🔒",,
"Kroger",211,179,"🔒","🔒","🔒","🔒",,
"Audi",212,267,"🔒","🔒","🔒","🔒",,
"CIBC",213,310,"🔒","🔒","🔒","🔒",,
"Yahoo!",214,131,"🔒","🔒","🔒","🔒",,
"7-Eleven",215,257,"🔒","🔒","🔒","🔒",,
"Telenor",216,256,"🔒","🔒","🔒","🔒",,
"Aviva",217,151,"🔒","🔒","🔒","🔒",,
"U.S. Bancorp",218,180,"🔒","🔒","🔒","🔒",,
"Rostelecom",219,"-","🔒","🔒","🔒","🔒",,
"Nordstrom",220,"-","🔒","🔒","🔒","🔒",,
"Suzuki",221,227,"🔒","🔒","🔒","🔒",,
"Medtronic",222,205,"🔒","🔒","🔒","🔒",,
"Colgate",223,222,"🔒","🔒","🔒","🔒",,
"Bridgestone",224,289,"🔒","🔒","🔒","🔒",,
"RWE",225,190,"🔒","🔒","🔒","🔒",,
"Reliance",226,128,"🔒","🔒","🔒","🔒",,
"Kohl's",227,204,"🔒","🔒","🔒","🔒",,
"Fiat",228,216,"🔒","🔒","🔒","🔒",,
"Vivo",229,231,"🔒","🔒","🔒","🔒",,
"Marubeni",230,218,"🔒","🔒","🔒","🔒",,
"GS Caltex",231,"-","🔒","🔒","🔒","🔒",,
"Prudential (US)",232,"-","🔒","🔒","🔒","🔒",,
"Commonwealth Bank",233,259,"🔒","🔒","🔒","🔒",,
"Media Markt & Saturn",234,239,"🔒","🔒","🔒","🔒",,
"Bombardier",235,188,"🔒","🔒","🔒","🔒",,
"Citreon",236,215,"🔒","🔒","🔒","🔒",,
"nab",237,237,"🔒","🔒","🔒","🔒",,
"Nescafe",238,191,"🔒","🔒","🔒","🔒",,
"UniCredit",239,137,"🔒","🔒","🔒","🔒",,
"Purina",240,242,"🔒","🔒","🔒","🔒",,
"HTC",241,357,"🔒","🔒","🔒","🔒",,
"Rogers",242,274,"🔒","🔒","🔒","🔒",,
"Veolia",243,232,"🔒","🔒","🔒","🔒",,
"Sanyo Electric",244,211,"🔒","🔒","🔒","🔒",,
"SFR",245,241,"🔒","🔒","🔒","🔒",,
"RBS",246,301,"🔒","🔒","🔒","🔒",,
"BNY Mellon",247,238,"🔒","🔒","🔒","🔒",,
"Arcelormittal",248,220,"🔒","🔒","🔒","🔒",,
"Daimler",249,"-","🔒","🔒","🔒","🔒",,
"priceline.com",250,"-","🔒","🔒","🔒","🔒",,
"China Merchants Bank",251,316,"🔒","🔒","🔒","🔒",,
"ACS",252,343,"🔒","🔒","🔒","🔒",,
"Suning",253,"-","🔒","🔒","🔒","🔒",,
"Rio Tinto",254,277,"🔒","🔒","🔒","🔒",,
"Safeway",255,199,"🔒","🔒","🔒","🔒",,
"Vale",256,266,"🔒","🔒","🔒","🔒",,
"BAE Systems",257,247,"🔒","🔒","🔒","🔒",,
"Fresenius Medical Care",258,"-","🔒","🔒","🔒","🔒",,
"General Motors",259,"-","🔒","🔒","🔒","🔒",,
"Michelin",260,293,"🔒","🔒","🔒","🔒",,
"Sprite",261,"-","🔒","🔒","🔒","🔒",,
"Heineken",262,73,"🔒","🔒","🔒","🔒",,
"Raytheon",263,260,"🔒","🔒","🔒","🔒",,
"QQ",264,"-","🔒","🔒","🔒","🔒",,
"Lukoil",265,332,"🔒","🔒","🔒","🔒",,
"Dish Network",266,300,"🔒","🔒","🔒","🔒",,
"Staples",267,235,"🔒","🔒","🔒","🔒",,
"Allstate",268,246,"🔒","🔒","🔒","🔒",,
"Telcel",269,359,"🔒","🔒","🔒","🔒",,
"Johnson Controls",270,296,"🔒","🔒","🔒","🔒",,
"SPC",271,249,"🔒","🔒","🔒","🔒",,
"Winston",272,438,"🔒","🔒","🔒","🔒",,
"Estée Lauder",273,339,"🔒","🔒","🔒","🔒",,
"Groupe Casino",274,"-","🔒","🔒","🔒","🔒",,
"Emirates",275,"-","🔒","🔒","🔒","🔒",,
"Playstation",276,302,"🔒","🔒","🔒","🔒",,
"Aetna",277,275,"🔒","🔒","🔒","🔒",,
"Sprint",278,286,"🔒","🔒","🔒","🔒",,
"MTV",279,306,"🔒","🔒","🔒","🔒",,
"Indian Oil",280,225,"🔒","🔒","🔒","🔒",,
"ABB",281,250,"🔒","🔒","🔒","🔒",,
"Swiss Re",282,203,"🔒","🔒","🔒","🔒",,
"John Deere",283,326,"🔒","🔒","🔒","🔒",,
"Infosys",284,364,"🔒","🔒","🔒","🔒",,
"KT",285,442,"🔒","🔒","🔒","🔒",,
"CNP Assurances",286,244,"🔒","🔒","🔒","🔒",,
"Nec",287,171,"🔒","🔒","🔒","🔒",,
"Bouygues Group",288,"-","🔒","🔒","🔒","🔒",,
"Skoda",289,"-","🔒","🔒","🔒","🔒",,
"Westpac",290,298,"🔒","🔒","🔒","🔒",,
"British Gas",291,285,"🔒","🔒","🔒","🔒",,
"Schneider Electric",292,161,"🔒","🔒","🔒","🔒",,
"Cadbury",293,378,"🔒","🔒","🔒","🔒",,
"QVC",294,288,"🔒","🔒","🔒","🔒",,
"Southern Company",295,319,"🔒","🔒","🔒","🔒",,
"OMV",296,330,"🔒","🔒","🔒","🔒",,
"MTS",297,291,"🔒","🔒","🔒","🔒",,
"Mountain Dew",298,318,"🔒","🔒","🔒","🔒",,
"Xerox",299,"-","🔒","🔒","🔒","🔒",,
"TEPCO",300,122,"🔒","🔒","🔒","🔒",,
"Swisscom",301,234,"🔒","🔒","🔒","🔒",,
"International Paper",302,307,"🔒","🔒","🔒","🔒",,
"WellPoint",303,"-","🔒","🔒","🔒","🔒",,
"Aegon",304,258,"🔒","🔒","🔒","🔒",,
"JR East",305,299,"🔒","🔒","🔒","🔒",,
"Pfizer",306,338,"🔒","🔒","🔒","🔒",,
"ANZ",307,348,"🔒","🔒","🔒","🔒",,
"Hermes",308,322,"🔒","🔒","🔒","🔒",,
"National Grid",309,344,"🔒","🔒","🔒","🔒",,
"Bayer",310,363,"🔒","🔒","🔒","🔒",,
"Mizuho Financial Group",311,226,"🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",312,320,"🔒","🔒","🔒","🔒",,
"Nippon Steel",313,297,"🔒","🔒","🔒","🔒",,
"Pão de Açúcar",314,"-","🔒","🔒","🔒","🔒",,
"Alcatel-Lucent",315,290,"🔒","🔒","🔒","🔒",,
"Prada",316,"-","🔒","🔒","🔒","🔒",,
"Victoria's Secret",317,"-","🔒","🔒","🔒","🔒",,
"Sears",318,"-","🔒","🔒","🔒","🔒",,
"Biore",319,"-","🔒","🔒","🔒","🔒",,
"General Dynamics",320,"-","🔒","🔒","🔒","🔒",,
"Mazda",321,358,"🔒","🔒","🔒","🔒",,
"Rosneft",322,354,"🔒","🔒","🔒","🔒",,
"Thyssenkrupp",323,"-","🔒","🔒","🔒","🔒",,
"KEPCO",324,271,"🔒","🔒","🔒","🔒",,
"Endesa",325,284,"🔒","🔒","🔒","🔒",,
"Camel",326,"-","🔒","🔒","🔒","🔒",,
"Lufthansa",327,262,"🔒","🔒","🔒","🔒",,
"BlackBerry",328,224,"🔒","🔒","🔒","🔒",,
"EDP",329,381,"🔒","🔒","🔒","🔒",,
"Fujifilm",330,281,"🔒","🔒","🔒","🔒",,
"Texas Instruments",331,214,"🔒","🔒","🔒","🔒",,
"KitKat",332,279,"🔒","🔒","🔒","🔒",,
"Cigna",333,305,"🔒","🔒","🔒","🔒",,
"MCC",334,"-","🔒","🔒","🔒","🔒",,
"Manulife",335,371,"🔒","🔒","🔒","🔒",,
"C.H. Robinson Worldwide",336,309,"🔒","🔒","🔒","🔒",,
"Singapore Airlines",337,265,"🔒","🔒","🔒","🔒",,
"GMC",338,"-","🔒","🔒","🔒","🔒",,
"Wilmar",339,328,"🔒","🔒","🔒","🔒",,
"Asahi",340,324,"🔒","🔒","🔒","🔒",,
"Shaw",341,"-","🔒","🔒","🔒","🔒",,
"Rolls-Royce",342,387,"🔒","🔒","🔒","🔒",,
"Cartier",343,"-","🔒","🔒","🔒","🔒",,
"Nippon Yusen",344,308,"🔒","🔒","🔒","🔒",,
"Nestle Pure Life",345,"-","🔒","🔒","🔒","🔒",,
"Coach",346,"-","🔒","🔒","🔒","🔒",,
"Green Mountain Coffee",347,"-","🔒","🔒","🔒","🔒",,
"Continental",348,"-","🔒","🔒","🔒","🔒",,
"Etisalat",349,345,"🔒","🔒","🔒","🔒",,
"CPIC [China Pacific Insurance (Group) Co]",350,383,"🔒","🔒","🔒","🔒",,
"Chubu",351,283,"🔒","🔒","🔒","🔒",,
"Pall Mall",352,"-","🔒","🔒","🔒","🔒",,
"George Weston",353,"-","🔒","🔒","🔒","🔒",,
"DFM",354,"-","🔒","🔒","🔒","🔒",,
"Novartis",355,"-","🔒","🔒","🔒","🔒",,
"Hersheys",356,389,"🔒","🔒","🔒","🔒",,
"Burberry",357,"-","🔒","🔒","🔒","🔒",,
"Emerson Electric",358,223,"🔒","🔒","🔒","🔒",,
"ESPN",359,341,"🔒","🔒","🔒","🔒",,
"Danaher",360,451,"🔒","🔒","🔒","🔒",,
"CSX",361,390,"🔒","🔒","🔒","🔒",,
"Telus",362,437,"🔒","🔒","🔒","🔒",,
"Travelers",363,352,"🔒","🔒","🔒","🔒",,
"Delta",364,329,"🔒","🔒","🔒","🔒",,
"EnBW",365,361,"🔒","🔒","🔒","🔒",,
"Adecco",366,"-","🔒","🔒","🔒","🔒",,
"SSE",367,351,"🔒","🔒","🔒","🔒",,
"AutoZone",368,"-","🔒","🔒","🔒","🔒",,
"Champion",369,"-","🔒","🔒","🔒","🔒",,
"Tiffany & Co.",370,"-","🔒","🔒","🔒","🔒",,
"Whole Foods",371,"-","🔒","🔒","🔒","🔒",,
"Motorola",372,169,"🔒","🔒","🔒","🔒",,
"Shiseido",373,349,"🔒","🔒","🔒","🔒",,
"Ferrovial",374,455,"🔒","🔒","🔒","🔒",,
"Tyco",375,346,"🔒","🔒","🔒","🔒",,
"Adobe",376,421,"🔒","🔒","🔒","🔒",,
"Mild Seven",377,"-","🔒","🔒","🔒","🔒",,
"Activision Blizzard",378,"-","🔒","🔒","🔒","🔒",,
"Corona Extra",379,"-","🔒","🔒","🔒","🔒",,
"Lockheed Martin",380,414,"🔒","🔒","🔒","🔒",,
"Glencore",381,"-","🔒","🔒","🔒","🔒",,
"Bed Bath & Beyond",382,413,"🔒","🔒","🔒","🔒",,
"Ergo",383,412,"🔒","🔒","🔒","🔒",,
"ABC",384,"-","🔒","🔒","🔒","🔒",,
"Nielsen",385,"-","🔒","🔒","🔒","🔒",,
"STC",386,432,"🔒","🔒","🔒","🔒",,
"Cap Gemini",387,311,"🔒","🔒","🔒","🔒",,
"Crédit Agricole",388,268,"🔒","🔒","🔒","🔒",,
"Nomura",389,398,"🔒","🔒","🔒","🔒",,
"Stanley Black & Decker",390,"-","🔒","🔒","🔒","🔒",,
"SK Telecom",391,397,"🔒","🔒","🔒","🔒",,
"Genting",392,386,"🔒","🔒","🔒","🔒",,
"Norfolk",393,393,"🔒","🔒","🔒","🔒",,
"Qualcomm",394,400,"🔒","🔒","🔒","🔒",,
"Fanta",395,"-","🔒","🔒","🔒","🔒",,
"Danske Bank",396,353,"🔒","🔒","🔒","🔒",,
"Paypal",397,"-","🔒","🔒","🔒","🔒",,
"MAN",398,401,"🔒","🔒","🔒","🔒",,
"Sandisk",399,"-","🔒","🔒","🔒","🔒",,
"Oi",400,184,"🔒","🔒","🔒","🔒",,
"Sodexo",401,423,"🔒","🔒","🔒","🔒",,
"Berkshire Hathaway",402,"-","🔒","🔒","🔒","🔒",,
"China South",403,418,"🔒","🔒","🔒","🔒",,
"PICC",404,439,"🔒","🔒","🔒","🔒",,
"United",405,"-","🔒","🔒","🔒","🔒",,
"Gucci",406,480,"🔒","🔒","🔒","🔒",,
"Shinhan Financial Group",407,"-","🔒","🔒","🔒","🔒",,
"Aflac",408,379,"🔒","🔒","🔒","🔒",,
"Dollar General",409,"-","🔒","🔒","🔒","🔒",,
"Canal+ group",410,"-","🔒","🔒","🔒","🔒",,
"Maersk",411,314,"🔒","🔒","🔒","🔒",,
"Lexus",412,"-","🔒","🔒","🔒","🔒",,
"Hertz",413,"-","🔒","🔒","🔒","🔒",,
"NongHyup Bank",414,"-","🔒","🔒","🔒","🔒",,
"Expedia.com",415,"-","🔒","🔒","🔒","🔒",,
"Lloyds TSB",416,303,"🔒","🔒","🔒","🔒",,
"SUEZ",417,402,"🔒","🔒","🔒","🔒",,
"Goodyear",418,"-","🔒","🔒","🔒","🔒",,
"Schwarzkopf",419,365,"🔒","🔒","🔒","🔒",,
"Gatorade",420,465,"🔒","🔒","🔒","🔒",,
"Falabella",421,"-","🔒","🔒","🔒","🔒",,
"Canadian National Railway",422,415,"🔒","🔒","🔒","🔒",,
"MINI",423,483,"🔒","🔒","🔒","🔒",,
"KPN",424,"-","🔒","🔒","🔒","🔒",,
"J.C. Penney",425,392,"🔒","🔒","🔒","🔒",,
"Telia",426,458,"🔒","🔒","🔒","🔒",,
"Yamada Denki",427,"-","🔒","🔒","🔒","🔒",,
"Pantene",428,416,"🔒","🔒","🔒","🔒",,
"Du Pont",429,"-","🔒","🔒","🔒","🔒",,
"Bimbo",430,"-","🔒","🔒","🔒","🔒",,
"Mapfre",431,323,"🔒","🔒","🔒","🔒",,
"EA",432,"-","🔒","🔒","🔒","🔒",,
"Deutsche Post",433,252,"🔒","🔒","🔒","🔒",,
"FNAC",434,"-","🔒","🔒","🔒","🔒",,
"Harley-Davidson",435,405,"🔒","🔒","🔒","🔒",,
"BB&T",436,335,"🔒","🔒","🔒","🔒",,
"Magnit",437,404,"🔒","🔒","🔒","🔒",,
"Tropicana",438,"-","🔒","🔒","🔒","🔒",,
"Symantec",439,"-","🔒","🔒","🔒","🔒",,
"China Communications Construction Company",440,"-","🔒","🔒","🔒","🔒",,
"KOGAS",441,429,"🔒","🔒","🔒","🔒",,
"Holcim",442,337,"🔒","🔒","🔒","🔒",,
"Komatsu",443,481,"🔒","🔒","🔒","🔒",,
"Next",444,"-","🔒","🔒","🔒","🔒",,
"Covidien",445,"-","🔒","🔒","🔒","🔒",,
"Subaru",446,"-","🔒","🔒","🔒","🔒",,
"Lux",447,317,"🔒","🔒","🔒","🔒",,
"Christian Dior",448,"-","🔒","🔒","🔒","🔒",,
"Marriott",449,410,"🔒","🔒","🔒","🔒",,
"Ricoh",450,"-","🔒","🔒","🔒","🔒",,
"Xstrata",451,"-","🔒","🔒","🔒","🔒",,
"Optus",452,419,"🔒","🔒","🔒","🔒",,
"Newport",453,"-","🔒","🔒","🔒","🔒",,
"State Street",454,295,"🔒","🔒","🔒","🔒",,
"Cummins",455,"-","🔒","🔒","🔒","🔒",,
"Posco",456,376,"🔒","🔒","🔒","🔒",,
"Vauxhall",457,"-","🔒","🔒","🔒","🔒",,
"Erste Group",458,230,"🔒","🔒","🔒","🔒",,
