"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"AXA",45,35,"10212.85","15236.09","A+","A",,
"Hitachi",46,62,"10138.75","10337.74","A+","A",,
"Sam's Club",47,77,"10125.71","8954.90","A+","A",,
"ICBC",48,84,"10030.96","8426.72","A+","A-",,
"Chevron",49,71,"9979.83","9235.03","A+","AA-",,
"American Express",50,32,"9944.48","16183.16","AA","AAA",,
"Tata",51,"-","9920.85","-","AAA-","-",,
"Mercedes-Benz",52,26,"9844.03","20159.73","AAA-","AAA-",,
"Ford",53,51,"9821.62","12382.12","A+","A+",,
"Citi",54,10,"9809.59","27817.32","A","AA",,
"Nintendo",55,54,"9674.46","12122.86","AA+","AA+",,
"NTT DOCOMO",56,99,"9649.49","7538.30","AA+","AA-",,
"PwC",57,"-","9457.81","-","AAA","-",,
"BNP Paribas",58,39,"9360.48","14636.97","AA-","AA-",,
"Walgreens",59,64,"9218.68","9980.96","A+","A+",,
"Carrefour",60,49,"9120.23","12404.00","A+","A+",,
"Nestlé",61,80,"9037.51","8798.61","AAA","AAA",,
"China Construction Bank",62,94,"9023.65","7785.56","AA","A-",,
"Nescafe",63,87,"8887.98","8322.41","AA+","AA",,
"Chase",64,38,"8746.50","14797.61","A+","A+",,
"Allianz",65,41,"8224.41","14138.00","A+","AA-",,
"Siemens",66,56,"8208.72","11741.76","AA+","AAA-",,
"Dell",67,17,"8200.11","24672.35","AAA-","AAA-",,
"Lowe's",68,74,"8172.88","9042.64","AA-","A+",,
"JPMorgan",69,73,"8071.69","9064.33","AA-","A+",,
"CVS",70,59,"8040.39","11297.90","AA-","AA-",,
"Kellogg's",71,"-","7856.57","-","AAA+","-",,
"T-Mobile",72,76,"7760.90","8958.97","AA-","A+",,
"Nissan",73,79,"7742.35","8807.60","AA-","A-",,
"Novartis",74,137,"7706.92","5900.77","AA+","AA",,
"Bradesco",75,205,"7698.39","4105.58","AA","AA",,
"Credit Suisse",76,53,"7668.20","12139.77","AA+","A-",,
"Barclays",77,57,"7582.58","11582.17","A-","A-",,
"UBS",78,58,"7568.00","11338.71","AA-","A+",,
"Amazon.com",79,67,"7465.54","9608.00","AA-","AA-",,
"Generali",80,52,"7273.35","12374.34","A","A",,
"Benson and Hedges",81,101,"7174.87","7400.51","A+","AA-",,
"movistar",82,92,"7125.91","7948.75","AA-","A+",,
"Deloitte",83,"-","7075.67","-","AA","-",,
"Bank of China",84,113,"7052.78","6741.22","AA","A-",,
"Bayer",85,"-","7013.84","-","AA-","-",,
"Telecom Italia",86,69,"7004.58","9433.62","AA+","AA+",,
"Avon",87,"-","6961.98","-","AA-","-",,
"Toshiba",88,103,"6803.94","7376.45","AA","AA-",,
"Goldman Sachs",89,48,"6752.70","12519.90","AAA-","AA",,
"7-Eleven",90,109,"6742.86","7080.50","AA-","A+",,
"Deutsche Bank",91,83,"6702.50","8585.34","AA-","AA-",,
"BT",92,104,"6649.13","7290.92","AA","AAA-",,
"Reliance",93,140,"6603.70","5796.98","A+","AA",,
"Gillette",94,"-","6554.06","-","AAA+","-",,
"E.ON",95,115,"6474.62","6649.99","AA+","AA+",,
"KPMG",96,"-","6406.77","-","AA","-",,
"Sainsbury",97,131,"6368.61","6166.75","A","A",,
"Fedex",98,66,"6344.34","9633.02","AA-","AA-",,
"Audi",99,166,"6323.07","4771.36","AA-","A+",,
"Chevrolet",100,121,"6172.02","6474.94","A+","A+",,
"Telefónica",101,126,"🔒","🔒","🔒","🔒",,
"SAP",102,91,"🔒","🔒","🔒","🔒",,
"Aviva",103,117,"🔒","🔒","🔒","🔒",,
"Ernst and Young",104,"-","🔒","🔒","🔒","🔒",,
"TEPCO",105,130,"🔒","🔒","🔒","🔒",,
"BBVA",106,85,"🔒","🔒","🔒","🔒",,
"ASDA",107,118,"🔒","🔒","🔒","🔒",,
"DHL",108,72,"🔒","🔒","🔒","🔒",,
"Danone",109,141,"🔒","🔒","🔒","🔒",,
"Canon",110,70,"🔒","🔒","🔒","🔒",,
"Colgate",111,120,"🔒","🔒","🔒","🔒",,
"Société Générale",112,106,"🔒","🔒","🔒","🔒",,
"Boeing",113,97,"🔒","🔒","🔒","🔒",,
"Panasonic",114,139,"🔒","🔒","🔒","🔒",,
"Intesa Sanpaolo",115,95,"🔒","🔒","🔒","🔒",,
"Costco",116,"-","🔒","🔒","🔒","🔒",,
"Philips",117,78,"🔒","🔒","🔒","🔒",,
"Banco Itaú",118,234,"🔒","🔒","🔒","🔒",,
"Caterpillar",119,114,"🔒","🔒","🔒","🔒",,
"Ericsson",120,98,"🔒","🔒","🔒","🔒",,
"Lexus",121,161,"🔒","🔒","🔒","🔒",,
"FOX",122,75,"🔒","🔒","🔒","🔒",,
"3M",123,100,"🔒","🔒","🔒","🔒",,
"MUFG",124,229,"🔒","🔒","🔒","🔒",,
"Porsche",125,146,"🔒","🔒","🔒","🔒",,
"Mild Seven",126,107,"🔒","🔒","🔒","🔒",,
"Playstation",127,124,"🔒","🔒","🔒","🔒",,
"Marlboro",128,20,"🔒","🔒","🔒","🔒",,
"China Telecom",129,"-","🔒","🔒","🔒","🔒",,
"Renault",130,116,"🔒","🔒","🔒","🔒",,
"AIG",131,36,"🔒","🔒","🔒","🔒",,
"América Móvil",132,159,"🔒","🔒","🔒","🔒",,
"Total",133,158,"🔒","🔒","🔒","🔒",,
"Accenture",134,"-","🔒","🔒","🔒","🔒",,
"Zurich",135,89,"🔒","🔒","🔒","🔒",,
"EDF Energy",136,129,"🔒","🔒","🔒","🔒",,
"Standard Chartered",137,127,"🔒","🔒","🔒","🔒",,
"Morgan Stanley",138,108,"🔒","🔒","🔒","🔒",,
"Yahoo!",139,90,"🔒","🔒","🔒","🔒",,
"adidas",140,111,"🔒","🔒","🔒","🔒",,
"Münchener Rück",141,"-","🔒","🔒","🔒","🔒",,
"Woolworths",142,187,"🔒","🔒","🔒","🔒",,
"Morrisons",143,201,"🔒","🔒","🔒","🔒",,
"Winston",144,96,"🔒","🔒","🔒","🔒",,
"H&M",145,149,"🔒","🔒","🔒","🔒",,
"Kroger",146,171,"🔒","🔒","🔒","🔒",,
"Publix",147,"-","🔒","🔒","🔒","🔒",,
"Sberbank",148,245,"🔒","🔒","🔒","🔒",,
"Sears",149,148,"🔒","🔒","🔒","🔒",,
"Enel",150,199,"🔒","🔒","🔒","🔒",,
"Fujitsu",151,142,"🔒","🔒","🔒","🔒",,
"Volvo",152,179,"🔒","🔒","🔒","🔒",,
"Metro",153,133,"🔒","🔒","🔒","🔒",,
"Miller Genuine Draft",154,122,"🔒","🔒","🔒","🔒",,
"RBC",155,154,"🔒","🔒","🔒","🔒",,
"Sharp",156,152,"🔒","🔒","🔒","🔒",,
"RWE",157,112,"🔒","🔒","🔒","🔒",,
"Iberdrola",158,"-","🔒","🔒","🔒","🔒",,
"UnitedHealth",159,125,"🔒","🔒","🔒","🔒",,
"NEC",160,170,"🔒","🔒","🔒","🔒",,
"Telstra",161,175,"🔒","🔒","🔒","🔒",,
"O2",162,178,"🔒","🔒","🔒","🔒",,
"Safeway",163,153,"🔒","🔒","🔒","🔒",,
"Starbucks",164,145,"🔒","🔒","🔒","🔒",,
"Sysco",165,"-","🔒","🔒","🔒","🔒",,
"Best Buy",166,183,"🔒","🔒","🔒","🔒",,
"Zara",167,230,"🔒","🔒","🔒","🔒",,
"Honeywell",168,"-","🔒","🔒","🔒","🔒",,
"eBay",169,119,"🔒","🔒","🔒","🔒",,
"sanofi-aventis",170,163,"🔒","🔒","🔒","🔒",,
"Macy's",171,176,"🔒","🔒","🔒","🔒",,
"SuperValu",172,"-","🔒","🔒","🔒","🔒",,
"Motorola",173,86,"🔒","🔒","🔒","🔒",,
"Aeon",174,310,"🔒","🔒","🔒","🔒",,
"Xbox",175,241,"🔒","🔒","🔒","🔒",,
"Estée Lauder",176,156,"🔒","🔒","🔒","🔒",,
"Blackberry",177,198,"🔒","🔒","🔒","🔒",,
"Prudential",178,"-","🔒","🔒","🔒","🔒",,
"Peugeot",179,204,"🔒","🔒","🔒","🔒",,
"Staples",180,251,"🔒","🔒","🔒","🔒",,
"Kraft",181,242,"🔒","🔒","🔒","🔒",,
"AOL",182,189,"🔒","🔒","🔒","🔒",,
"Sinopec",183,168,"🔒","🔒","🔒","🔒",,
"LG Electronics",184,235,"🔒","🔒","🔒","🔒",,
"M&S",185,155,"🔒","🔒","🔒","🔒",,
"China Unicom",186,243,"🔒","🔒","🔒","🔒",,
"Pfizer",187,185,"🔒","🔒","🔒","🔒",,
"ArcelorMittal",188,375,"🔒","🔒","🔒","🔒",,
"Abbott Labs",189,222,"🔒","🔒","🔒","🔒",,
"SMFG",190,232,"🔒","🔒","🔒","🔒",,
"MetLife",191,150,"🔒","🔒","🔒","🔒",,
"Tokio Marine",192,385,"🔒","🔒","🔒","🔒",,
"DIRECTV",193,223,"🔒","🔒","🔒","🔒",,
"EMC2",194,194,"🔒","🔒","🔒","🔒",,
"Fiat",195,172,"🔒","🔒","🔒","🔒",,
"Roche",196,162,"🔒","🔒","🔒","🔒",,
"Chubu Electric Power",197,182,"🔒","🔒","🔒","🔒",,
"Norton",198,246,"🔒","🔒","🔒","🔒",,
"KFC",199,147,"🔒","🔒","🔒","🔒",,
"AEGON",200,180,"🔒","🔒","🔒","🔒",,
"TD Bank",201,208,"🔒","🔒","🔒","🔒",,
"CBS",202,207,"🔒","🔒","🔒","🔒",,
"BBC",203,"-","🔒","🔒","🔒","🔒",,
"Co-operative",204,"-","🔒","🔒","🔒","🔒",,
"Emirates",205,"-","🔒","🔒","🔒","🔒",,
"MTN",206,"-","🔒","🔒","🔒","🔒",,
"PetroChina",207,"-","🔒","🔒","🔒","🔒",,
"Louis Vuitton",208,151,"🔒","🔒","🔒","🔒",,
"CNP Assurances",209,"-","🔒","🔒","🔒","🔒",,
"Sky",210,236,"🔒","🔒","🔒","🔒",,
"UniCredit",211,177,"🔒","🔒","🔒","🔒",,
"Mizuho",212,203,"🔒","🔒","🔒","🔒",,
"Airtel",213,"-","🔒","🔒","🔒","🔒",,
"American Airlines",214,196,"🔒","🔒","🔒","🔒",,
"Bridgestone",215,259,"🔒","🔒","🔒","🔒",,
"Lafarge",216,254,"🔒","🔒","🔒","🔒",,
"Allstate",217,160,"🔒","🔒","🔒","🔒",,
"Mitsubishi",218,"-","🔒","🔒","🔒","🔒",,
"Corona",219,214,"🔒","🔒","🔒","🔒",,
"U.S. Bank",220,195,"🔒","🔒","🔒","🔒",,
"Manulife Financial",221,128,"🔒","🔒","🔒","🔒",,
"Lufthansa",222,186,"🔒","🔒","🔒","🔒",,
"BASF",223,265,"🔒","🔒","🔒","🔒",,
"KDDI",224,274,"🔒","🔒","🔒","🔒",,
"KEPCO",225,250,"🔒","🔒","🔒","🔒",,
"Capital One",226,192,"🔒","🔒","🔒","🔒",,
"MTV",227,"-","🔒","🔒","🔒","🔒",,
"Travelers",228,206,"🔒","🔒","🔒","🔒",,
"VISA",229,"-","🔒","🔒","🔒","🔒",,
"ESPRIT",230,261,"🔒","🔒","🔒","🔒",,
"Banco do Brasil",231,211,"🔒","🔒","🔒","🔒",,
"JR-East",232,249,"🔒","🔒","🔒","🔒",,
"Petrobras",233,244,"🔒","🔒","🔒","🔒",,
"Purina",234,260,"🔒","🔒","🔒","🔒",,
"Swisscom",235,281,"🔒","🔒","🔒","🔒",,
"Smirnoff",236,213,"🔒","🔒","🔒","🔒",,
"Alcatel-Lucent",237,157,"🔒","🔒","🔒","🔒",,
"Maggi",238,269,"🔒","🔒","🔒","🔒",,
"Japan Airlines",239,302,"🔒","🔒","🔒","🔒",,
"Deutsche Post",240,270,"🔒","🔒","🔒","🔒",,
"Xerox",241,165,"🔒","🔒","🔒","🔒",,
"Harley-Davidson",242,193,"🔒","🔒","🔒","🔒",,
"Singapore Airlines",243,263,"🔒","🔒","🔒","🔒",,
"Stella Artois",244,81,"🔒","🔒","🔒","🔒",,
"Crédit Agricole",245,136,"🔒","🔒","🔒","🔒",,
"Rite Aid",246,"-","🔒","🔒","🔒","🔒",,
"Wellpoint",247,144,"🔒","🔒","🔒","🔒",,
"Dentsu",248,288,"🔒","🔒","🔒","🔒",,
"Asahi",249,303,"🔒","🔒","🔒","🔒",,
"SoftBank",250,272,"🔒","🔒","🔒","🔒",,
"Virgin",251,"-","🔒","🔒","🔒","🔒",,
"Swiss Re",252,173,"🔒","🔒","🔒","🔒",,
"National Australia Bank",253,135,"🔒","🔒","🔒","🔒",,
"Tui",254,231,"🔒","🔒","🔒","🔒",,
"Dodge",255,164,"🔒","🔒","🔒","🔒",,
"Cartier",256,209,"🔒","🔒","🔒","🔒",,
"Lloyds TSB",257,138,"🔒","🔒","🔒","🔒",,
"Media Markt & Saturn",258,273,"🔒","🔒","🔒","🔒",,
"ConocoPhillips",259,247,"🔒","🔒","🔒","🔒",,
"CEMEX",260,309,"🔒","🔒","🔒","🔒",,
"Peroni Nastro Azzuro",261,258,"🔒","🔒","🔒","🔒",,
"Kirin",262,342,"🔒","🔒","🔒","🔒",,
"Qualcomm",263,354,"🔒","🔒","🔒","🔒",,
"Royal Bank of Scotland",264,134,"🔒","🔒","🔒","🔒",,
"Universal Music Group",265,358,"🔒","🔒","🔒","🔒",,
"BHP Billiton",266,"-","🔒","🔒","🔒","🔒",,
"Cadbury",267,278,"🔒","🔒","🔒","🔒",,
"Sanyo",268,325,"🔒","🔒","🔒","🔒",,
"Nordea",269,221,"🔒","🔒","🔒","🔒",,
"Holcim",270,224,"🔒","🔒","🔒","🔒",,
"Evian",271,322,"🔒","🔒","🔒","🔒",,
"Air France",272,332,"🔒","🔒","🔒","🔒",,
"Technics",273,"-","🔒","🔒","🔒","🔒",,
"Thomson Reuters",274,357,"🔒","🔒","🔒","🔒",,
"Olympus",275,212,"🔒","🔒","🔒","🔒",,
"Marriott",276,255,"🔒","🔒","🔒","🔒",,
"Nivea",277,299,"🔒","🔒","🔒","🔒",,
"Gazprom",278,264,"🔒","🔒","🔒","🔒",,
"Amstel",279,293,"🔒","🔒","🔒","🔒",,
"Casino",280,367,"🔒","🔒","🔒","🔒",,
"Bell",281,"-","🔒","🔒","🔒","🔒",,
"Commonwealth Bank of Australia",282,191,"🔒","🔒","🔒","🔒",,
"Michelin",283,277,"🔒","🔒","🔒","🔒",,
"Whirlpool",284,289,"🔒","🔒","🔒","🔒",,
"Citroën",285,284,"🔒","🔒","🔒","🔒",,
"Hermès",286,318,"🔒","🔒","🔒","🔒",,
"Beeline",287,"-","🔒","🔒","🔒","🔒",,
"Electronic Arts (EA)",288,330,"🔒","🔒","🔒","🔒",,
"Scotiabank",289,228,"🔒","🔒","🔒","🔒",,
"Merck",290,280,"🔒","🔒","🔒","🔒",,
"Cablevision",291,"-","🔒","🔒","🔒","🔒",,
"Lilly",292,319,"🔒","🔒","🔒","🔒",,
"Bank of Communications",293,312,"🔒","🔒","🔒","🔒",,
"Wyeth",294,360,"🔒","🔒","🔒","🔒",,
"Kohl's",295,475,"🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",296,301,"🔒","🔒","🔒","🔒",,
"Virgin Media",297,283,"🔒","🔒","🔒","🔒",,
"Gap",298,311,"🔒","🔒","🔒","🔒",,
"Adecco",299,225,"🔒","🔒","🔒","🔒",,
"Yamaha",300,"-","🔒","🔒","🔒","🔒",,
"Mobil",301,298,"🔒","🔒","🔒","🔒",,
"QVC",302,218,"🔒","🔒","🔒","🔒",,
"Nordstrom",303,285,"🔒","🔒","🔒","🔒",,
"SK Telecom",304,452,"🔒","🔒","🔒","🔒",,
"BMS",305,341,"🔒","🔒","🔒","🔒",,
"Qtel",306,"-","🔒","🔒","🔒","🔒",,
"STC",307,"-","🔒","🔒","🔒","🔒",,
"British Gas",308,413,"🔒","🔒","🔒","🔒",,
"Loblaws",309,"-","🔒","🔒","🔒","🔒",,
"Coles",310,"-","🔒","🔒","🔒","🔒",,
"Scottish and Southern Energy",311,"-","🔒","🔒","🔒","🔒",,
"SingTel",312,"-","🔒","🔒","🔒","🔒",,
"The Bank of New York Mellon",313,167,"🔒","🔒","🔒","🔒",,
"Schering-Plough",314,362,"🔒","🔒","🔒","🔒",,
"TNT",315,275,"🔒","🔒","🔒","🔒",,
"Campbell's",316,344,"🔒","🔒","🔒","🔒",,
"BNSF Railway",317,262,"🔒","🔒","🔒","🔒",,
"John Deere",318,300,"🔒","🔒","🔒","🔒",,
"Lockheed Martin",319,329,"🔒","🔒","🔒","🔒",,
"Zain",320,"-","🔒","🔒","🔒","🔒",,
"Duracell",321,"-","🔒","🔒","🔒","🔒",,
"Fujifilm",322,282,"🔒","🔒","🔒","🔒",,
"Thermo Fisher Scientific",323,307,"🔒","🔒","🔒","🔒",,
"Charter",324,412,"🔒","🔒","🔒","🔒",,
"Suzuki",325,239,"🔒","🔒","🔒","🔒",,
"MasterCard",326,317,"🔒","🔒","🔒","🔒",,
"Prudential Financial",327,181,"🔒","🔒","🔒","🔒",,
"Bombardier",328,"-","🔒","🔒","🔒","🔒",,
"Shiseido",329,353,"🔒","🔒","🔒","🔒",,
"Esso",330,"-","🔒","🔒","🔒","🔒",,
"Banque Populaire",331,"-","🔒","🔒","🔒","🔒",,
"Etisalat",332,"-","🔒","🔒","🔒","🔒",,
"British Airways",333,287,"🔒","🔒","🔒","🔒",,
"Qwest",334,267,"🔒","🔒","🔒","🔒",,
"Tiffany & Co.",335,328,"🔒","🔒","🔒","🔒",,
"State Street",336,371,"🔒","🔒","🔒","🔒",,
"Lenovo",337,403,"🔒","🔒","🔒","🔒",,
"HeidelbergCement",338,320,"🔒","🔒","🔒","🔒",,
"Westpac",339,253,"🔒","🔒","🔒","🔒",,
"BMO",340,324,"🔒","🔒","🔒","🔒",,
"Agip",341,"-","🔒","🔒","🔒","🔒",,
"Telenor",342,279,"🔒","🔒","🔒","🔒",,
"Kmart",343,361,"🔒","🔒","🔒","🔒",,
"Continental",344,394,"🔒","🔒","🔒","🔒",,
"UNIQLO",345,"-","🔒","🔒","🔒","🔒",,
"Ricoh",346,339,"🔒","🔒","🔒","🔒",,
"StatoilHydro",347,424,"🔒","🔒","🔒","🔒",,
"CIBC",348,215,"🔒","🔒","🔒","🔒",,
"General Motors",349,"-","🔒","🔒","🔒","🔒",,
"ANZ",350,227,"🔒","🔒","🔒","🔒",,
"Mattel",351,"-","🔒","🔒","🔒","🔒",,
"ERSTE",352,348,"🔒","🔒","🔒","🔒",,
"Tyson",353,"-","🔒","🔒","🔒","🔒",,
"United",354,219,"🔒","🔒","🔒","🔒",,
"Shinsegae",355,"-","🔒","🔒","🔒","🔒",,
"ADP",356,363,"🔒","🔒","🔒","🔒",,
"Rogers",357,305,"🔒","🔒","🔒","🔒",,
"Qantas",358,323,"🔒","🔒","🔒","🔒",,
"Dean Foods",359,"-","🔒","🔒","🔒","🔒",,
"Eni",360,"-","🔒","🔒","🔒","🔒",,
"Levi's",361,"-","🔒","🔒","🔒","🔒",,
"KMB",362,427,"🔒","🔒","🔒","🔒",,
"Wipro",363,"-","🔒","🔒","🔒","🔒",,
"Cathay Pacific",364,"-","🔒","🔒","🔒","🔒",,
"Airbus",365,252,"🔒","🔒","🔒","🔒",,
"Baxter",366,"-","🔒","🔒","🔒","🔒",,
"PEW and PanaHome",367,"-","🔒","🔒","🔒","🔒",,
"Gucci",368,292,"🔒","🔒","🔒","🔒",,
"Natixis",369,359,"🔒","🔒","🔒","🔒",,
"PNC",370,422,"🔒","🔒","🔒","🔒",,
"Sandvik",371,"-","🔒","🔒","🔒","🔒",,
"Express Scripts",372,391,"🔒","🔒","🔒","🔒",,
"Commerzbank",373,226,"🔒","🔒","🔒","🔒",,
"Sephora",374,351,"🔒","🔒","🔒","🔒",,
"Hertz",375,"-","🔒","🔒","🔒","🔒",,
"SunTrust",376,402,"🔒","🔒","🔒","🔒",,
"Amgen",377,"-","🔒","🔒","🔒","🔒",,
"Delta",378,"-","🔒","🔒","🔒","🔒",,
"Accor",379,364,"🔒","🔒","🔒","🔒",,
"Hershey's",380,382,"🔒","🔒","🔒","🔒",,
"Ping An",381,"-","🔒","🔒","🔒","🔒",,
"Shoppers Drug Mart",382,"-","🔒","🔒","🔒","🔒",,
"China Life Insurance",383,"-","🔒","🔒","🔒","🔒",,
"Mitsui Fudosan",384,410,"🔒","🔒","🔒","🔒",,
"Merrill Lynch",385,143,"🔒","🔒","🔒","🔒",,
"Paramount",386,376,"🔒","🔒","🔒","🔒",,
"Unilever",387,337,"🔒","🔒","🔒","🔒",,
"Rolls-Royce",388,388,"🔒","🔒","🔒","🔒",,
"L-3 Communications",389,415,"🔒","🔒","🔒","🔒",,
"Hyundai",390,321,"🔒","🔒","🔒","🔒",,
"Kyocera",391,438,"🔒","🔒","🔒","🔒",,
"KBC",392,369,"🔒","🔒","🔒","🔒",,
"Gas Natural",393,"-","🔒","🔒","🔒","🔒",,
"KPN",394,379,"🔒","🔒","🔒","🔒",,
"Yell",395,"-","🔒","🔒","🔒","🔒",,
"Next",396,447,"🔒","🔒","🔒","🔒",,
"Veolia",397,336,"🔒","🔒","🔒","🔒",,
"Cigna",398,377,"🔒","🔒","🔒","🔒",,
"LaSalle",399,"-","🔒","🔒","🔒","🔒",,
"Reebok",400,414,"🔒","🔒","🔒","🔒",,
"MINISTOP",401,"-","🔒","🔒","🔒","🔒",,
"Camel",402,220,"🔒","🔒","🔒","🔒",,
"Aflac",403,395,"🔒","🔒","🔒","🔒",,
"Thomas Cook",404,"-","🔒","🔒","🔒","🔒",,
"MAN",405,"-","🔒","🔒","🔒","🔒",,
"CANAL+",406,466,"🔒","🔒","🔒","🔒",,
"Rexel",407,"-","🔒","🔒","🔒","🔒",,
"Tokyo Gas",408,449,"🔒","🔒","🔒","🔒",,
"MAPFRE",409,411,"🔒","🔒","🔒","🔒",,
"real,-",410,389,"🔒","🔒","🔒","🔒",,
"KT",411,"-","🔒","🔒","🔒","🔒",,
"BB&T",412,"-","🔒","🔒","🔒","🔒",,
"JPMorganChase",413,"-","🔒","🔒","🔒","🔒",,
"Turkcell",414,407,"🔒","🔒","🔒","🔒",,
"Electrolux",415,"-","🔒","🔒","🔒","🔒",,
"Acer",416,439,"🔒","🔒","🔒","🔒",,
"AGC",417,"-","🔒","🔒","🔒","🔒",,
"MTS",418,296,"🔒","🔒","🔒","🔒",,
"Valero",419,315,"🔒","🔒","🔒","🔒",,
"Food Lion",420,"-","🔒","🔒","🔒","🔒",,
"McKesson",421,365,"🔒","🔒","🔒","🔒",,
"Unibanco",422,"-","🔒","🔒","🔒","🔒",,
"Mcgraw Hill",423,327,"🔒","🔒","🔒","🔒",,
"O-I",424,"-","🔒","🔒","🔒","🔒",,
"Standard Life",425,384,"🔒","🔒","🔒","🔒",,
"Puma",426,380,"🔒","🔒","🔒","🔒",,
"Telus",427,461,"🔒","🔒","🔒","🔒",,
"CN",428,"-","🔒","🔒","🔒","🔒",,
"Telia",429,421,"🔒","🔒","🔒","🔒",,
"Rosneft",430,381,"🔒","🔒","🔒","🔒",,
"Southwest Airlines",431,372,"🔒","🔒","🔒","🔒",,
"EchoStar",432,291,"🔒","🔒","🔒","🔒",,
"Coach",433,"-","🔒","🔒","🔒","🔒",,
"C.H. Robinson",434,"-","🔒","🔒","🔒","🔒",,
"Foxconn",435,286,"🔒","🔒","🔒","🔒",,
"B&Q",436,"-","🔒","🔒","🔒","🔒",,
"Dexia",437,416,"🔒","🔒","🔒","🔒",,
"State Bank of India",438,290,"🔒","🔒","🔒","🔒",,
"UPM",439,"-","🔒","🔒","🔒","🔒",,
"Progressive",440,"-","🔒","🔒","🔒","🔒",,
"Dior",441,392,"🔒","🔒","🔒","🔒",,
"Wilmar",442,"-","🔒","🔒","🔒","🔒",,
"Lagardère",443,470,"🔒","🔒","🔒","🔒",,
"Sprint (Nextel)",444,110,"🔒","🔒","🔒","🔒",,
"Kawasaki",445,453,"🔒","🔒","🔒","🔒",,
"P&G",446,"-","🔒","🔒","🔒","🔒",,
"Coca-Cola FEMSA",447,"-","🔒","🔒","🔒","🔒",,
"Kia",448,478,"🔒","🔒","🔒","🔒",,
"Danske Bank",449,"-","🔒","🔒","🔒","🔒",,
"Seagate",450,"-","🔒","🔒","🔒","🔒",,
"ENDESA",451,"-","🔒","🔒","🔒","🔒",,
"Carnival",452,444,"🔒","🔒","🔒","🔒",,
"Anglo American",453,"-","🔒","🔒","🔒","🔒",,
"Legal & General",454,399,"🔒","🔒","🔒","🔒",,
"Exelon",455,476,"🔒","🔒","🔒","🔒",,
"T.J. Maxx",456,"-","🔒","🔒","🔒","🔒",,
"Black & Decker",457,472,"🔒","🔒","🔒","🔒",,
"FNB",458,"-","🔒","🔒","🔒","🔒",,
"Ajinomoto",459,"-","🔒","🔒","🔒","🔒",,
"Eiffage",460,"-","🔒","🔒","🔒","🔒",,
"HBO",461,436,"🔒","🔒","🔒","🔒",,
"DBS",462,"-","🔒","🔒","🔒","🔒",,
