"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"Bradesco",92,107,"12384.51","10599.93","AAA-","AAA-",,
"KPMG",93,94,"12332.13","11595.60","AAA-","AAA-",,
"3M",94,90,"12211.75","12190.88","AAA-","AA+",,
"LG Group",95,92,"12114.53","11689.06","AA","AA",,
"NBC",96,131,"12004.48","8417.10","AAA-","AA+",,
"J.P. Morgan",97,72,"11958.17","14038.65","AA","AA",,
"TimeWarner",98,120,"11930.84","9769.14","AA","AA-",,
"UBS",99,106,"11574.14","10643.53","AA+","AA+",,
"Ping An",100,122,"11513.46","9255.98","AA+","AA-",,
"TD Bank",101,103,"🔒","🔒","🔒","🔒",,
"Accenture",102,99,"🔒","🔒","🔒","🔒",,
"Tesco",103,56,"🔒","🔒","🔒","🔒",,
"EY",104,100,"🔒","🔒","🔒","🔒",,
"Deutsche Bank",105,78,"🔒","🔒","🔒","🔒",,
"SK Group",106,133,"🔒","🔒","🔒","🔒",,
"CSCEC",107,124,"🔒","🔒","🔒","🔒",,
"Costco",108,110,"🔒","🔒","🔒","🔒",,
"SAP",109,82,"🔒","🔒","🔒","🔒",,
"Movistar",110,85,"🔒","🔒","🔒","🔒",,
"KFC",111,384,"🔒","🔒","🔒","🔒",,
"China Life",112,91,"🔒","🔒","🔒","🔒",,
"DirecTV",113,138,"🔒","🔒","🔒","🔒",,
"Sumitomo Group",114,129,"🔒","🔒","🔒","🔒",,
"UnitedHealth Group",115,118,"🔒","🔒","🔒","🔒",,
"DHL",116,95,"🔒","🔒","🔒","🔒",,
"eBay",117,81,"🔒","🔒","🔒","🔒",,
"EDF",118,111,"🔒","🔒","🔒","🔒",,
"Carrefour",119,114,"🔒","🔒","🔒","🔒",,
"Audi",120,170,"🔒","🔒","🔒","🔒",,
"Petronas",121,123,"🔒","🔒","🔒","🔒",,
"Goldman Sachs",122,112,"🔒","🔒","🔒","🔒",,
"Capital One",123,126,"🔒","🔒","🔒","🔒",,
"E.ON",124,121,"🔒","🔒","🔒","🔒",,
"Panasonic",125,96,"🔒","🔒","🔒","🔒",,
"Credit Suisse",126,113,"🔒","🔒","🔒","🔒",,
"Ericsson",127,"-","🔒","🔒","🔒","🔒",,
"Toshiba",128,75,"🔒","🔒","🔒","🔒",,
"Itaú",129,117,"🔒","🔒","🔒","🔒",,
"Gillette",130,132,"🔒","🔒","🔒","🔒",,
"Woolworths",131,104,"🔒","🔒","🔒","🔒",,
"Lidl",132,"-","🔒","🔒","🔒","🔒",,
"Morgan Stanley",133,142,"🔒","🔒","🔒","🔒",,
"China Merchants Bank",134,226,"🔒","🔒","🔒","🔒",,
"Paypal",135,166,"🔒","🔒","🔒","🔒",,
"Telstra",136,134,"🔒","🔒","🔒","🔒",,
"Sberbank",137,101,"🔒","🔒","🔒","🔒",,
"Zara",138,163,"🔒","🔒","🔒","🔒",,
"Honeywell",139,128,"🔒","🔒","🔒","🔒",,
"Renault",140,108,"🔒","🔒","🔒","🔒",,
"Visa",141,127,"🔒","🔒","🔒","🔒",,
"CBS",142,199,"🔒","🔒","🔒","🔒",,
"O2",143,158,"🔒","🔒","🔒","🔒",,
"Danone",144,156,"🔒","🔒","🔒","🔒",,
"BBVA",145,130,"🔒","🔒","🔒","🔒",,
"Tencent",146,157,"🔒","🔒","🔒","🔒",,
"Time Warner Cable",147,115,"🔒","🔒","🔒","🔒",,
"Philips",148,98,"🔒","🔒","🔒","🔒",,
"Eni",149,150,"🔒","🔒","🔒","🔒",,
"ASDA",150,146,"🔒","🔒","🔒","🔒",,
"Prudential (UK)",151,155,"🔒","🔒","🔒","🔒",,
"Sony",152,89,"🔒","🔒","🔒","🔒",,
"Caterpillar",153,151,"🔒","🔒","🔒","🔒",,
"Bell",154,171,"🔒","🔒","🔒","🔒",,
"Macy's",155,136,"🔒","🔒","🔒","🔒",,
"Zurich",156,174,"🔒","🔒","🔒","🔒",,
"Commonwealth Bank of Australia",157,222,"🔒","🔒","🔒","🔒",,
"Telecom Italia",158,143,"🔒","🔒","🔒","🔒",,
"Société Générale",159,148,"🔒","🔒","🔒","🔒",,
"Statoil",160,201,"🔒","🔒","🔒","🔒",,
"Adidas",161,149,"🔒","🔒","🔒","🔒",,
"Enel",162,159,"🔒","🔒","🔒","🔒",,
"Warner Bros.",163,194,"🔒","🔒","🔒","🔒",,
"Chevrolet",164,183,"🔒","🔒","🔒","🔒",,
"Bank of Communications",165,173,"🔒","🔒","🔒","🔒",,
"Metlife",166,139,"🔒","🔒","🔒","🔒",,
"Kellogg's",167,145,"🔒","🔒","🔒","🔒",,
"Telenor",168,179,"🔒","🔒","🔒","🔒",,
"Johnson & Johnson",169,152,"🔒","🔒","🔒","🔒",,
"Scotiabank",170,153,"🔒","🔒","🔒","🔒",,
"ESPN",171,206,"🔒","🔒","🔒","🔒",,
"Gazprom",172,125,"🔒","🔒","🔒","🔒",,
"Union Pacific",173,190,"🔒","🔒","🔒","🔒",,
"Bank of Montreal",174,169,"🔒","🔒","🔒","🔒",,
"Hermès",175,175,"🔒","🔒","🔒","🔒",,
"Lloyds Bank",176,370,"🔒","🔒","🔒","🔒",,
"Sprint",177,176,"🔒","🔒","🔒","🔒",,
"Shinhan Financial Group",178,224,"🔒","🔒","🔒","🔒",,
"Mastercard",179,188,"🔒","🔒","🔒","🔒",,
"Xbox",180,181,"🔒","🔒","🔒","🔒",,
"Gucci",181,192,"🔒","🔒","🔒","🔒",,
"JD.com",182,"-","🔒","🔒","🔒","🔒",,
"Sainsbury's",183,144,"🔒","🔒","🔒","🔒",,
"Nordea",184,161,"🔒","🔒","🔒","🔒",,
"Medtronic",185,182,"🔒","🔒","🔒","🔒",,
"Cartier",186,162,"🔒","🔒","🔒","🔒",,
"ANZ",187,203,"🔒","🔒","🔒","🔒",,
"Centurylink",188,164,"🔒","🔒","🔒","🔒",,
"Vinci",189,160,"🔒","🔒","🔒","🔒",,
"Mizuho",190,154,"🔒","🔒","🔒","🔒",,
"AIG",191,180,"🔒","🔒","🔒","🔒",,
"Nivea",192,196,"🔒","🔒","🔒","🔒",,
"State Bank of India",193,324,"🔒","🔒","🔒","🔒",,
"Banco do Brasil",194,172,"🔒","🔒","🔒","🔒",,
"Land Rover",195,291,"🔒","🔒","🔒","🔒",,
"Canon",196,140,"🔒","🔒","🔒","🔒",,
"Allstate",197,257,"🔒","🔒","🔒","🔒",,
"Aetna",198,200,"🔒","🔒","🔒","🔒",,
"Uniqlo",199,259,"🔒","🔒","🔒","🔒",,
"BASF",200,186,"🔒","🔒","🔒","🔒",,
"Glencore",201,198,"🔒","🔒","🔒","🔒",,
"Tim Hortons",202,"-","🔒","🔒","🔒","🔒",,
"Delta",203,265,"🔒","🔒","🔒","🔒",,
"Lockheed Martin",204,347,"🔒","🔒","🔒","🔒",,
"Aviva",205,272,"🔒","🔒","🔒","🔒",,
"Marubeni",206,326,"🔒","🔒","🔒","🔒",,
"Louis Vuitton",207,208,"🔒","🔒","🔒","🔒",,
"Pampers",208,216,"🔒","🔒","🔒","🔒",,
"BHP Billiton",209,177,"🔒","🔒","🔒","🔒",,
"Purina",210,214,"🔒","🔒","🔒","🔒",,
"Playstation",211,"-","🔒","🔒","🔒","🔒",,
"Conocophillips",212,209,"🔒","🔒","🔒","🔒",,
"Fiat",213,238,"🔒","🔒","🔒","🔒",,
"Nordstrom",214,219,"🔒","🔒","🔒","🔒",,
"Kroger",215,197,"🔒","🔒","🔒","🔒",,
"Petrobras",216,218,"🔒","🔒","🔒","🔒",,
"CPIC",217,310,"🔒","🔒","🔒","🔒",,
"Swisscom",218,242,"🔒","🔒","🔒","🔒",,
"Dai-Ichi Life",219,276,"🔒","🔒","🔒","🔒",,
"Booking.com",220,"-","🔒","🔒","🔒","🔒",,
"Coles",221,187,"🔒","🔒","🔒","🔒",,
"Dove",222,204,"🔒","🔒","🔒","🔒",,
"Cadbury",223,189,"🔒","🔒","🔒","🔒",,
"Lukoil",224,286,"🔒","🔒","🔒","🔒",,
"China Minsheng Bank",225,288,"🔒","🔒","🔒","🔒",,
"STC",226,251,"🔒","🔒","🔒","🔒",,
"Westpac",227,255,"🔒","🔒","🔒","🔒",,
"Bridgestone",228,217,"🔒","🔒","🔒","🔒",,
"China Vanke",229,"-","🔒","🔒","🔒","🔒",,
"U.S. Bank",230,221,"🔒","🔒","🔒","🔒",,
"Johnnie Walker",231,252,"🔒","🔒","🔒","🔒",,
"Iberdrola",232,212,"🔒","🔒","🔒","🔒",,
"Jardines",233,195,"🔒","🔒","🔒","🔒",,
"Aeon",234,213,"🔒","🔒","🔒","🔒",,
"Michael Kors",235,377,"🔒","🔒","🔒","🔒",,
"Thomson Reuters",236,202,"🔒","🔒","🔒","🔒",,
"UniCredit",237,178,"🔒","🔒","🔒","🔒",,
"Pantene",238,193,"🔒","🔒","🔒","🔒",,
"Groupe Casino",239,210,"🔒","🔒","🔒","🔒",,
"Lenovo",240,343,"🔒","🔒","🔒","🔒",,
"Kia",241,228,"🔒","🔒","🔒","🔒",,
"Nescafé",242,205,"🔒","🔒","🔒","🔒",,
"Bud Light",243,241,"🔒","🔒","🔒","🔒",,
"Standard Chartered",244,167,"🔒","🔒","🔒","🔒",,
"TeliaSonera",245,"-","🔒","🔒","🔒","🔒",,
"nab",246,250,"🔒","🔒","🔒","🔒",,
"CRRC",247,"-","🔒","🔒","🔒","🔒",,
"Michelin",248,269,"🔒","🔒","🔒","🔒",,
"Swiss Re",249,165,"🔒","🔒","🔒","🔒",,
"Munich Re",250,211,"🔒","🔒","🔒","🔒",,
"Qualcomm",251,"-","🔒","🔒","🔒","🔒",,
"KPN",252,375,"🔒","🔒","🔒","🔒",,
"Marks & Spencer",253,248,"🔒","🔒","🔒","🔒",,
"PNC",254,287,"🔒","🔒","🔒","🔒",,
"Claro",255,371,"🔒","🔒","🔒","🔒",,
"Lotte Group",256,317,"🔒","🔒","🔒","🔒",,
"Prudential (US)",257,215,"🔒","🔒","🔒","🔒",,
"China CITIC Bank",258,464,"🔒","🔒","🔒","🔒",,
"United",259,353,"🔒","🔒","🔒","🔒",,
"CIBC",260,247,"🔒","🔒","🔒","🔒",,
"Unilever",261,225,"🔒","🔒","🔒","🔒",,
"AIA",262,366,"🔒","🔒","🔒","🔒",,
"Morrisons",263,184,"🔒","🔒","🔒","🔒",,
"SYSCO",264,351,"🔒","🔒","🔒","🔒",,
"Rogers",265,264,"🔒","🔒","🔒","🔒",,
"Humana",266,"-","🔒","🔒","🔒","🔒",,
"Telus",267,295,"🔒","🔒","🔒","🔒",,
"KT",268,254,"🔒","🔒","🔒","🔒",,
"Mazda",269,282,"🔒","🔒","🔒","🔒",,
"Dish Network",270,262,"🔒","🔒","🔒","🔒",,
"BNY Mellon",271,273,"🔒","🔒","🔒","🔒",,
"PICC",272,348,"🔒","🔒","🔒","🔒",,
"Ferrari",273,327,"🔒","🔒","🔒","🔒",,
"Bayer",274,237,"🔒","🔒","🔒","🔒",,
"Prada",275,249,"🔒","🔒","🔒","🔒",,
"3 Mobile",276,297,"🔒","🔒","🔒","🔒",,
"Mobil",277,240,"🔒","🔒","🔒","🔒",,
"EMC",278,191,"🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",279,231,"🔒","🔒","🔒","🔒",,
"MTN",280,227,"🔒","🔒","🔒","🔒",,
"MINI",281,302,"🔒","🔒","🔒","🔒",,
"General Dynamics",282,425,"🔒","🔒","🔒","🔒",,
"Garnier",283,261,"🔒","🔒","🔒","🔒",,
"Burberry",284,301,"🔒","🔒","🔒","🔒",,
"Rolls-Royce",285,283,"🔒","🔒","🔒","🔒",,
"Peugeot",286,168,"🔒","🔒","🔒","🔒",,
"Saint-Gobain",287,268,"🔒","🔒","🔒","🔒",,
"20th Century Fox",288,426,"🔒","🔒","🔒","🔒",,
"Industrial Bank",289,428,"🔒","🔒","🔒","🔒",,
"British Gas",290,270,"🔒","🔒","🔒","🔒",,
"Airtel",291,355,"🔒","🔒","🔒","🔒",,
"CNOOC",292,236,"🔒","🔒","🔒","🔒",,
"Metro",293,277,"🔒","🔒","🔒","🔒",,
"Moutai",294,307,"🔒","🔒","🔒","🔒",,
"CNP Assurances",295,253,"🔒","🔒","🔒","🔒",,
"Discovery",296,328,"🔒","🔒","🔒","🔒",,
"Esso",297,235,"🔒","🔒","🔒","🔒",,
"SFR",298,279,"🔒","🔒","🔒","🔒",,
"ABB",299,234,"🔒","🔒","🔒","🔒",,
"Ergo",300,340,"🔒","🔒","🔒","🔒",,
"DBS",301,329,"🔒","🔒","🔒","🔒",,
"Geico",302,376,"🔒","🔒","🔒","🔒",,
"Chow Tai Fook",303,280,"🔒","🔒","🔒","🔒",,
"Etisalat",304,408,"🔒","🔒","🔒","🔒",,
"John Deere",305,284,"🔒","🔒","🔒","🔒",,
"Twitter",306,"-","🔒","🔒","🔒","🔒",,
"RWE",307,281,"🔒","🔒","🔒","🔒",,
"Tiffany & Co.",308,"-","🔒","🔒","🔒","🔒",,
"Estée Lauder",309,274,"🔒","🔒","🔒","🔒",,
"Budweiser",310,299,"🔒","🔒","🔒","🔒",,
"ArcelorMittal",311,263,"🔒","🔒","🔒","🔒",,
"Tyson Foods",312,"-","🔒","🔒","🔒","🔒",,
"Southern Company",313,318,"🔒","🔒","🔒","🔒",,
"Harley-Davidson",314,341,"🔒","🔒","🔒","🔒",,
"Roche",315,407,"🔒","🔒","🔒","🔒",,
"Heineken",316,246,"🔒","🔒","🔒","🔒",,
"Rio Tinto",317,275,"🔒","🔒","🔒","🔒",,
"Adobe",318,390,"🔒","🔒","🔒","🔒",,
"Lexus",319,306,"🔒","🔒","🔒","🔒",,
"KB Financial Group",320,405,"🔒","🔒","🔒","🔒",,
"Victoria's Secret",321,"-","🔒","🔒","🔒","🔒",,
"Express Scripts",322,330,"🔒","🔒","🔒","🔒",,
"Huggies",323,331,"🔒","🔒","🔒","🔒",,
"Aegon",324,229,"🔒","🔒","🔒","🔒",,
"Volvo",325,389,"🔒","🔒","🔒","🔒",,
"Yahoo!",326,232,"🔒","🔒","🔒","🔒",,
"Lufthansa",327,308,"🔒","🔒","🔒","🔒",,
"MTV",328,267,"🔒","🔒","🔒","🔒",,
"Lay's",329,350,"🔒","🔒","🔒","🔒",,
"Kraft",330,462,"🔒","🔒","🔒","🔒",,
"7-Eleven",331,271,"🔒","🔒","🔒","🔒",,
"Omega",332,312,"🔒","🔒","🔒","🔒",,
"Whole Foods",333,332,"🔒","🔒","🔒","🔒",,
"Shanghai Pudong Development Bank",334,"-","🔒","🔒","🔒","🔒",,
"Mclane Company",335,207,"🔒","🔒","🔒","🔒",,
"Sherwin-Williams",336,334,"🔒","🔒","🔒","🔒",,
"Travelers",337,352,"🔒","🔒","🔒","🔒",,
"Virgin Media",338,266,"🔒","🔒","🔒","🔒",,
"Suzuki",339,230,"🔒","🔒","🔒","🔒",,
"Kohl's",340,325,"🔒","🔒","🔒","🔒",,
"MCC",341,359,"🔒","🔒","🔒","🔒",,
"Exxon",342,285,"🔒","🔒","🔒","🔒",,
"Schlumberger",343,415,"🔒","🔒","🔒","🔒",,
"Olay",344,323,"🔒","🔒","🔒","🔒",,
"Sprite",345,298,"🔒","🔒","🔒","🔒",,
"Safeway",346,289,"🔒","🔒","🔒","🔒",,
"Dollar General",347,365,"🔒","🔒","🔒","🔒",,
"priceline.com",348,"-","🔒","🔒","🔒","🔒",,
"Holcim",349,339,"🔒","🔒","🔒","🔒",,
"NETFLIX",350,441,"🔒","🔒","🔒","🔒",,
"Avon",351,185,"🔒","🔒","🔒","🔒",,
"Fujitsu",352,256,"🔒","🔒","🔒","🔒",,
"Alcatel-Lucent",353,292,"🔒","🔒","🔒","🔒",,
"Emerson",354,290,"🔒","🔒","🔒","🔒",,
"Western Digital",355,356,"🔒","🔒","🔒","🔒",,
"BAE Systems",356,403,"🔒","🔒","🔒","🔒",,
"Halifax",357,430,"🔒","🔒","🔒","🔒",,
"NatWest",358,345,"🔒","🔒","🔒","🔒",,
"Motorola",359,"-","🔒","🔒","🔒","🔒",,
"Porsche",360,393,"🔒","🔒","🔒","🔒",,
"Subaru",361,303,"🔒","🔒","🔒","🔒",,
"KEPCO",362,392,"🔒","🔒","🔒","🔒",,
"ADP",363,400,"🔒","🔒","🔒","🔒",,
"Nomura",364,220,"🔒","🔒","🔒","🔒",,
"Novartis",365,417,"🔒","🔒","🔒","🔒",,
"KBC",366,404,"🔒","🔒","🔒","🔒",,
"Xerox",367,319,"🔒","🔒","🔒","🔒",,
"Brookfield Asset Management",368,"-","🔒","🔒","🔒","🔒",,
"Otis",369,409,"🔒","🔒","🔒","🔒",,
"TEPCO",370,336,"🔒","🔒","🔒","🔒",,
"LAFARGE",371,414,"🔒","🔒","🔒","🔒",,
"Continental",372,315,"🔒","🔒","🔒","🔒",,
"Johnson Controls",373,243,"🔒","🔒","🔒","🔒",,
"Mckesson",374,416,"🔒","🔒","🔒","🔒",,
"Discover",375,438,"🔒","🔒","🔒","🔒",,
"Sompo Japan Nipponkoa",376,"-","🔒","🔒","🔒","🔒",,
"Asahi",377,305,"🔒","🔒","🔒","🔒",,
"Maersk",378,346,"🔒","🔒","🔒","🔒",,
"Royal Bank of Scotland",379,342,"🔒","🔒","🔒","🔒",,
"Best Buy",380,335,"🔒","🔒","🔒","🔒",,
"PTT",381,369,"🔒","🔒","🔒","🔒",,
"Reliance",382,388,"🔒","🔒","🔒","🔒",,
"TUI Group",383,337,"🔒","🔒","🔒","🔒",,
"Safran",384,454,"🔒","🔒","🔒","🔒",,
"Royal Caribbean International",385,"-","🔒","🔒","🔒","🔒",,
"American Airlines",386,"-","🔒","🔒","🔒","🔒",,
"Progressive",387,435,"🔒","🔒","🔒","🔒",,
"British Airways",388,"-","🔒","🔒","🔒","🔒",,
"Denso",389,"-","🔒","🔒","🔒","🔒",,
"AutoZone",390,372,"🔒","🔒","🔒","🔒",,
"Bank of America Merrill Lynch",391,357,"🔒","🔒","🔒","🔒",,
"Fresenius",392,"-","🔒","🔒","🔒","🔒",,
"SSE",393,421,"🔒","🔒","🔒","🔒",,
"salesforce",394,"-","🔒","🔒","🔒","🔒",,
"Charter",395,"-","🔒","🔒","🔒","🔒",,
"MS&AD",396,"-","🔒","🔒","🔒","🔒",,
"Colgate",397,398,"🔒","🔒","🔒","🔒",,
"Expedia.com",398,"-","🔒","🔒","🔒","🔒",,
"Thermo Fisher Scientific",399,"-","🔒","🔒","🔒","🔒",,
"Royal Mail",400,223,"🔒","🔒","🔒","🔒",,
"Daiwa House",401,422,"🔒","🔒","🔒","🔒",,
"Activision Blizzard",402,360,"🔒","🔒","🔒","🔒",,
"WeChat",403,459,"🔒","🔒","🔒","🔒",,
"Cognizant",404,"-","🔒","🔒","🔒","🔒",,
"Skol",405,386,"🔒","🔒","🔒","🔒",,
"Seagate",406,"-","🔒","🔒","🔒","🔒",,
"Indian Oil",407,446,"🔒","🔒","🔒","🔒",,
"GMC",408,293,"🔒","🔒","🔒","🔒",,
"Schneider Electric",409,314,"🔒","🔒","🔒","🔒",,
"Southwest",410,"-","🔒","🔒","🔒","🔒",,
"KOGAS",411,396,"🔒","🔒","🔒","🔒",,
"Linkedin",412,"-","🔒","🔒","🔒","🔒",,
"ZTE",413,394,"🔒","🔒","🔒","🔒",,
"Carmax",414,413,"🔒","🔒","🔒","🔒",,
"Infosys",415,"-","🔒","🔒","🔒","🔒",,
"Valero",416,"-","🔒","🔒","🔒","🔒",,
"Next",417,427,"🔒","🔒","🔒","🔒",,
"CSX",418,452,"🔒","🔒","🔒","🔒",,
"Hennessy",419,"-","🔒","🔒","🔒","🔒",,
"Fanta",420,457,"🔒","🔒","🔒","🔒",,
"BG",421,431,"🔒","🔒","🔒","🔒",,
"Wolseley",422,432,"🔒","🔒","🔒","🔒",,
"Fluor",423,361,"🔒","🔒","🔒","🔒",,
"Manulife",424,"-","🔒","🔒","🔒","🔒",,
"Coach",425,304,"🔒","🔒","🔒","🔒",,
"Dow",426,"-","🔒","🔒","🔒","🔒",,
"Deutsche Post",427,395,"🔒","🔒","🔒","🔒",,
"DNB",428,429,"🔒","🔒","🔒","🔒",,
"Pfizer",429,311,"🔒","🔒","🔒","🔒",,
"Sun Hung Kai Pro",430,"-","🔒","🔒","🔒","🔒",,
"United Technologies",431,437,"🔒","🔒","🔒","🔒",,
"Universal Music Group",432,"-","🔒","🔒","🔒","🔒",,
"MAN",433,354,"🔒","🔒","🔒","🔒",,
"HBO",434,"-","🔒","🔒","🔒","🔒",,
"National Grid",435,349,"🔒","🔒","🔒","🔒",,
"Larsen & Toubro",436,"-","🔒","🔒","🔒","🔒",,
"Advance Auto Parts",437,"-","🔒","🔒","🔒","🔒",,
"Poly Real Estate",438,"-","🔒","🔒","🔒","🔒",,
"Telcel",439,309,"🔒","🔒","🔒","🔒",,
"Natura",440,"-","🔒","🔒","🔒","🔒",,
"Svenska Handelsbanken",441,445,"🔒","🔒","🔒","🔒",,
"gasNatural Fenosa",442,367,"🔒","🔒","🔒","🔒",,
"Canadian National Railway",443,444,"🔒","🔒","🔒","🔒",,
"Bed Bath & Beyond",444,439,"🔒","🔒","🔒","🔒",,
"Ace",445,443,"🔒","🔒","🔒","🔒",,
"China Shenhua",446,"-","🔒","🔒","🔒","🔒",,
"Procter & Gamble",447,455,"🔒","🔒","🔒","🔒",,
"Fujifilm",448,"-","🔒","🔒","🔒","🔒",,
"CRCC",449,"-","🔒","🔒","🔒","🔒",,
"Cemex",450,"-","🔒","🔒","🔒","🔒",,
"Suncor Energy",451,"-","🔒","🔒","🔒","🔒",,
"Mapfre",452,387,"🔒","🔒","🔒","🔒",,
"HCL",453,"-","🔒","🔒","🔒","🔒",,
"Chipotle Mexican",454,"-","🔒","🔒","🔒","🔒",,
"EDP",455,448,"🔒","🔒","🔒","🔒",,
"Aflac",456,458,"🔒","🔒","🔒","🔒",,
"Enbridge",457,320,"🔒","🔒","🔒","🔒",,
