"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"LG Group",102,"-","🔒","🔒","🔒","🔒",,
"YouTube",103,"-","🔒","🔒","🔒","🔒",,
"Shanghai Pudong Development Bank",104,169,"🔒","🔒","🔒","🔒",,
"Baidu",105,"-","🔒","🔒","🔒","🔒",,
"Bank of Communications",106,83,"🔒","🔒","🔒","🔒",,
"Chevrolet",107,107,"🔒","🔒","🔒","🔒",,
"Capital One",108,76,"🔒","🔒","🔒","🔒",,
"Eni",109,104,"🔒","🔒","🔒","🔒",,
"CRECG",110,100,"🔒","🔒","🔒","🔒",,
"Renault",111,117,"🔒","🔒","🔒","🔒",,
"KPMG",112,81,"🔒","🔒","🔒","🔒",,
"Telstra",113,80,"🔒","🔒","🔒","🔒",,
"Tesco",114,74,"🔒","🔒","🔒","🔒",,
"Anthem",115,87,"🔒","🔒","🔒","🔒",,
"Petronas",116,"-","🔒","🔒","🔒","🔒",,
"Industrial Bank Co.",117,168,"🔒","🔒","🔒","🔒",,
"UNIVERSAL",118,"-","🔒","🔒","🔒","🔒",,
"CRCC",119,103,"🔒","🔒","🔒","🔒",,
"Sony",120,"-","🔒","🔒","🔒","🔒",,
"China Life",121,82,"🔒","🔒","🔒","🔒",,
"DHL",122,92,"🔒","🔒","🔒","🔒",,
"Adidas",123,153,"🔒","🔒","🔒","🔒",,
"Engie",124,77,"🔒","🔒","🔒","🔒",,
"Movistar",125,123,"🔒","🔒","🔒","🔒",,
"CBS",126,132,"🔒","🔒","🔒","🔒",,
"AIA",127,140,"🔒","🔒","🔒","🔒",,
"American Airlines",128,183,"🔒","🔒","🔒","🔒",,
"Bell",129,97,"🔒","🔒","🔒","🔒",,
"Uniqlo",130,144,"🔒","🔒","🔒","🔒",,
"ALDI",131,110,"🔒","🔒","🔒","🔒",,
"China CITIC Bank",132,151,"🔒","🔒","🔒","🔒",,
"Axa",133,109,"🔒","🔒","🔒","🔒",,
"UBS",134,105,"🔒","🔒","🔒","🔒",,
"ABC",135,145,"🔒","🔒","🔒","🔒",,
"China Unicom",136,85,"🔒","🔒","🔒","🔒",,
"Mitsui Group",137,106,"🔒","🔒","🔒","🔒",,
"Delta",138,"-","🔒","🔒","🔒","🔒",,
"Airbus",139,86,"🔒","🔒","🔒","🔒",,
"Hewlett Packard Enterprise",140,"-","🔒","🔒","🔒","🔒",,
"Sberbank",141,161,"🔒","🔒","🔒","🔒",,
"Carrefour",142,96,"🔒","🔒","🔒","🔒",,
"Goldman Sachs",143,119,"🔒","🔒","🔒","🔒",,
"Louis Vuitton",144,84,"🔒","🔒","🔒","🔒",,
"Sprint",145,125,"🔒","🔒","🔒","🔒",,
"China Minsheng Bank",146,116,"🔒","🔒","🔒","🔒",,
"Nippon Life Insurance",147,"-","🔒","🔒","🔒","🔒",,
"Sam's Club",148,"-","🔒","🔒","🔒","🔒",,
"ING",149,131,"🔒","🔒","🔒","🔒",,
"Cognizant",150,141,"🔒","🔒","🔒","🔒",,
"Aetna",151,152,"🔒","🔒","🔒","🔒",,
"Scotiabank",152,143,"🔒","🔒","🔒","🔒",,
"Medtronic",153,"-","🔒","🔒","🔒","🔒",,
"Dalian Wanda Commercial Properties",154,210,"🔒","🔒","🔒","🔒",,
"PEMEX",155,"-","🔒","🔒","🔒","🔒",,
"Subway",156,333,"🔒","🔒","🔒","🔒",,
"Canon",157,"-","🔒","🔒","🔒","🔒",,
"Hilton",158,129,"🔒","🔒","🔒","🔒",,
"Hermes",159,136,"🔒","🔒","🔒","🔒",,
"Poly Real Estate",160,"-","🔒","🔒","🔒","🔒",,
"EDF",161,101,"🔒","🔒","🔒","🔒",,
"Philips",162,124,"🔒","🔒","🔒","🔒",,
"Commonwealth Bank of Australia",163,150,"🔒","🔒","🔒","🔒",,
"BBVA",164,"-","🔒","🔒","🔒","🔒",,
"Lexus",165,233,"🔒","🔒","🔒","🔒",,
"Subaru",166,302,"🔒","🔒","🔒","🔒",,
"ANZ",167,138,"🔒","🔒","🔒","🔒",,
"Toshiba",168,159,"🔒","🔒","🔒","🔒",,
"Warner Bros.",169,163,"🔒","🔒","🔒","🔒",,
"Union Pacific",170,135,"🔒","🔒","🔒","🔒",,
"Country Garden",171,"-","🔒","🔒","🔒","🔒",,
"Enel",172,127,"🔒","🔒","🔒","🔒",,
"Lidl",173,112,"🔒","🔒","🔒","🔒",,
"7-Eleven",174,"-","🔒","🔒","🔒","🔒",,
"Bank of Montreal",175,189,"🔒","🔒","🔒","🔒",,
"NETFLIX",176,"-","🔒","🔒","🔒","🔒",,
"airtel",177,193,"🔒","🔒","🔒","🔒",,
"Panasonic",178,156,"🔒","🔒","🔒","🔒",,
"Lockheed Martin",179,"-","🔒","🔒","🔒","🔒",,
"HP",180,"-","🔒","🔒","🔒","🔒",,
"Statoil",181,165,"🔒","🔒","🔒","🔒",,
"eBay",182,115,"🔒","🔒","🔒","🔒",,
"Lego",183,265,"🔒","🔒","🔒","🔒",,
"booking.com",184,"-","🔒","🔒","🔒","🔒",,
"Morgan Stanley",185,121,"🔒","🔒","🔒","🔒",,
"NetEase",186,"-","🔒","🔒","🔒","🔒",,
"Evergrande",187,304,"🔒","🔒","🔒","🔒",,
"Bridgestone",188,167,"🔒","🔒","🔒","🔒",,
"ASDA",189,157,"🔒","🔒","🔒","🔒",,
"Vanke",190,160,"🔒","🔒","🔒","🔒",,
"Sumitomo Mitsui Financial Group",191,"-","🔒","🔒","🔒","🔒",,
"Zurich",192,172,"🔒","🔒","🔒","🔒",,
"Telenor",193,177,"🔒","🔒","🔒","🔒",,
"United Airlines",194,"-","🔒","🔒","🔒","🔒",,
"Humana",195,"-","🔒","🔒","🔒","🔒",,
"Gillette",196,149,"🔒","🔒","🔒","🔒",,
"U.S. Bancorp",197,173,"🔒","🔒","🔒","🔒",,
"CRRC",198,142,"🔒","🔒","🔒","🔒",,
"Rolex",199,"-","🔒","🔒","🔒","🔒",,
"Honeywell",200,184,"🔒","🔒","🔒","🔒",,
"Rogers",201,275,"🔒","🔒","🔒","🔒",,
"Gucci",202,209,"🔒","🔒","🔒","🔒",,
"Itaú",203,340,"🔒","🔒","🔒","🔒",,
"Qualcomm",204,"-","🔒","🔒","🔒","🔒",,
"LIC",205,229,"🔒","🔒","🔒","🔒",,
"ABB",206,200,"🔒","🔒","🔒","🔒",,
"Cartier",207,128,"🔒","🔒","🔒","🔒",,
"Schlumberger",208,219,"🔒","🔒","🔒","🔒",,
"Red Bull",209,166,"🔒","🔒","🔒","🔒",,
"Nivea",210,181,"🔒","🔒","🔒","🔒",,
"Swisscom",211,158,"🔒","🔒","🔒","🔒",,
"Société Générale",212,148,"🔒","🔒","🔒","🔒",,
"Metlife",213,137,"🔒","🔒","🔒","🔒",,
"Bud Light",214,236,"🔒","🔒","🔒","🔒",,
"BASF",215,175,"🔒","🔒","🔒","🔒",,
"Vinci",216,212,"🔒","🔒","🔒","🔒",,
"PAYPAL",217,"-","🔒","🔒","🔒","🔒",,
"Marubeni",218,154,"🔒","🔒","🔒","🔒",,
"Pampers",219,"-","🔒","🔒","🔒","🔒",,
"Telus",220,252,"🔒","🔒","🔒","🔒",,
"Mizuho Financial Group",221,192,"🔒","🔒","🔒","🔒",,
"TIM",222,178,"🔒","🔒","🔒","🔒",,
"nab",223,206,"🔒","🔒","🔒","🔒",,
"Pall Mall",224,179,"🔒","🔒","🔒","🔒",,
"Woolworths",225,133,"🔒","🔒","🔒","🔒",,
"Centurylink",226,174,"🔒","🔒","🔒","🔒",,
"Lloyds Bank",227,120,"🔒","🔒","🔒","🔒",,
"Allstate",228,171,"🔒","🔒","🔒","🔒",,
"Victoria's Secret",229,194,"🔒","🔒","🔒","🔒",,
"CIBC",230,254,"🔒","🔒","🔒","🔒",,
"Kroger",231,"-","🔒","🔒","🔒","🔒",,
"Taiwan Semiconductor",232,253,"🔒","🔒","🔒","🔒",,
"Infosys",233,"-","🔒","🔒","🔒","🔒",,
"STC",234,203,"🔒","🔒","🔒","🔒",,
"Neutrogena",235,197,"🔒","🔒","🔒","🔒",,
"Daiwa House",236,244,"🔒","🔒","🔒","🔒",,
"PNC",237,207,"🔒","🔒","🔒","🔒",,
"Yahoo! Group",238,227,"🔒","🔒","🔒","🔒",,
"KFC",239,114,"🔒","🔒","🔒","🔒",,
"Ferrari",240,273,"🔒","🔒","🔒","🔒",,
"Esso",241,"-","🔒","🔒","🔒","🔒",,
"Credit Suisse",242,146,"🔒","🔒","🔒","🔒",,
"Roche",243,316,"🔒","🔒","🔒","🔒",,
"Michelin",244,187,"🔒","🔒","🔒","🔒",,
"Coles",245,240,"🔒","🔒","🔒","🔒",,
"Emirates",246,134,"🔒","🔒","🔒","🔒",,
"Western Digital",247,"-","🔒","🔒","🔒","🔒",,
"Lotte Group",248,"-","🔒","🔒","🔒","🔒",,
"Southwest Airlines",249,"-","🔒","🔒","🔒","🔒",,
"Activision Blizzard",250,"-","🔒","🔒","🔒","🔒",,
"China Everbright Bank",251,285,"🔒","🔒","🔒","🔒",,
"Optum",252,"-","🔒","🔒","🔒","🔒",,
"Purina",253,"-","🔒","🔒","🔒","🔒",,
"Mobil",254,"-","🔒","🔒","🔒","🔒",,
"Under Armour",255,297,"🔒","🔒","🔒","🔒",,
"3M",256,164,"🔒","🔒","🔒","🔒",,
"Budweiser",257,266,"🔒","🔒","🔒","🔒",,
"Publix",258,"-","🔒","🔒","🔒","🔒",,
"Westpac",259,190,"🔒","🔒","🔒","🔒",,
"Dollar General",260,"-","🔒","🔒","🔒","🔒",,
"SFR",261,306,"🔒","🔒","🔒","🔒",,
"Camel",262,180,"🔒","🔒","🔒","🔒",,
"Chubb",263,"-","🔒","🔒","🔒","🔒",,
"Wuliangye",264,"-","🔒","🔒","🔒","🔒",,
"Nordea",265,205,"🔒","🔒","🔒","🔒",,
"Bradesco",266,"-","🔒","🔒","🔒","🔒",,
"T.J. Maxx",267,"-","🔒","🔒","🔒","🔒",,
"Prudential (US)",268,267,"🔒","🔒","🔒","🔒",,
"salesforce",269,"-","🔒","🔒","🔒","🔒",,
"Merrill Lynch",270,310,"🔒","🔒","🔒","🔒",,
"Exxon",271,281,"🔒","🔒","🔒","🔒",,
"Etisalat",272,324,"🔒","🔒","🔒","🔒",,
"State Bank of India",273,195,"🔒","🔒","🔒","🔒",,
"AIG",274,232,"🔒","🔒","🔒","🔒",,
"L&M",275,226,"🔒","🔒","🔒","🔒",,
"Macy's",276,191,"🔒","🔒","🔒","🔒",,
"PICC",277,204,"🔒","🔒","🔒","🔒",,
"Generali Group",278,248,"🔒","🔒","🔒","🔒",,
"Claro",279,251,"🔒","🔒","🔒","🔒",,
"DBS",280,214,"🔒","🔒","🔒","🔒",,
"Cigna",281,353,"🔒","🔒","🔒","🔒",,
"Adobe",282,"-","🔒","🔒","🔒","🔒",,
"Nescafe",283,182,"🔒","🔒","🔒","🔒",,
"MCC",284,317,"🔒","🔒","🔒","🔒",,
"Enterprise",285,282,"🔒","🔒","🔒","🔒",,
"20th Century Fox",286,201,"🔒","🔒","🔒","🔒",,
"CPIC",287,224,"🔒","🔒","🔒","🔒",,
"Newport",288,231,"🔒","🔒","🔒","🔒",,
"Ross Dress For Less",289,"-","🔒","🔒","🔒","🔒",,
"CNOOC",290,264,"🔒","🔒","🔒","🔒",,
"Brookfield Asset Management",291,356,"🔒","🔒","🔒","🔒",,
"Heineken",292,283,"🔒","🔒","🔒","🔒",,
"Dai-Ichi Life",293,286,"🔒","🔒","🔒","🔒",,
"Banco do Brasil",294,354,"🔒","🔒","🔒","🔒",,
"Travelers",295,289,"🔒","🔒","🔒","🔒",,
"Petrobras",296,220,"🔒","🔒","🔒","🔒",,
"Bouygues Group",297,"-","🔒","🔒","🔒","🔒",,
"Fresenius",298,288,"🔒","🔒","🔒","🔒",,
"Sainsbury's",299,223,"🔒","🔒","🔒","🔒",,
"KT",300,218,"🔒","🔒","🔒","🔒",,
"Valero",301,345,"🔒","🔒","🔒","🔒",,
"AutoZone",302,307,"🔒","🔒","🔒","🔒",,
"Geico",303,262,"🔒","🔒","🔒","🔒",,
"Garnier",304,241,"🔒","🔒","🔒","🔒",,
"Ericsson",305,95,"🔒","🔒","🔒","🔒",,
"Marriot",306,213,"🔒","🔒","🔒","🔒",,
"Chow Tai Fook",307,341,"🔒","🔒","🔒","🔒",,
"Thomson Reuters",308,221,"🔒","🔒","🔒","🔒",,
"Clinique",309,186,"🔒","🔒","🔒","🔒",,
"Deutsche Bank",310,113,"🔒","🔒","🔒","🔒",,
"Kia",311,238,"🔒","🔒","🔒","🔒",,
"E Leclerc",312,176,"🔒","🔒","🔒","🔒",,
"Nokia",313,"-","🔒","🔒","🔒","🔒",,
"Sysco",314,300,"🔒","🔒","🔒","🔒",,
"McLane",315,"-","🔒","🔒","🔒","🔒",,
"Kohl's",316,287,"🔒","🔒","🔒","🔒",,
"Gazprom",317,243,"🔒","🔒","🔒","🔒",,
"Reliance",318,355,"🔒","🔒","🔒","🔒",,
"Pfizer",319,274,"🔒","🔒","🔒","🔒",,
"ADP",320,263,"🔒","🔒","🔒","🔒",,
"Broadcom",321,"-","🔒","🔒","🔒","🔒",,
"Nordstrom",322,234,"🔒","🔒","🔒","🔒",,
"Pantene",323,242,"🔒","🔒","🔒","🔒",,
"Conocophillips",324,"-","🔒","🔒","🔒","🔒",,
"Standard Chartered",325,249,"🔒","🔒","🔒","🔒",,
"Nintendo",326,"-","🔒","🔒","🔒","🔒",,
"Dow",327,305,"🔒","🔒","🔒","🔒",,
"Swiss Re",328,259,"🔒","🔒","🔒","🔒",,
"Suzuki",329,301,"🔒","🔒","🔒","🔒",,
"Huggies",330,"-","🔒","🔒","🔒","🔒",,
"Fujitsu",331,"-","🔒","🔒","🔒","🔒",,
"KDDI",332,"-","🔒","🔒","🔒","🔒",,
"Bayer",333,277,"🔒","🔒","🔒","🔒",,
"FIS",334,"-","🔒","🔒","🔒","🔒",,
"Larsen & Toubro",335,383,"🔒","🔒","🔒","🔒",,
"TeliaSonera",336,208,"🔒","🔒","🔒","🔒",,
"Expedia.com",337,"-","🔒","🔒","🔒","🔒",,
"Coach",338,"-","🔒","🔒","🔒","🔒",,
"Indian Oil",339,392,"🔒","🔒","🔒","🔒",,
"Dish Network",340,284,"🔒","🔒","🔒","🔒",,
"Intesa Sanpaolo",341,"-","🔒","🔒","🔒","🔒",,
"Gatorade",342,303,"🔒","🔒","🔒","🔒",,
"Saint-Gobain",343,290,"🔒","🔒","🔒","🔒",,
"Lukoil",344,185,"🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",345,348,"🔒","🔒","🔒","🔒",,
"Maybelline",346,"-","🔒","🔒","🔒","🔒",,
"HCL",347,"-","🔒","🔒","🔒","🔒",,
"Aviva",348,202,"🔒","🔒","🔒","🔒",,
"General Dynamics",349,"-","🔒","🔒","🔒","🔒",,
"ESPN",350,"-","🔒","🔒","🔒","🔒",,
"PTT",351,"-","🔒","🔒","🔒","🔒",,
"Caterpillar",352,339,"🔒","🔒","🔒","🔒",,
"Winston",353,"-","🔒","🔒","🔒","🔒",,
"Sprite",354,332,"🔒","🔒","🔒","🔒",,
"Xerox",355,"-","🔒","🔒","🔒","🔒",,
"KEPCO",356,335,"🔒","🔒","🔒","🔒",,
"Aflac",357,308,"🔒","🔒","🔒","🔒",,
"McKinsey",358,237,"🔒","🔒","🔒","🔒",,
"Telkom Indonesia",359,"-","🔒","🔒","🔒","🔒",,
"Hikvision",360,"-","🔒","🔒","🔒","🔒",,
"Chanel",361,276,"🔒","🔒","🔒","🔒",,
"Yanghe",362,"-","🔒","🔒","🔒","🔒",,
"Winston",363,292,"🔒","🔒","🔒","🔒",,
"Estée Lauder",364,296,"🔒","🔒","🔒","🔒",,
"Thermo Fisher Scientific",365,"-","🔒","🔒","🔒","🔒",,
"Isuzu",366,"-","🔒","🔒","🔒","🔒",,
"Tiffany & Co.",367,295,"🔒","🔒","🔒","🔒",,
"Marks & Spencer",368,239,"🔒","🔒","🔒","🔒",,
"John Deere",369,326,"🔒","🔒","🔒","🔒",,
"Clarins",370,362,"🔒","🔒","🔒","🔒",,
"Oxy",371,372,"🔒","🔒","🔒","🔒",,
"Glencore Xstrata",372,230,"🔒","🔒","🔒","🔒",,
"ITC",373,"-","🔒","🔒","🔒","🔒",,
"Halliburton",374,"-","🔒","🔒","🔒","🔒",,
"Linkedin",375,"-","🔒","🔒","🔒","🔒",,
"Midea",376,"-","🔒","🔒","🔒","🔒",,
"Capgemini",377,393,"🔒","🔒","🔒","🔒",,
"Iberdrola",378,294,"🔒","🔒","🔒","🔒",,
"Carmax",379,"-","🔒","🔒","🔒","🔒",,
"Tim Horton's",380,216,"🔒","🔒","🔒","🔒",,
"Northrop Grumman",381,"-","🔒","🔒","🔒","🔒",,
"Crédit Agricole",382,321,"🔒","🔒","🔒","🔒",,
"QVC",383,"-","🔒","🔒","🔒","🔒",,
"Express Scripts",384,"-","🔒","🔒","🔒","🔒",,
"Novartis",385,299,"🔒","🔒","🔒","🔒",,
"HYATT",386,"-","🔒","🔒","🔒","🔒",,
"Poste Italiane",387,"-","🔒","🔒","🔒","🔒",,
"Discover",388,"-","🔒","🔒","🔒","🔒",,
"Phillips 66",389,"-","🔒","🔒","🔒","🔒",,
"Shinhan Financial Group",390,196,"🔒","🔒","🔒","🔒",,
"Domino's Pizza",391,245,"🔒","🔒","🔒","🔒",,
"Electronic Arts",392,"-","🔒","🔒","🔒","🔒",,
"BHP Billiton",393,217,"🔒","🔒","🔒","🔒",,
"La Poste",394,368,"🔒","🔒","🔒","🔒",,
"CNRL",395,"-","🔒","🔒","🔒","🔒",,
"Mazda",396,268,"🔒","🔒","🔒","🔒",,
"HYUNDAI MOBIS",397,"-","🔒","🔒","🔒","🔒",,
"Wolseley",398,"-","🔒","🔒","🔒","🔒",,
"CSX",399,"-","🔒","🔒","🔒","🔒",,
"Suning Appliance",400,"-","🔒","🔒","🔒","🔒",,
"Emerson Electric",401,"-","🔒","🔒","🔒","🔒",,
"QNB",402,"-","🔒","🔒","🔒","🔒",,
"Schneider Electric",403,391,"🔒","🔒","🔒","🔒",,
"Sheraton",404,376,"🔒","🔒","🔒","🔒",,
"Canadian National Railway",405,381,"🔒","🔒","🔒","🔒",,
"Sampoerna",406,"-","🔒","🔒","🔒","🔒",,
"Bloomberg",407,"-","🔒","🔒","🔒","🔒",,
"Whole Foods",408,"-","🔒","🔒","🔒","🔒",,
"Fubon Life",409,"-","🔒","🔒","🔒","🔒",,
"Progressive",410,384,"🔒","🔒","🔒","🔒",,
"GS Group",411,367,"🔒","🔒","🔒","🔒",,
"Munich Re",412,"-","🔒","🔒","🔒","🔒",,
"KBC",413,319,"🔒","🔒","🔒","🔒",,
"Posco",414,350,"🔒","🔒","🔒","🔒",,
"Ecopetrol",415,369,"🔒","🔒","🔒","🔒",,
"HBO",416,"-","🔒","🔒","🔒","🔒",,
"Arla",417,337,"🔒","🔒","🔒","🔒",,
"Prudential (UK)",418,258,"🔒","🔒","🔒","🔒",,
"Michael Kors",419,314,"🔒","🔒","🔒","🔒",,
"TUI",420,"-","🔒","🔒","🔒","🔒",,
"Bank of Beijing",421,"-","🔒","🔒","🔒","🔒",,
"Denso",422,380,"🔒","🔒","🔒","🔒",,
"Tide/Ariel",423,"-","🔒","🔒","🔒","🔒",,
"Prada",424,359,"🔒","🔒","🔒","🔒",,
"Veolia",425,"-","🔒","🔒","🔒","🔒",,
"Atos",426,"-","🔒","🔒","🔒","🔒",,
"BNSF",427,"-","🔒","🔒","🔒","🔒",,
"Bank of Shanghai",428,"-","🔒","🔒","🔒","🔒",,
"Texas Instruments",429,"-","🔒","🔒","🔒","🔒",,
"China Southern",430,"-","🔒","🔒","🔒","🔒",,
"Geely",431,"-","🔒","🔒","🔒","🔒",,
"Airbnb",432,"-","🔒","🔒","🔒","🔒",,
"China Resources Land",433,"-","🔒","🔒","🔒","🔒",,
"Chunghwa",434,349,"🔒","🔒","🔒","🔒",,
"Lenovo",435,"-","🔒","🔒","🔒","🔒",,
"Doosan Group",436,"-","🔒","🔒","🔒","🔒",,
"CJ Group",437,357,"🔒","🔒","🔒","🔒",,
"Playstation",438,"-","🔒","🔒","🔒","🔒",,
"The North Face",439,"-","🔒","🔒","🔒","🔒",,
"OCBC Bank",440,389,"🔒","🔒","🔒","🔒",,
"Enbridge",441,"-","🔒","🔒","🔒","🔒",,
"MAN",442,"-","🔒","🔒","🔒","🔒",,
"Daikin",443,"-","🔒","🔒","🔒","🔒",,
"UOB",444,"-","🔒","🔒","🔒","🔒",,
"Continental",445,330,"🔒","🔒","🔒","🔒",,
"Blackrock",446,"-","🔒","🔒","🔒","🔒",,
"Danske Bank",447,"-","🔒","🔒","🔒","🔒",,
"Repsol",448,"-","🔒","🔒","🔒","🔒",,
"Mahindra Group",449,"-","🔒","🔒","🔒","🔒",,
"Volvo",450,311,"🔒","🔒","🔒","🔒",,
"Sodexo",451,"-","🔒","🔒","🔒","🔒",,
"China Cinda-H",452,"-","🔒","🔒","🔒","🔒",,
"Opel",453,"-","🔒","🔒","🔒","🔒",,
"Shiseido",454,390,"🔒","🔒","🔒","🔒",,
"VMware",455,"-","🔒","🔒","🔒","🔒",,
"Telcel",456,386,"🔒","🔒","🔒","🔒",,
"Gold Flake",457,"-","🔒","🔒","🔒","🔒",,
"Carrier",458,"-","🔒","🔒","🔒","🔒",,
"Randstad",459,352,"🔒","🔒","🔒","🔒",,
