"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"Sberbank",161,137,"🔒","🔒","🔒","🔒",,
"E.ON",162,124,"🔒","🔒","🔒","🔒",,
"Warner Bros.",163,163,"🔒","🔒","🔒","🔒",,
"3M",164,94,"🔒","🔒","🔒","🔒",,
"Statoil",165,160,"🔒","🔒","🔒","🔒",,
"Red Bull",166,"-","🔒","🔒","🔒","🔒",,
"Bridgestone",167,228,"🔒","🔒","🔒","🔒",,
"Industrial Bank Co.",168,289,"🔒","🔒","🔒","🔒",,
"Shanghai Pudong Development Bank",169,334,"🔒","🔒","🔒","🔒",,
"EE",170,"-","🔒","🔒","🔒","🔒",,
"Allstate",171,197,"🔒","🔒","🔒","🔒",,
"Zurich",172,156,"🔒","🔒","🔒","🔒",,
"U.S. Bancorp",173,230,"🔒","🔒","🔒","🔒",,
"Centurylink",174,188,"🔒","🔒","🔒","🔒",,
"BASF",175,200,"🔒","🔒","🔒","🔒",,
"E Leclerc",176,"-","🔒","🔒","🔒","🔒",,
"Telenor",177,168,"🔒","🔒","🔒","🔒",,
"Telecom Italia",178,158,"🔒","🔒","🔒","🔒",,
"Pall Mall",179,"-","🔒","🔒","🔒","🔒",,
"Camel",180,"-","🔒","🔒","🔒","🔒",,
"Nivea",181,192,"🔒","🔒","🔒","🔒",,
"Nescafé",182,242,"🔒","🔒","🔒","🔒",,
"American Airlines",183,386,"🔒","🔒","🔒","🔒",,
"Honeywell",184,139,"🔒","🔒","🔒","🔒",,
"Lukoil",185,224,"🔒","🔒","🔒","🔒",,
"Clinique",186,"-","🔒","🔒","🔒","🔒",,
"Michelin",187,248,"🔒","🔒","🔒","🔒",,
"Kraft",188,330,"🔒","🔒","🔒","🔒",,
"Bank of Montreal",189,174,"🔒","🔒","🔒","🔒",,
"Westpac",190,227,"🔒","🔒","🔒","🔒",,
"Macy's",191,155,"🔒","🔒","🔒","🔒",,
"Mizuho Financial Group",192,190,"🔒","🔒","🔒","🔒",,
"Airtel",193,291,"🔒","🔒","🔒","🔒",,
"Victoria's Secret",194,321,"🔒","🔒","🔒","🔒",,
"State Bank of India",195,193,"🔒","🔒","🔒","🔒",,
"Shinhan Financial Group",196,178,"🔒","🔒","🔒","🔒",,
"Neutrogena",197,"-","🔒","🔒","🔒","🔒",,
"Mitsui & Co",198,"-","🔒","🔒","🔒","🔒",,
"3",199,276,"🔒","🔒","🔒","🔒",,
"ABB",200,299,"🔒","🔒","🔒","🔒",,
"20th Century Fox",201,288,"🔒","🔒","🔒","🔒",,
"Aviva",202,205,"🔒","🔒","🔒","🔒",,
"STC",203,226,"🔒","🔒","🔒","🔒",,
"PICC",204,272,"🔒","🔒","🔒","🔒",,
"Nordea",205,184,"🔒","🔒","🔒","🔒",,
"nab",206,246,"🔒","🔒","🔒","🔒",,
"PNC",207,254,"🔒","🔒","🔒","🔒",,
"TeliaSonera",208,245,"🔒","🔒","🔒","🔒",,
"Gucci",209,181,"🔒","🔒","🔒","🔒",,
"Dalian Wanda Commercial Properties",210,"-","🔒","🔒","🔒","🔒",,
"Xiaomi",211,"-","🔒","🔒","🔒","🔒",,
"Vinci",212,189,"🔒","🔒","🔒","🔒",,
"Marriot",213,"-","🔒","🔒","🔒","🔒",,
"DBS",214,301,"🔒","🔒","🔒","🔒",,
"Ping An Bank",215,"-","🔒","🔒","🔒","🔒",,
"Tim Horton's",216,202,"🔒","🔒","🔒","🔒",,
"BHP Billiton",217,209,"🔒","🔒","🔒","🔒",,
"KT",218,268,"🔒","🔒","🔒","🔒",,
"Schlumberger",219,343,"🔒","🔒","🔒","🔒",,
"Petrobras",220,216,"🔒","🔒","🔒","🔒",,
"Thomson Reuters",221,236,"🔒","🔒","🔒","🔒",,
"Fiat",222,213,"🔒","🔒","🔒","🔒",,
"Sainsbury's",223,183,"🔒","🔒","🔒","🔒",,
"CPIC",224,217,"🔒","🔒","🔒","🔒",,
"Harley-Davidson",225,314,"🔒","🔒","🔒","🔒",,
"L&M",226,"-","🔒","🔒","🔒","🔒",,
"Yahoo! Group",227,"-","🔒","🔒","🔒","🔒",,
"Alliance Healthcare",228,"-","🔒","🔒","🔒","🔒",,
"LIC",229,"-","🔒","🔒","🔒","🔒",,
"Glencore Xstrata",230,201,"🔒","🔒","🔒","🔒",,
"Newport",231,"-","🔒","🔒","🔒","🔒",,
"AIG",232,191,"🔒","🔒","🔒","🔒",,
"Lexus",233,319,"🔒","🔒","🔒","🔒",,
"Nordstrom",234,214,"🔒","🔒","🔒","🔒",,
"LG",235,"-","🔒","🔒","🔒","🔒",,
"Bud Light",236,243,"🔒","🔒","🔒","🔒",,
"McKinsey",237,"-","🔒","🔒","🔒","🔒",,
"Kia",238,241,"🔒","🔒","🔒","🔒",,
"Marks & Spencer",239,253,"🔒","🔒","🔒","🔒",,
"Coles",240,221,"🔒","🔒","🔒","🔒",,
"Garnier",241,283,"🔒","🔒","🔒","🔒",,
"Pantene",242,238,"🔒","🔒","🔒","🔒",,
"Gazprom",243,172,"🔒","🔒","🔒","🔒",,
"Daiwa House",244,401,"🔒","🔒","🔒","🔒",,
"Domino's Pizza",245,"-","🔒","🔒","🔒","🔒",,
"Domino's Pizza",246,"-","🔒","🔒","🔒","🔒",,
"Halifax",247,357,"🔒","🔒","🔒","🔒",,
"Generali Group",248,84,"🔒","🔒","🔒","🔒",,
"Standard Chartered",249,244,"🔒","🔒","🔒","🔒",,
"Tyson Foods",250,312,"🔒","🔒","🔒","🔒",,
"Claro",251,255,"🔒","🔒","🔒","🔒",,
"Telus",252,267,"🔒","🔒","🔒","🔒",,
"Taiwan Semiconductor",253,"-","🔒","🔒","🔒","🔒",,
"CIBC",254,260,"🔒","🔒","🔒","🔒",,
"ITV",255,"-","🔒","🔒","🔒","🔒",,
"Johnnie Walker",256,231,"🔒","🔒","🔒","🔒",,
"British Airways",257,388,"🔒","🔒","🔒","🔒",,
"Prudential (UK)",258,151,"🔒","🔒","🔒","🔒",,
"Swiss Re",259,249,"🔒","🔒","🔒","🔒",,
"Burger King",260,"-","🔒","🔒","🔒","🔒",,
"LeEco",261,"-","🔒","🔒","🔒","🔒",,
"Geico",262,302,"🔒","🔒","🔒","🔒",,
"ADP",263,363,"🔒","🔒","🔒","🔒",,
"CNOOC",264,292,"🔒","🔒","🔒","🔒",,
"Lego",265,"-","🔒","🔒","🔒","🔒",,
"Budweiser",266,310,"🔒","🔒","🔒","🔒",,
"Prudential (US)",267,257,"🔒","🔒","🔒","🔒",,
"Mazda",268,269,"🔒","🔒","🔒","🔒",,
"Porsche",269,360,"🔒","🔒","🔒","🔒",,
"BD",270,"-","🔒","🔒","🔒","🔒",,
"Heinz",271,"-","🔒","🔒","🔒","🔒",,
"Unilever",272,261,"🔒","🔒","🔒","🔒",,
"Ferrari",273,273,"🔒","🔒","🔒","🔒",,
"Pfizer",274,429,"🔒","🔒","🔒","🔒",,
"Rogers",275,265,"🔒","🔒","🔒","🔒",,
"Chanel",276,"-","🔒","🔒","🔒","🔒",,
"Bayer",277,274,"🔒","🔒","🔒","🔒",,
"MINI",278,281,"🔒","🔒","🔒","🔒",,
"Burberry",279,284,"🔒","🔒","🔒","🔒",,
"Falabella",280,"-","🔒","🔒","🔒","🔒",,
"Exxon",281,342,"🔒","🔒","🔒","🔒",,
"Enterprise",282,"-","🔒","🔒","🔒","🔒",,
"Heineken",283,316,"🔒","🔒","🔒","🔒",,
"Dish Network",284,270,"🔒","🔒","🔒","🔒",,
"China Everbright Bank",285,"-","🔒","🔒","🔒","🔒",,
"Dai-Ichi Life",286,219,"🔒","🔒","🔒","🔒",,
"Kohl's",287,340,"🔒","🔒","🔒","🔒",,
"Fresenius",288,392,"🔒","🔒","🔒","🔒",,
"Travelers",289,337,"🔒","🔒","🔒","🔒",,
"Saint-Gobain",290,287,"🔒","🔒","🔒","🔒",,
"Pizza Hut",291,"-","🔒","🔒","🔒","🔒",,
"Winston",292,"-","🔒","🔒","🔒","🔒",,
"Yili",293,"-","🔒","🔒","🔒","🔒",,
"Iberdrola",294,232,"🔒","🔒","🔒","🔒",,
"Tiffany & Co.",295,"-","🔒","🔒","🔒","🔒",,
"Estée Lauder",296,309,"🔒","🔒","🔒","🔒",,
"Under Armour",297,458,"🔒","🔒","🔒","🔒",,
"Dove",298,222,"🔒","🔒","🔒","🔒",,
"Novartis",299,365,"🔒","🔒","🔒","🔒",,
"SYSCO",300,264,"🔒","🔒","🔒","🔒",,
"Suzuki",301,339,"🔒","🔒","🔒","🔒",,
"Subaru",302,361,"🔒","🔒","🔒","🔒",,
"Gatorade",303,"-","🔒","🔒","🔒","🔒",,
"Evergrande Real",304,"-","🔒","🔒","🔒","🔒",,
"Dow",305,426,"🔒","🔒","🔒","🔒",,
"SFR",306,298,"🔒","🔒","🔒","🔒",,
"AutoZone",307,390,"🔒","🔒","🔒","🔒",,
"Aflac",308,456,"🔒","🔒","🔒","🔒",,
"Ace",309,445,"🔒","🔒","🔒","🔒",,
"Merrill Lynch",310,391,"🔒","🔒","🔒","🔒",,
"Volvo",311,325,"🔒","🔒","🔒","🔒",,
"Dollar Tree",312,"-","🔒","🔒","🔒","🔒",,
"BNY Mellon",313,271,"🔒","🔒","🔒","🔒",,
"Michael Kors",314,235,"🔒","🔒","🔒","🔒",,
"NatWest",315,358,"🔒","🔒","🔒","🔒",,
"Roche",316,315,"🔒","🔒","🔒","🔒",,
"MCC",317,341,"🔒","🔒","🔒","🔒",,
"Casino",318,239,"🔒","🔒","🔒","🔒",,
"KBC",319,366,"🔒","🔒","🔒","🔒",,
"GMC",320,408,"🔒","🔒","🔒","🔒",,
"Crédit Agricole",321,"-","🔒","🔒","🔒","🔒",,
"KPN",322,252,"🔒","🔒","🔒","🔒",,
"UniCredit",323,237,"🔒","🔒","🔒","🔒",,
"Etisalat",324,304,"🔒","🔒","🔒","🔒",,
"Virgin Media",325,338,"🔒","🔒","🔒","🔒",,
"John Deere",326,305,"🔒","🔒","🔒","🔒",,
"Sherwin-Williams",327,336,"🔒","🔒","🔒","🔒",,
"Omega",328,332,"🔒","🔒","🔒","🔒",,
"Maersk",329,378,"🔒","🔒","🔒","🔒",,
"Continental",330,372,"🔒","🔒","🔒","🔒",,
"Metro",331,293,"🔒","🔒","🔒","🔒",,
"Sprite",332,345,"🔒","🔒","🔒","🔒",,
"Subway",333,"-","🔒","🔒","🔒","🔒",,
"Nomura",334,364,"🔒","🔒","🔒","🔒",,
"KEPCO",335,362,"🔒","🔒","🔒","🔒",,
"ABN AMRO Group NV",336,"-","🔒","🔒","🔒","🔒",,
"Arla",337,"-","🔒","🔒","🔒","🔒",,
"Jeep",338,"-","🔒","🔒","🔒","🔒",,
"Caterpillar",339,153,"🔒","🔒","🔒","🔒",,
"Itaú",340,129,"🔒","🔒","🔒","🔒",,
"Chow Tai Fook",341,303,"🔒","🔒","🔒","🔒",,
"Safeway",342,346,"🔒","🔒","🔒","🔒",,
"Morrisons",343,263,"🔒","🔒","🔒","🔒",,
"Aeon",344,234,"🔒","🔒","🔒","🔒",,
"Valero",345,416,"🔒","🔒","🔒","🔒",,
"Optus",346,"-","🔒","🔒","🔒","🔒",,
"KB Financial Group",347,320,"🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",348,279,"🔒","🔒","🔒","🔒",,
"Chunghwa",349,462,"🔒","🔒","🔒","🔒",,
"Posco",350,"-","🔒","🔒","🔒","🔒",,
"MTS",351,"-","🔒","🔒","🔒","🔒",,
"Randstad",352,"-","🔒","🔒","🔒","🔒",,
"Cigna",353,"-","🔒","🔒","🔒","🔒",,
"Banco do Brasil",354,194,"🔒","🔒","🔒","🔒",,
"Reliance",355,382,"🔒","🔒","🔒","🔒",,
"Brookfield Asset Management",356,368,"🔒","🔒","🔒","🔒",,
"CJ Group",357,"-","🔒","🔒","🔒","🔒",,
"RBS",358,379,"🔒","🔒","🔒","🔒",,
"Prada",359,275,"🔒","🔒","🔒","🔒",,
"Rolls-Royce",360,285,"🔒","🔒","🔒","🔒",,
"Edeka",361,"-","🔒","🔒","🔒","🔒",,
"Clarins",362,"-","🔒","🔒","🔒","🔒",,
"Qatar Airways",363,"-","🔒","🔒","🔒","🔒",,
"SSE",364,393,"🔒","🔒","🔒","🔒",,
"Royal Mail",365,400,"🔒","🔒","🔒","🔒",,
"Charter",366,395,"🔒","🔒","🔒","🔒",,
"GS Group",367,"-","🔒","🔒","🔒","🔒",,
"La Poste",368,"-","🔒","🔒","🔒","🔒",,
"Ecopetrol",369,"-","🔒","🔒","🔒","🔒",,
"Hyatt",370,"-","🔒","🔒","🔒","🔒",,
"ABN AMRO",371,"-","🔒","🔒","🔒","🔒",,
"Oxy",372,"-","🔒","🔒","🔒","🔒",,
"Skol",373,405,"🔒","🔒","🔒","🔒",,
"ONGC",374,"-","🔒","🔒","🔒","🔒",,
"TEPCO",375,370,"🔒","🔒","🔒","🔒",,
"Sheraton",376,"-","🔒","🔒","🔒","🔒",,
"Seagate Technology",377,406,"🔒","🔒","🔒","🔒",,
"DNB",378,428,"🔒","🔒","🔒","🔒",,
"Chipotle",379,454,"🔒","🔒","🔒","🔒",,
"Denso",380,389,"🔒","🔒","🔒","🔒",,
"Canadian National Railway",381,443,"🔒","🔒","🔒","🔒",,
"Cathay Life Insurance Co",382,"-","🔒","🔒","🔒","🔒",,
"Larsen & Toubro",383,436,"🔒","🔒","🔒","🔒",,
"Progressive",384,387,"🔒","🔒","🔒","🔒",,
"BG",385,421,"🔒","🔒","🔒","🔒",,
"Telcel",386,439,"🔒","🔒","🔒","🔒",,
"Fanta",387,420,"🔒","🔒","🔒","🔒",,
"Capita",388,"-","🔒","🔒","🔒","🔒",,
"OCBC Bank",389,"-","🔒","🔒","🔒","🔒",,
"Shiseido",390,"-","🔒","🔒","🔒","🔒",,
"Schneider Electric",391,409,"🔒","🔒","🔒","🔒",,
"Indian Oil",392,407,"🔒","🔒","🔒","🔒",,
"Cap Gemini",393,"-","🔒","🔒","🔒","🔒",,
