"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"Fedex",79,87,"10686.00","8587.78","AA","AA-",,
"United Healthcare",80,154,"10605.72","5297.08","AA+","AA",,
"3M",81,118,"10532.14","6551.36","AA+","AA",,
"E.ON",82,101,"10512.88","7589.55","A+","AA-",,
"NTT",83,"-","10337.98","-","AA","-",,
"Avon",84,71,"10170.93","9917.14","AA+","AA-",,
"UBS",85,93,"9915.41","8261.11","AA","AA-",,
"H&M",86,92,"9874.72","8298.47","AA","AAA-",,
"NTT Docomo",87,"-","9800.83","-","AA+","-",,
"DHL",88,104,"9777.91","7303.59","AA-","AA-",,
"Lowe's",89,73,"9750.68","9784.20","AA-","AA-",,
"EDF",90,97,"9696.84","7922.12","AA","AA+",,
"Nokia (Handsets Only)",91,"-","9658.09","-","AA","-",,
"Banco do Brasil",92,114,"9525.77","6662.27","AA+","AA+",,
"Generali",93,83,"9486.55","8868.06","AA","AA",,
"Canon",94,120,"9371.91","6421.36","AAA-","AA+",,
"CVS",95,99,"9286.40","7881.39","AA-","AA-",,
"Agricultural Bank of China",96,"-","9283.21","-","A+","-",,
"Boeing",97,108,"9212.56","7058.33","AA","AA",,
"China Life Insurance Company",98,214,"9211.58","3714.33","AA-","AA+",,
"BT",99,86,"9060.92","8685.35","AA+","AA",,
"Philips",100,91,"9033.00","8321.26","AAA","AA+",,
"BP",101,53,"🔒","🔒","🔒","🔒",,
"ING (Group)",102,109,"🔒","🔒","🔒","🔒",,
"Petrobras",103,142,"🔒","🔒","🔒","🔒",,
"Time Warner",104,"-","🔒","🔒","🔒","🔒",,
"DIRECTV",105,165,"🔒","🔒","🔒","🔒",,
"Mclane Company",106,"-","🔒","🔒","🔒","🔒",,
"TIM",107,84,"🔒","🔒","🔒","🔒",,
"Iberdrola",108,176,"🔒","🔒","🔒","🔒",,
"Société Générale",109,59,"🔒","🔒","🔒","🔒",,
"SAP",110,102,"🔒","🔒","🔒","🔒",,
"PetroChina",111,168,"🔒","🔒","🔒","🔒",,
"eBay",112,160,"🔒","🔒","🔒","🔒",,
"Caterpillar",113,130,"🔒","🔒","🔒","🔒",,
"Renault",114,110,"🔒","🔒","🔒","🔒",,
"Gillette",115,113,"🔒","🔒","🔒","🔒",,
"Mckinsey",116,"-","🔒","🔒","🔒","🔒",,
"L'Oréal",117,31,"🔒","🔒","🔒","🔒",,
"Kellogg's",118,96,"🔒","🔒","🔒","🔒",,
"Zurich",119,107,"🔒","🔒","🔒","🔒",,
"Woolworths",120,133,"🔒","🔒","🔒","🔒",,
"Standard Chartered",121,103,"🔒","🔒","🔒","🔒",,
"TEPCO",122,115,"🔒","🔒","🔒","🔒",,
"MUFG",123,121,"🔒","🔒","🔒","🔒",,
"China Telecom",124,111,"🔒","🔒","🔒","🔒",,
"Sinopec",125,195,"🔒","🔒","🔒","🔒",,
"RBC",126,159,"🔒","🔒","🔒","🔒",,
"Johnson & Johnson",127,85,"🔒","🔒","🔒","🔒",,
"Reliance",128,105,"🔒","🔒","🔒","🔒",,
"Apple (Handsets Only)",129,"-","🔒","🔒","🔒","🔒",,
"Morgan Stanley",130,98,"🔒","🔒","🔒","🔒",,
"Yahoo!",131,162,"🔒","🔒","🔒","🔒",,
"NTT Data",132,466,"🔒","🔒","🔒","🔒",,
"Enel",133,122,"🔒","🔒","🔒","🔒",,
"Adidas",134,138,"🔒","🔒","🔒","🔒",,
"FOX",135,124,"🔒","🔒","🔒","🔒",,
"Peugeot",136,184,"🔒","🔒","🔒","🔒",,
"UniCredit",137,90,"🔒","🔒","🔒","🔒",,
"TD",138,158,"🔒","🔒","🔒","🔒",,
"Sainsbury's",139,123,"🔒","🔒","🔒","🔒",,
"Nivea",140,244,"🔒","🔒","🔒","🔒",,
"O2",141,132,"🔒","🔒","🔒","🔒",,
"Visa",142,167,"🔒","🔒","🔒","🔒",,
"Best Buy",143,134,"🔒","🔒","🔒","🔒",,
"Saint Gobain",144,"-","🔒","🔒","🔒","🔒",,
"Danone",145,119,"🔒","🔒","🔒","🔒",,
"ConocoPhillips",146,163,"🔒","🔒","🔒","🔒",,
"Aeon",147,194,"🔒","🔒","🔒","🔒",,
"Neutrogena",148,"-","🔒","🔒","🔒","🔒",,
"China Unicom",149,137,"🔒","🔒","🔒","🔒",,
"Vinci",150,150,"🔒","🔒","🔒","🔒",,
"Aviva",151,135,"🔒","🔒","🔒","🔒",,
"Accenture",152,148,"🔒","🔒","🔒","🔒",,
"Thomson Reuters",153,302,"🔒","🔒","🔒","🔒",,
"BHP Billiton",154,128,"🔒","🔒","🔒","🔒",,
"Morrisons",155,144,"🔒","🔒","🔒","🔒",,
"Metro",156,171,"🔒","🔒","🔒","🔒",,
"T (Deutsche Telekom in Germany)",157,131,"🔒","🔒","🔒","🔒",,
"Costco",158,125,"🔒","🔒","🔒","🔒",,
"macy's",159,181,"🔒","🔒","🔒","🔒",,
"Honeywell",160,188,"🔒","🔒","🔒","🔒",,
"Schneider Electric",161,"-","🔒","🔒","🔒","🔒",,
"Sky",162,"-","🔒","🔒","🔒","🔒",,
"LG",163,196,"🔒","🔒","🔒","🔒",,
"Nordea",164,183,"🔒","🔒","🔒","🔒",,
"Lancôme",165,"-","🔒","🔒","🔒","🔒",,
"State Bank of India",166,179,"🔒","🔒","🔒","🔒",,
"Fujitsu",167,149,"🔒","🔒","🔒","🔒",,
"Softbank",168,180,"🔒","🔒","🔒","🔒",,
"Motorola",169,127,"🔒","🔒","🔒","🔒",,
"Eni",170,243,"🔒","🔒","🔒","🔒",,
"NEC",171,161,"🔒","🔒","🔒","🔒",,
"Mitsui",172,"-","🔒","🔒","🔒","🔒",,
"Sharp",173,170,"🔒","🔒","🔒","🔒",,
"SMBC",174,"-","🔒","🔒","🔒","🔒",,
"Ericsson",175,139,"🔒","🔒","🔒","🔒",,
"Bank Of Communications",176,265,"🔒","🔒","🔒","🔒",,
"Starbucks",177,"-","🔒","🔒","🔒","🔒",,
"Randstad",178,278,"🔒","🔒","🔒","🔒",,
"Kroger",179,166,"🔒","🔒","🔒","🔒",,
"U.S. Bank",180,212,"🔒","🔒","🔒","🔒",,
"PETRONAS",181,223,"🔒","🔒","🔒","🔒",,
"Jardines",182,222,"🔒","🔒","🔒","🔒",,
"Union Pacific",183,"-","🔒","🔒","🔒","🔒",,
"Oi",184,189,"🔒","🔒","🔒","🔒",,
"Itochu",185,"-","🔒","🔒","🔒","🔒",,
"China State Construction",186,294,"🔒","🔒","🔒","🔒",,
"PNC",187,252,"🔒","🔒","🔒","🔒",,
"Bombardier",188,394,"🔒","🔒","🔒","🔒",,
"Heinz",189,"-","🔒","🔒","🔒","🔒",,
"RWE",190,129,"🔒","🔒","🔒","🔒",,
"Nescafé",191,191,"🔒","🔒","🔒","🔒",,
"NBC International",192,"-","🔒","🔒","🔒","🔒",,
"MTN",193,172,"🔒","🔒","🔒","🔒",,
"Kimberly-Clark",194,203,"🔒","🔒","🔒","🔒",,
"EMC2",195,241,"🔒","🔒","🔒","🔒",,
"Prudential",196,197,"🔒","🔒","🔒","🔒",,
"CBS",197,175,"🔒","🔒","🔒","🔒",,
"Telstra",198,190,"🔒","🔒","🔒","🔒",,
"Safeway",199,153,"🔒","🔒","🔒","🔒",,
"Xbox",200,136,"🔒","🔒","🔒","🔒",,
"Gazprom",201,140,"🔒","🔒","🔒","🔒",,
"Kraft",202,423,"🔒","🔒","🔒","🔒",,
"Swiss Re",203,219,"🔒","🔒","🔒","🔒",,
"Kohl's",204,336,"🔒","🔒","🔒","🔒",,
"Medtronic",205,211,"🔒","🔒","🔒","🔒",,
"Warner Bros.",206,417,"🔒","🔒","🔒","🔒",,
"M&S",207,192,"🔒","🔒","🔒","🔒",,
"Dove",208,"-","🔒","🔒","🔒","🔒",,
"Metlife",209,221,"🔒","🔒","🔒","🔒",,
"Zara",210,205,"🔒","🔒","🔒","🔒",,
"Sanyo",211,249,"🔒","🔒","🔒","🔒",,
"MunichRe",212,117,"🔒","🔒","🔒","🔒",,
"au",213,"-","🔒","🔒","🔒","🔒",,
"Texas Instruments",214,267,"🔒","🔒","🔒","🔒",,
"Citroën",215,295,"🔒","🔒","🔒","🔒",,
"Fiat",216,186,"🔒","🔒","🔒","🔒",,
"SYSCO",217,177,"🔒","🔒","🔒","🔒",,
"Marubeni",218,"-","🔒","🔒","🔒","🔒",,
"Basf",219,233,"🔒","🔒","🔒","🔒",,
"ArcelorMittal",220,169,"🔒","🔒","🔒","🔒",,
"Hyundai",221,206,"🔒","🔒","🔒","🔒",,
"Colgate",222,245,"🔒","🔒","🔒","🔒",,
"Emerson",223,291,"🔒","🔒","🔒","🔒",,
"BlackBerry",224,198,"🔒","🔒","🔒","🔒",,
"Indian Oil",225,"-","🔒","🔒","🔒","🔒",,
"Mizuho",226,362,"🔒","🔒","🔒","🔒",,
"Suzuki",227,274,"🔒","🔒","🔒","🔒",,
"Chevrolet",228,"-","🔒","🔒","🔒","🔒",,
"Budweiser/Bud Light",229,16,"🔒","🔒","🔒","🔒",,
"Erste",230,270,"🔒","🔒","🔒","🔒",,
"VIVO",231,187,"🔒","🔒","🔒","🔒",,
"VEOLIA",232,225,"🔒","🔒","🔒","🔒",,
"Sumitomo",233,"-","🔒","🔒","🔒","🔒",,
"Swisscom",234,208,"🔒","🔒","🔒","🔒",,
"Staples",235,202,"🔒","🔒","🔒","🔒",,
"Beeline",236,"-","🔒","🔒","🔒","🔒",,
"National Australia Bank",237,201,"🔒","🔒","🔒","🔒",,
"BNY Mellon",238,369,"🔒","🔒","🔒","🔒",,
"Media Markt & Saturn",239,258,"🔒","🔒","🔒","🔒",,
"Scotiabank",240,347,"🔒","🔒","🔒","🔒",,
"SFR",241,"-","🔒","🔒","🔒","🔒",,
"Purina",242,247,"🔒","🔒","🔒","🔒",,
"Airbus",243,340,"🔒","🔒","🔒","🔒",,
"CNP Assurances",244,155,"🔒","🔒","🔒","🔒",,
"Coles",245,"-","🔒","🔒","🔒","🔒",,
"Allstate",246,372,"🔒","🔒","🔒","🔒",,
"BAE Systems",247,"-","🔒","🔒","🔒","🔒",,
"Louis Vuitton",248,262,"🔒","🔒","🔒","🔒",,
"SPC",249,"-","🔒","🔒","🔒","🔒",,
"ABB",250,217,"🔒","🔒","🔒","🔒",,
"Fresenius Medical Care",251,284,"🔒","🔒","🔒","🔒",,
"Deutsche Post",252,299,"🔒","🔒","🔒","🔒",,
"Mastercard",253,276,"🔒","🔒","🔒","🔒",,
"Nintendo",254,116,"🔒","🔒","🔒","🔒",,
"WPP",255,"-","🔒","🔒","🔒","🔒",,
"Telenor",256,210,"🔒","🔒","🔒","🔒",,
"7-Eleven",257,398,"🔒","🔒","🔒","🔒",,
"Aegon",258,204,"🔒","🔒","🔒","🔒",,
"Commonwealth Bank",259,237,"🔒","🔒","🔒","🔒",,
"Raytheon",260,230,"🔒","🔒","🔒","🔒",,
"Ping An",261,268,"🔒","🔒","🔒","🔒",,
"Lufthansa",262,236,"🔒","🔒","🔒","🔒",,
"BMO Financial Group",263,321,"🔒","🔒","🔒","🔒",,
"STATOIL",264,251,"🔒","🔒","🔒","🔒",,
"Singapore Airlines",265,218,"🔒","🔒","🔒","🔒",,
"Vale",266,473,"🔒","🔒","🔒","🔒",,
"Audi",267,"-","🔒","🔒","🔒","🔒",,
"Crédit Agricole",268,174,"🔒","🔒","🔒","🔒",,
"Bell",269,254,"🔒","🔒","🔒","🔒",,
"Bharti Airtel",270,280,"🔒","🔒","🔒","🔒",,
"KEPCO",271,471,"🔒","🔒","🔒","🔒",,
"Nokia Siemens Networks",272,"-","🔒","🔒","🔒","🔒",,
"Carlsberg",273,360,"🔒","🔒","🔒","🔒",,
"Rogers",274,391,"🔒","🔒","🔒","🔒",,
"Aetna",275,301,"🔒","🔒","🔒","🔒",,
"Bank of America Merrill Lynch",276,327,"🔒","🔒","🔒","🔒",,
"Rio Tinto",277,311,"🔒","🔒","🔒","🔒",,
"Champion",278,"-","🔒","🔒","🔒","🔒",,
"KitKat",279,260,"🔒","🔒","🔒","🔒",,
"BlackBerry (Handsets Only)",280,"-","🔒","🔒","🔒","🔒",,
"Fujifilm",281,435,"🔒","🔒","🔒","🔒",,
"Capital One",282,323,"🔒","🔒","🔒","🔒",,
"Chūbu Electric Power",283,402,"🔒","🔒","🔒","🔒",,
"Endesa",284,288,"🔒","🔒","🔒","🔒",,
"British Gas",285,381,"🔒","🔒","🔒","🔒",,
"Sprint",286,310,"🔒","🔒","🔒","🔒",,
"TNT",287,"-","🔒","🔒","🔒","🔒",,
"QVC",288,256,"🔒","🔒","🔒","🔒",,
"Bridgestone",289,259,"🔒","🔒","🔒","🔒",,
"Alcatel-Lucent",290,290,"🔒","🔒","🔒","🔒",,
"MTS",291,305,"🔒","🔒","🔒","🔒",,
"Claro",292,255,"🔒","🔒","🔒","🔒",,
"Michelin",293,271,"🔒","🔒","🔒","🔒",,
"MOL",294,248,"🔒","🔒","🔒","🔒",,
"State Street",295,341,"🔒","🔒","🔒","🔒",,
"Johnson Controls",296,209,"🔒","🔒","🔒","🔒",,
"Nippon Steel",297,405,"🔒","🔒","🔒","🔒",,
"Westpac",298,264,"🔒","🔒","🔒","🔒",,
"JR-East",299,263,"🔒","🔒","🔒","🔒",,
"DISH Network",300,"-","🔒","🔒","🔒","🔒",,
"RBS",301,312,"🔒","🔒","🔒","🔒",,
"Playstation",302,"-","🔒","🔒","🔒","🔒",,
"Lloyds TSB",303,344,"🔒","🔒","🔒","🔒",,
"Wii",304,"-","🔒","🔒","🔒","🔒",,
"Cigna",305,297,"🔒","🔒","🔒","🔒",,
"MTV Networks",306,273,"🔒","🔒","🔒","🔒",,
"International Paper",307,242,"🔒","🔒","🔒","🔒",,
"NYK",308,"-","🔒","🔒","🔒","🔒",,
"C.H. Robinson",309,456,"🔒","🔒","🔒","🔒",,
"CIBC",310,410,"🔒","🔒","🔒","🔒",,
"Capgemini",311,"-","🔒","🔒","🔒","🔒",,
"Amstel",312,324,"🔒","🔒","🔒","🔒",,
"PSEG",313,"-","🔒","🔒","🔒","🔒",,
"Maersk",314,416,"🔒","🔒","🔒","🔒",,
"Nestle Pure Life",315,"-","🔒","🔒","🔒","🔒",,
"China Merchants Bank",316,419,"🔒","🔒","🔒","🔒",,
"Lux",317,"-","🔒","🔒","🔒","🔒",,
"Mountain Dew / Mtn Dew",318,231,"🔒","🔒","🔒","🔒",,
"Southern Company",319,"-","🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",320,292,"🔒","🔒","🔒","🔒",,
"Berkshire Hathaway Insurance",321,"-","🔒","🔒","🔒","🔒",,
"Hermès",322,286,"🔒","🔒","🔒","🔒",,
"MAPFRE",323,317,"🔒","🔒","🔒","🔒",,
"Asahi",324,213,"🔒","🔒","🔒","🔒",,
"Anthem",325,"-","🔒","🔒","🔒","🔒",,
"John Deere",326,"-","🔒","🔒","🔒","🔒",,
"Conagra",327,"-","🔒","🔒","🔒","🔒",,
"Wilmar",328,365,"🔒","🔒","🔒","🔒",,
"Delta",329,"-","🔒","🔒","🔒","🔒",,
"OMV",330,"-","🔒","🔒","🔒","🔒",,
"Bharat Petroleum",331,293,"🔒","🔒","🔒","🔒",,
"Lukoil",332,279,"🔒","🔒","🔒","🔒",,
"Thermofisher Scientific",333,348,"🔒","🔒","🔒","🔒",,
"Weston (George)",334,"-","🔒","🔒","🔒","🔒",,
"BB&T",335,451,"🔒","🔒","🔒","🔒",,
"Commerzbank",336,228,"🔒","🔒","🔒","🔒",,
"Holcim",337,234,"🔒","🔒","🔒","🔒",,
"Pfizer",338,126,"🔒","🔒","🔒","🔒",,
"Estée Lauder",339,359,"🔒","🔒","🔒","🔒",,
"Casino",340,"-","🔒","🔒","🔒","🔒",,
"ESPN",341,"-","🔒","🔒","🔒","🔒",,
"Biore",342,"-","🔒","🔒","🔒","🔒",,
"ACS",343,238,"🔒","🔒","🔒","🔒",,
"National Grid",344,"-","🔒","🔒","🔒","🔒",,
"Etisalat",345,339,"🔒","🔒","🔒","🔒",,
"Tyco",346,"-","🔒","🔒","🔒","🔒",,
"ACER",347,318,"🔒","🔒","🔒","🔒",,
"ANZ",348,303,"🔒","🔒","🔒","🔒",,
"Shiseido",349,436,"🔒","🔒","🔒","🔒",,
"Sandvik",350,342,"🔒","🔒","🔒","🔒",,
"SSE",351,306,"🔒","🔒","🔒","🔒",,
"Travelers",352,285,"🔒","🔒","🔒","🔒",,
"Danske Bank",353,314,"🔒","🔒","🔒","🔒",,
"Rosneft",354,393,"🔒","🔒","🔒","🔒",,
"Camel",355,"-","🔒","🔒","🔒","🔒",,
"Volvo",356,100,"🔒","🔒","🔒","🔒",,
"HTC",357,"-","🔒","🔒","🔒","🔒",,
"Mazda",358,332,"🔒","🔒","🔒","🔒",,
"Telcel",359,281,"🔒","🔒","🔒","🔒",,
"Marathon",360,"-","🔒","🔒","🔒","🔒",,
"Enbw",361,"-","🔒","🔒","🔒","🔒",,
"T-Systems",362,308,"🔒","🔒","🔒","🔒",,
"Bayer",363,"-","🔒","🔒","🔒","🔒",,
"Infosys",364,413,"🔒","🔒","🔒","🔒",,
"Schwarzkopf",365,"-","🔒","🔒","🔒","🔒",,
"Virgin Media",366,315,"🔒","🔒","🔒","🔒",,
"Geico",367,"-","🔒","🔒","🔒","🔒",,
"Black & Decker",368,"-","🔒","🔒","🔒","🔒",,
"HESS",369,"-","🔒","🔒","🔒","🔒",,
"ABC",370,"-","🔒","🔒","🔒","🔒",,
"Manulife Financial",371,227,"🔒","🔒","🔒","🔒",,
"SunTrust Bank",372,"-","🔒","🔒","🔒","🔒",,
"Continental",373,"-","🔒","🔒","🔒","🔒",,
"HypoVereinsbank",374,375,"🔒","🔒","🔒","🔒",,
"Qwest",375,370,"🔒","🔒","🔒","🔒",,
"POSCO",376,330,"🔒","🔒","🔒","🔒",,
"Kia",377,406,"🔒","🔒","🔒","🔒",,
"Cadbury",378,266,"🔒","🔒","🔒","🔒",,
"Aflac",379,"-","🔒","🔒","🔒","🔒",,
"CSC",380,"-","🔒","🔒","🔒","🔒",,
"EDP",381,185,"🔒","🔒","🔒","🔒",,
"Pearson",382,358,"🔒","🔒","🔒","🔒",,
"CPIC [China Pacific Insurance (Group) Co]",383,"-","🔒","🔒","🔒","🔒",,
"Empresas Copec",384,"-","🔒","🔒","🔒","🔒",,
"Pão de Açúcar",385,"-","🔒","🔒","🔒","🔒",,
"Genting",386,"-","🔒","🔒","🔒","🔒",,
"Rolls-Royce",387,334,"🔒","🔒","🔒","🔒",,
"Schindler",388,"-","🔒","🔒","🔒","🔒",,
"Hershey's",389,"-","🔒","🔒","🔒","🔒",,
"CSX",390,439,"🔒","🔒","🔒","🔒",,
"FPCC",391,"-","🔒","🔒","🔒","🔒",,
"J.C Penney",392,326,"🔒","🔒","🔒","🔒",,
"Norfolk",393,"-","🔒","🔒","🔒","🔒",,
"Lipton",394,"-","🔒","🔒","🔒","🔒",,
"Ace",395,418,"🔒","🔒","🔒","🔒",,
"Kyocera",396,427,"🔒","🔒","🔒","🔒",,
"SK telecom",397,404,"🔒","🔒","🔒","🔒",,
"Nomura",398,"-","🔒","🔒","🔒","🔒",,
"Halifax",399,"-","🔒","🔒","🔒","🔒",,
"Qualcomm",400,319,"🔒","🔒","🔒","🔒",,
"Man",401,"-","🔒","🔒","🔒","🔒",,
"SUEZ Environnement",402,"-","🔒","🔒","🔒","🔒",,
"Bouygues",403,"-","🔒","🔒","🔒","🔒",,
"Magnit",404,449,"🔒","🔒","🔒","🔒",,
"Harley-Davidson",405,296,"🔒","🔒","🔒","🔒",,
"BlackRock",406,"-","🔒","🔒","🔒","🔒",,
"GAP",407,428,"🔒","🔒","🔒","🔒",,
"Glaxosmithkline",408,"-","🔒","🔒","🔒","🔒",,
"Lay’s Potato Chips",409,"-","🔒","🔒","🔒","🔒",,
"Marriott",410,447,"🔒","🔒","🔒","🔒",,
"Raiffeisen Bank International",411,"-","🔒","🔒","🔒","🔒",,
"Ergo",412,368,"🔒","🔒","🔒","🔒",,
"Bed Bath & Beyond",413,385,"🔒","🔒","🔒","🔒",,
"Lockheed Martin",414,386,"🔒","🔒","🔒","🔒",,
"CN",415,446,"🔒","🔒","🔒","🔒",,
"Pantene",416,"-","🔒","🔒","🔒","🔒",,
"Tyco Electronics",417,"-","🔒","🔒","🔒","🔒",,
"China Southern Airlines",418,462,"🔒","🔒","🔒","🔒",,
"Optus",419,"-","🔒","🔒","🔒","🔒",,
"7UP",420,"-","🔒","🔒","🔒","🔒",,
"Adobe",421,"-","🔒","🔒","🔒","🔒",,
"Eletrobras",422,"-","🔒","🔒","🔒","🔒",,
"Sodexo",423,445,"🔒","🔒","🔒","🔒",,
"Postbank",424,"-","🔒","🔒","🔒","🔒",,
"Stop & Shop",425,"-","🔒","🔒","🔒","🔒",,
"ICICI Bank",426,426,"🔒","🔒","🔒","🔒",,
"Arcon",427,"-","🔒","🔒","🔒","🔒",,
"Garnier",428,"-","🔒","🔒","🔒","🔒",,
"KOGAS",429,"-","🔒","🔒","🔒","🔒",,
"CEPSA",430,"-","🔒","🔒","🔒","🔒",,
"COSCO",431,"-","🔒","🔒","🔒","🔒",,
"STC",432,383,"🔒","🔒","🔒","🔒",,
"KBC",433,307,"🔒","🔒","🔒","🔒",,
"Centurylink",434,"-","🔒","🔒","🔒","🔒",,
"Kansai Electric Power Company",435,"-","🔒","🔒","🔒","🔒",,
"CHS",436,387,"🔒","🔒","🔒","🔒",,
"Telus",437,476,"🔒","🔒","🔒","🔒",,
"Winston",438,388,"🔒","🔒","🔒","🔒",,
"PICC",439,"-","🔒","🔒","🔒","🔒",,
"DnB",440,468,"🔒","🔒","🔒","🔒",,
"MURPHY",441,"-","🔒","🔒","🔒","🔒",,
"KT",442,"-","🔒","🔒","🔒","🔒",,
"Citibanamex",443,"-","🔒","🔒","🔒","🔒",,
"Agip",444,345,"🔒","🔒","🔒","🔒",,
"AIG",445,146,"🔒","🔒","🔒","🔒",,
"Turk Telekom",446,"-","🔒","🔒","🔒","🔒",,
"Cathay Pacific",447,"-","🔒","🔒","🔒","🔒",,
"Air France",448,298,"🔒","🔒","🔒","🔒",,
"Thales",449,325,"🔒","🔒","🔒","🔒",,
"BYD",450,448,"🔒","🔒","🔒","🔒",,
"Danaher",451,"-","🔒","🔒","🔒","🔒",,
"JR West",452,420,"🔒","🔒","🔒","🔒",,
"ASTRA International",453,"-","🔒","🔒","🔒","🔒",,
"HBO",454,"-","🔒","🔒","🔒","🔒",,
"Ferrovial",455,384,"🔒","🔒","🔒","🔒",,
"Eiffage",456,442,"🔒","🔒","🔒","🔒",,
"Wipro",457,367,"🔒","🔒","🔒","🔒",,
"Telia",458,422,"🔒","🔒","🔒","🔒",,
