"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"Cartier",209,197,"🔒","🔒","🔒","🔒",,
"Lehman Bros",210,170,"🔒","🔒","🔒","🔒",,
"Banco do Brasil",211,238,"🔒","🔒","🔒","🔒",,
"Olympus",212,204,"🔒","🔒","🔒","🔒",,
"Smirnoff",213,186,"🔒","🔒","🔒","🔒",,
"Corona",214,215,"🔒","🔒","🔒","🔒",,
"CIBC",215,223,"🔒","🔒","🔒","🔒",,
"WASHINGTON MUTUAL",216,"-","🔒","🔒","🔒","🔒",,
"Java",217,"-","🔒","🔒","🔒","🔒",,
"QVC",218,"-","🔒","🔒","🔒","🔒",,
"United Airlines",219,"-","🔒","🔒","🔒","🔒",,
"Camel",220,"-","🔒","🔒","🔒","🔒",,
"Nordea",221,221,"🔒","🔒","🔒","🔒",,
"Abbott Labs",222,242,"🔒","🔒","🔒","🔒",,
"DIRECTV",223,"-","🔒","🔒","🔒","🔒",,
"Holcim",224,"-","🔒","🔒","🔒","🔒",,
"Adecco",225,"-","🔒","🔒","🔒","🔒",,
"Commerzbank",226,205,"🔒","🔒","🔒","🔒",,
"ANZ",227,218,"🔒","🔒","🔒","🔒",,
"Scotiabank",228,"-","🔒","🔒","🔒","🔒",,
"MUFG",229,196,"🔒","🔒","🔒","🔒",,
"Zara",230,208,"🔒","🔒","🔒","🔒",,
"TUI",231,"-","🔒","🔒","🔒","🔒",,
"SMBC",232,"-","🔒","🔒","🔒","🔒",,
"Thomson",233,"-","🔒","🔒","🔒","🔒",,
"Itaú",234,"-","🔒","🔒","🔒","🔒",,
"LG",235,119,"🔒","🔒","🔒","🔒",,
"Sky",236,"-","🔒","🔒","🔒","🔒",,
"Rolex",237,157,"🔒","🔒","🔒","🔒",,
"Mitsubishi",238,"-","🔒","🔒","🔒","🔒",,
"Suzuki",239,"-","🔒","🔒","🔒","🔒",,
"HypoVereinsbank",240,"-","🔒","🔒","🔒","🔒",,
"Xbox",241,"-","🔒","🔒","🔒","🔒",,
"Kraft",242,65,"🔒","🔒","🔒","🔒",,
"China Unicom",243,209,"🔒","🔒","🔒","🔒",,
"Petrobras",244,"-","🔒","🔒","🔒","🔒",,
"Sberbank",245,"-","🔒","🔒","🔒","🔒",,
"Norton",246,"-","🔒","🔒","🔒","🔒",,
"ConocoPhillips",247,194,"🔒","🔒","🔒","🔒",,
"AstraZeneca",248,179,"🔒","🔒","🔒","🔒",,
"JR East",249,"-","🔒","🔒","🔒","🔒",,
"KEPCO",250,"-","🔒","🔒","🔒","🔒",,
"Staples",251,"-","🔒","🔒","🔒","🔒",,
"Airbus",252,"-","🔒","🔒","🔒","🔒",,
"Westpac",253,220,"🔒","🔒","🔒","🔒",,
"Lafarge",254,"-","🔒","🔒","🔒","🔒",,
"Marriott",255,"-","🔒","🔒","🔒","🔒",,
"Old Mutual",256,185,"🔒","🔒","🔒","🔒",,
"FANNIE MAE",257,"-","🔒","🔒","🔒","🔒",,
"Peroni Nastro Azzuro",258,"-","🔒","🔒","🔒","🔒",,
"Bridgestone",259,"-","🔒","🔒","🔒","🔒",,
"Purina",260,"-","🔒","🔒","🔒","🔒",,
"Esprit",261,"-","🔒","🔒","🔒","🔒",,
"BNSF Railway",262,"-","🔒","🔒","🔒","🔒",,
"Singapore Airlines",263,"-","🔒","🔒","🔒","🔒",,
"Gazprom",264,"-","🔒","🔒","🔒","🔒",,
"BASF",265,"-","🔒","🔒","🔒","🔒",,
"Nikon",266,224,"🔒","🔒","🔒","🔒",,
"Qwest",267,"-","🔒","🔒","🔒","🔒",,
"Wrigley's",268,173,"🔒","🔒","🔒","🔒",,
"Maggi",269,"-","🔒","🔒","🔒","🔒",,
"Deutsche Post",270,"-","🔒","🔒","🔒","🔒",,
"BANK OF SCOTLAND",271,"-","🔒","🔒","🔒","🔒",,
"SoftBank",272,"-","🔒","🔒","🔒","🔒",,
"Media Markt & Saturn",273,"-","🔒","🔒","🔒","🔒",,
"KDDI",274,"-","🔒","🔒","🔒","🔒",,
"TNT",275,"-","🔒","🔒","🔒","🔒",,
"Vauxhall",276,"-","🔒","🔒","🔒","🔒",,
"Michelin",277,"-","🔒","🔒","🔒","🔒",,
"Cadbury",278,202,"🔒","🔒","🔒","🔒",,
"telenor",279,"-","🔒","🔒","🔒","🔒",,
"Merck",280,"-","🔒","🔒","🔒","🔒",,
"Swisscom",281,"-","🔒","🔒","🔒","🔒",,
"FUJIFILM",282,"-","🔒","🔒","🔒","🔒",,
"Virgin Media",283,"-","🔒","🔒","🔒","🔒",,
"Citroën",284,"-","🔒","🔒","🔒","🔒",,
"Nordstrom",285,"-","🔒","🔒","🔒","🔒",,
"Foxconn",286,"-","🔒","🔒","🔒","🔒",,
"British Airways",287,198,"🔒","🔒","🔒","🔒",,
"Dentsu",288,"-","🔒","🔒","🔒","🔒",,
"Whirlpool",289,207,"🔒","🔒","🔒","🔒",,
"State Bank of India",290,"-","🔒","🔒","🔒","🔒",,
"Dish Networks",291,"-","🔒","🔒","🔒","🔒",,
"Gucci",292,49,"🔒","🔒","🔒","🔒",,
"Amstel",293,"-","🔒","🔒","🔒","🔒",,
"Sun Life Financial",294,"-","🔒","🔒","🔒","🔒",,
"The Hartford",295,"-","🔒","🔒","🔒","🔒",,
"MTS",296,"-","🔒","🔒","🔒","🔒",,
"BANK OF IRELAND",297,"-","🔒","🔒","🔒","🔒",,
"Mobil",298,"-","🔒","🔒","🔒","🔒",,
"NIVEA",299,"-","🔒","🔒","🔒","🔒",,
"John Deere",300,"-","🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",301,"-","🔒","🔒","🔒","🔒",,
"Japan Airlines",302,232,"🔒","🔒","🔒","🔒",,
"Asahi",303,"-","🔒","🔒","🔒","🔒",,
"EDS",304,"-","🔒","🔒","🔒","🔒",,
"Rogers",305,"-","🔒","🔒","🔒","🔒",,
"ORIX",306,"-","🔒","🔒","🔒","🔒",,
"Thermo Fisher Scientific",307,"-","🔒","🔒","🔒","🔒",,
"Great-West Life",308,"-","🔒","🔒","🔒","🔒",,
"CEMEX",309,"-","🔒","🔒","🔒","🔒",,
"AEON",310,"-","🔒","🔒","🔒","🔒",,
"Gap",311,93,"🔒","🔒","🔒","🔒",,
"Bank of Communications",312,"-","🔒","🔒","🔒","🔒",,
"KitKat",313,"-","🔒","🔒","🔒","🔒",,
"Lukoil",314,"-","🔒","🔒","🔒","🔒",,
"Valero",315,230,"🔒","🔒","🔒","🔒",,
"ICICI Bank",316,"-","🔒","🔒","🔒","🔒",,
"MasterCard",317,"-","🔒","🔒","🔒","🔒",,
"Hermès",318,"-","🔒","🔒","🔒","🔒",,
"Lilly",319,"-","🔒","🔒","🔒","🔒",,
"HeidelbergCement",320,"-","🔒","🔒","🔒","🔒",,
"Hyundai",321,151,"🔒","🔒","🔒","🔒",,
"Evian",322,"-","🔒","🔒","🔒","🔒",,
"Qantas",323,"-","🔒","🔒","🔒","🔒",,
"Bank of Montreal",324,"-","🔒","🔒","🔒","🔒",,
"Sanyo",325,"-","🔒","🔒","🔒","🔒",,
"CNC",326,"-","🔒","🔒","🔒","🔒",,
"McGraw-Hill",327,"-","🔒","🔒","🔒","🔒",,
"TIFFANY & CO.",328,"-","🔒","🔒","🔒","🔒",,
"Lockheed Martin",329,"-","🔒","🔒","🔒","🔒",,
"Electronic Arts (EA)",330,237,"🔒","🔒","🔒","🔒",,
"OTP Bank",331,"-","🔒","🔒","🔒","🔒",,
"Air France",332,"-","🔒","🔒","🔒","🔒",,
"Bank Austria",333,"-","🔒","🔒","🔒","🔒",,
"AIB",334,"-","🔒","🔒","🔒","🔒",,
"Hilton",335,"-","🔒","🔒","🔒","🔒",,
"Veolia Environnement",336,"-","🔒","🔒","🔒","🔒",,
"Unilever",337,"-","🔒","🔒","🔒","🔒",,
"Sampo",338,"-","🔒","🔒","🔒","🔒",,
"Ricoh",339,"-","🔒","🔒","🔒","🔒",,
"Taco Bell",340,"-","🔒","🔒","🔒","🔒",,
"Bristol-Myers Squibb",341,"-","🔒","🔒","🔒","🔒",,
"Kirin",342,"-","🔒","🔒","🔒","🔒",,
"Dominion",343,"-","🔒","🔒","🔒","🔒",,
"Campbell's",344,239,"🔒","🔒","🔒","🔒",,
"Goodyear",345,"-","🔒","🔒","🔒","🔒",,
"Burberry",346,"-","🔒","🔒","🔒","🔒",,
"Kleenex",347,226,"🔒","🔒","🔒","🔒",,
"Erste Bank",348,"-","🔒","🔒","🔒","🔒",,
"Telmex",349,"-","🔒","🔒","🔒","🔒",,
"First National Bank",350,"-","🔒","🔒","🔒","🔒",,
"Sephora",351,"-","🔒","🔒","🔒","🔒",,
"Pilsner Urquell",352,"-","🔒","🔒","🔒","🔒",,
"Shiseido",353,"-","🔒","🔒","🔒","🔒",,
"Qualcomm",354,"-","🔒","🔒","🔒","🔒",,
"FPL",355,"-","🔒","🔒","🔒","🔒",,
"Duke Energy",356,"-","🔒","🔒","🔒","🔒",,
"Reuters",357,236,"🔒","🔒","🔒","🔒",,
"Universal Music Group",358,"-","🔒","🔒","🔒","🔒",,
"Natixis",359,"-","🔒","🔒","🔒","🔒",,
"Wyeth",360,"-","🔒","🔒","🔒","🔒",,
"Kmart",361,"-","🔒","🔒","🔒","🔒",,
"Schering-Plough",362,"-","🔒","🔒","🔒","🔒",,
"ADP",363,"-","🔒","🔒","🔒","🔒",,
"Accor",364,"-","🔒","🔒","🔒","🔒",,
"McKesson",365,"-","🔒","🔒","🔒","🔒",,
"Standard Bank",366,219,"🔒","🔒","🔒","🔒",,
"Casino",367,"-","🔒","🔒","🔒","🔒",,
"Jack Daniels",368,"-","🔒","🔒","🔒","🔒",,
"KBC",369,"-","🔒","🔒","🔒","🔒",,
"Mazda",370,"-","🔒","🔒","🔒","🔒",,
"State Street",371,"-","🔒","🔒","🔒","🔒",,
"Southwest Airlines",372,"-","🔒","🔒","🔒","🔒",,
"Henkel",373,"-","🔒","🔒","🔒","🔒",,
"St George Bank",374,"-","🔒","🔒","🔒","🔒",,
"ArcelorMittal",375,"-","🔒","🔒","🔒","🔒",,
"Paramount",376,"-","🔒","🔒","🔒","🔒",,
"CIGNA",377,"-","🔒","🔒","🔒","🔒",,
"Bulgari",378,243,"🔒","🔒","🔒","🔒",,
"KPN",379,"-","🔒","🔒","🔒","🔒",,
"Puma",380,"-","🔒","🔒","🔒","🔒",,
"Rosneft",381,"-","🔒","🔒","🔒","🔒",,
"Hershey's",382,229,"🔒","🔒","🔒","🔒",,
"Macquarie",383,"-","🔒","🔒","🔒","🔒",,
"Standard Life",384,"-","🔒","🔒","🔒","🔒",,
"Millea",385,"-","🔒","🔒","🔒","🔒",,
"AES",386,"-","🔒","🔒","🔒","🔒",,
"Smith Barney",387,"-","🔒","🔒","🔒","🔒",,
"Rolls-Royce",388,"-","🔒","🔒","🔒","🔒",,
"Real",389,"-","🔒","🔒","🔒","🔒",,
"Adobe",390,"-","🔒","🔒","🔒","🔒",,
"Express Scripts",391,"-","🔒","🔒","🔒","🔒",,
"Dior",392,"-","🔒","🔒","🔒","🔒",,
"alltel",393,"-","🔒","🔒","🔒","🔒",,
"Continental",394,"-","🔒","🔒","🔒","🔒",,
"Aflac",395,"-","🔒","🔒","🔒","🔒",,
"News Corporation",396,44,"🔒","🔒","🔒","🔒",,
"AEP",397,"-","🔒","🔒","🔒","🔒",,
"Citizens Bank",398,"-","🔒","🔒","🔒","🔒",,
"Legal & General",399,"-","🔒","🔒","🔒","🔒",,
"ABSA",400,"-","🔒","🔒","🔒","🔒",,
"Kodak",401,211,"🔒","🔒","🔒","🔒",,
"SunTrust",402,"-","🔒","🔒","🔒","🔒",,
"Lenovo",403,"-","🔒","🔒","🔒","🔒",,
"Schweppes",404,"-","🔒","🔒","🔒","🔒",,
"Edison International",405,"-","🔒","🔒","🔒","🔒",,
"Liberty Global",406,"-","🔒","🔒","🔒","🔒",,
"Turkcell",407,"-","🔒","🔒","🔒","🔒",,
"TE Connectivity",408,"-","🔒","🔒","🔒","🔒",,
"Freddie Mac",409,216,"🔒","🔒","🔒","🔒",,
"Mitsui Fudosan",410,"-","🔒","🔒","🔒","🔒",,
"MAPFRE",411,"-","🔒","🔒","🔒","🔒",,
"Spectrum",412,"-","🔒","🔒","🔒","🔒",,
"British Gas",413,"-","🔒","🔒","🔒","🔒",,
"Reebok",414,"-","🔒","🔒","🔒","🔒",,
"L-3 Communications",415,"-","🔒","🔒","🔒","🔒",,
"Dexia",416,"-","🔒","🔒","🔒","🔒",,
"Du Pont",417,"-","🔒","🔒","🔒","🔒",,
"Marathon",418,"-","🔒","🔒","🔒","🔒",,
"Carrier",419,"-","🔒","🔒","🔒","🔒",,
"National Bank of Greece",420,"-","🔒","🔒","🔒","🔒",,
"TeliaSonera",421,"-","🔒","🔒","🔒","🔒",,
"PNC",422,"-","🔒","🔒","🔒","🔒",,
"Brookfield",423,"-","🔒","🔒","🔒","🔒",,
"StatoilHydro",424,"-","🔒","🔒","🔒","🔒",,
"Postbank",425,"-","🔒","🔒","🔒","🔒",,
"General Dynamics",426,"-","🔒","🔒","🔒","🔒",,
"KB Kookmin Bank",427,"-","🔒","🔒","🔒","🔒",,
"Northrop Grumman",428,"-","🔒","🔒","🔒","🔒",,
"HSN",429,"-","🔒","🔒","🔒","🔒",,
"Capitalia",430,"-","🔒","🔒","🔒","🔒",,
"Discover",431,"-","🔒","🔒","🔒","🔒",,
"T.J.maxx",432,"-","🔒","🔒","🔒","🔒",,
"Flextronics",433,"-","🔒","🔒","🔒","🔒",,
"npower",434,"-","🔒","🔒","🔒","🔒",,
"Capgemini",435,"-","🔒","🔒","🔒","🔒",,
"HBO",436,"-","🔒","🔒","🔒","🔒",,
"Ingersoll Rand",437,"-","🔒","🔒","🔒","🔒",,
"Kyocera",438,"-","🔒","🔒","🔒","🔒",,
"Acer",439,245,"🔒","🔒","🔒","🔒",,
"Old Navy",440,"-","🔒","🔒","🔒","🔒",,
"Constellation Energy",441,"-","🔒","🔒","🔒","🔒",,
"AMB Generali",442,"-","🔒","🔒","🔒","🔒",,
"Shinhan Financial Group",443,"-","🔒","🔒","🔒","🔒",,
"Carnival",444,"-","🔒","🔒","🔒","🔒",,
"China Merchants Bank",445,"-","🔒","🔒","🔒","🔒",,
"Abbey",446,"-","🔒","🔒","🔒","🔒",,
"Next",447,"-","🔒","🔒","🔒","🔒",,
"Swedbank",448,"-","🔒","🔒","🔒","🔒",,
"Tokyo Gas",449,"-","🔒","🔒","🔒","🔒",,
"Isuzu",450,"-","🔒","🔒","🔒","🔒",,
"Gannett",451,"-","🔒","🔒","🔒","🔒",,
"SK Telecom",452,"-","🔒","🔒","🔒","🔒",,
"Kawasaki",453,"-","🔒","🔒","🔒","🔒",,
"Mew & Panahome",454,"-","🔒","🔒","🔒","🔒",,
"PG&E",455,"-","🔒","🔒","🔒","🔒",,
"Mitsui Sumitomo Insurance",456,"-","🔒","🔒","🔒","🔒",,
"Avery Dennison",457,"-","🔒","🔒","🔒","🔒",,
"Air China",458,"-","🔒","🔒","🔒","🔒",,
"Pearson",459,"-","🔒","🔒","🔒","🔒",,
