"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"Société Générale",133,203,"🔒","🔒","🔒","🔒",,
"Gillette",134,115,"🔒","🔒","🔒","🔒",,
"T (Deutsche Telekom in Germany)",135,153,"🔒","🔒","🔒","🔒",,
"Ericsson",136,135,"🔒","🔒","🔒","🔒",,
"Kellogg's",137,111,"🔒","🔒","🔒","🔒",,
"Petronas",138,156,"🔒","🔒","🔒","🔒",,
"Honeywell",139,139,"🔒","🔒","🔒","🔒",,
"Scotiabank",140,159,"🔒","🔒","🔒","🔒",,
"Standard Chartered",141,118,"🔒","🔒","🔒","🔒",,
"Telenor",142,216,"🔒","🔒","🔒","🔒",,
"Petrobras",143,165,"🔒","🔒","🔒","🔒",,
"NBC International",144,182,"🔒","🔒","🔒","🔒",,
"Zara",145,204,"🔒","🔒","🔒","🔒",,
"Johnson & Johnson",146,122,"🔒","🔒","🔒","🔒",,
"O2",147,133,"🔒","🔒","🔒","🔒",,
"Claro",148,158,"🔒","🔒","🔒","🔒",,
"Peugeot",149,110,"🔒","🔒","🔒","🔒",,
"Statoil",150,208,"🔒","🔒","🔒","🔒",,
"Sky",151,"-","🔒","🔒","🔒","🔒",,
"Metlife",152,150,"🔒","🔒","🔒","🔒",,
"Nordea",153,176,"🔒","🔒","🔒","🔒",,
"eni",154,145,"🔒","🔒","🔒","🔒",,
"U.S. Bank",155,218,"🔒","🔒","🔒","🔒",,
"Bank of Montreal",156,170,"🔒","🔒","🔒","🔒",,
"BHP Billiton",157,149,"🔒","🔒","🔒","🔒",,
"au",158,187,"🔒","🔒","🔒","🔒",,
"Gucci",159,406,"🔒","🔒","🔒","🔒",,
"Enel",160,151,"🔒","🔒","🔒","🔒",,
"Dell",161,69,"🔒","🔒","🔒","🔒",,
"Prudential (UK)",162,132,"🔒","🔒","🔒","🔒",,
"Ping An",163,186,"🔒","🔒","🔒","🔒",,
"Telstra",164,174,"🔒","🔒","🔒","🔒",,
"Chevrolet",165,200,"🔒","🔒","🔒","🔒",,
"Sainsbury's",166,154,"🔒","🔒","🔒","🔒",,
"State Bank of India",167,209,"🔒","🔒","🔒","🔒",,
"Aeon",168,157,"🔒","🔒","🔒","🔒",,
"Pantene",169,428,"🔒","🔒","🔒","🔒",,
"Coles",170,197,"🔒","🔒","🔒","🔒",,
"CBS",171,193,"🔒","🔒","🔒","🔒",,
"Union Pacific",172,160,"🔒","🔒","🔒","🔒",,
"Nivea",173,164,"🔒","🔒","🔒","🔒",,
"Zurich",174,167,"🔒","🔒","🔒","🔒",,
"ANZ",175,307,"🔒","🔒","🔒","🔒",,
"Vinci",176,148,"🔒","🔒","🔒","🔒",,
"Bank of Communications",177,161,"🔒","🔒","🔒","🔒",,
"Adidas",178,128,"🔒","🔒","🔒","🔒",,
"Fiat",179,228,"🔒","🔒","🔒","🔒",,
"Heinz",180,169,"🔒","🔒","🔒","🔒",,
"Mitsui & Co",181,"-","🔒","🔒","🔒","🔒",,
"Saint-Gobain",182,138,"🔒","🔒","🔒","🔒",,
"Iberdrola",183,120,"🔒","🔒","🔒","🔒",,
"Airbus",184,202,"🔒","🔒","🔒","🔒",,
"BASF",185,166,"🔒","🔒","🔒","🔒",,
"AIG",186,"-","🔒","🔒","🔒","🔒",,
"McLane",187,140,"🔒","🔒","🔒","🔒",,
"Cadbury",188,293,"🔒","🔒","🔒","🔒",,
"Facebook",189,"-","🔒","🔒","🔒","🔒",,
"Bell",190,175,"🔒","🔒","🔒","🔒",,
"Munich Re",191,188,"🔒","🔒","🔒","🔒",,
"Lancôme",192,184,"🔒","🔒","🔒","🔒",,
"Warner Bros.",193,199,"🔒","🔒","🔒","🔒",,
"Huawei",194,"-","🔒","🔒","🔒","🔒",,
"SMFG",195,"-","🔒","🔒","🔒","🔒",,
"Audi",196,212,"🔒","🔒","🔒","🔒",,
"Jardines",197,177,"🔒","🔒","🔒","🔒",,
"Mastercard",198,181,"🔒","🔒","🔒","🔒",,
"Royal Bank of Scotland",199,246,"🔒","🔒","🔒","🔒",,
"Sharp",200,163,"🔒","🔒","🔒","🔒",,
"Kia",201,185,"🔒","🔒","🔒","🔒",,
"Morrisons",202,146,"🔒","🔒","🔒","🔒",,
"Thomson Reuters",203,155,"🔒","🔒","🔒","🔒",,
"Commonwealth Bank",204,233,"🔒","🔒","🔒","🔒",,
"Louis Vuitton",205,192,"🔒","🔒","🔒","🔒",,
"EMC2",206,207,"🔒","🔒","🔒","🔒",,
"Lukoil",207,265,"🔒","🔒","🔒","🔒",,
"MTN",208,179,"🔒","🔒","🔒","🔒",,
"Avon",209,113,"🔒","🔒","🔒","🔒",,
"Randstad",210,172,"🔒","🔒","🔒","🔒",,
"Centurylink",211,180,"🔒","🔒","🔒","🔒",,
"Virgin Media",212,201,"🔒","🔒","🔒","🔒",,
"nab",213,237,"🔒","🔒","🔒","🔒",,
"Purina",214,240,"🔒","🔒","🔒","🔒",,
"UniCredit",215,239,"🔒","🔒","🔒","🔒",,
"GS Group",216,"-","🔒","🔒","🔒","🔒",,
"KT",217,285,"🔒","🔒","🔒","🔒",,
"Xbox",218,196,"🔒","🔒","🔒","🔒",,
"Nescafé",219,238,"🔒","🔒","🔒","🔒",,
"SFR",220,245,"🔒","🔒","🔒","🔒",,
"Nordstrom",221,220,"🔒","🔒","🔒","🔒",,
"Swiss Re",222,282,"🔒","🔒","🔒","🔒",,
"Beeline",223,"-","🔒","🔒","🔒","🔒",,
"CIBC",224,213,"🔒","🔒","🔒","🔒",,
"Tencent",225,264,"🔒","🔒","🔒","🔒",,
"Mizuho",226,311,"🔒","🔒","🔒","🔒",,
"Kroger",227,211,"🔒","🔒","🔒","🔒",,
"Casino",228,274,"🔒","🔒","🔒","🔒",,
"Marks & Spencer",229,210,"🔒","🔒","🔒","🔒",,
"Colgate",230,223,"🔒","🔒","🔒","🔒",,
"Marubeni",231,230,"🔒","🔒","🔒","🔒",,
"Prada",232,316,"🔒","🔒","🔒","🔒",,
"Medtronic",233,222,"🔒","🔒","🔒","🔒",,
"China Merchants Bank",234,251,"🔒","🔒","🔒","🔒",,
"PNC",235,198,"🔒","🔒","🔒","🔒",,
"Rogers",236,242,"🔒","🔒","🔒","🔒",,
"Fujitsu",237,171,"🔒","🔒","🔒","🔒",,
"Unilever",238,"-","🔒","🔒","🔒","🔒",,
"7-Eleven",239,215,"🔒","🔒","🔒","🔒",,
"Publix",240,"-","🔒","🔒","🔒","🔒",,
"Fluor",241,"-","🔒","🔒","🔒","🔒",,
"Hermes",242,308,"🔒","🔒","🔒","🔒",,
"Winston",243,272,"🔒","🔒","🔒","🔒",,
"Suzuki",244,221,"🔒","🔒","🔒","🔒",,
"Bridgestone",245,224,"🔒","🔒","🔒","🔒",,
"Cartier",246,343,"🔒","🔒","🔒","🔒",,
"Aviva",247,217,"🔒","🔒","🔒","🔒",,
"priceline.com",248,250,"🔒","🔒","🔒","🔒",,
"Dish Network",249,266,"🔒","🔒","🔒","🔒",,
"RWE",250,225,"🔒","🔒","🔒","🔒",,
"Telcel",251,269,"🔒","🔒","🔒","🔒",,
"Johnnie Walker",252,469,"🔒","🔒","🔒","🔒",,
"Michelin",253,260,"🔒","🔒","🔒","🔒",,
"Johnson Controls",254,270,"🔒","🔒","🔒","🔒",,
"Aetna",255,277,"🔒","🔒","🔒","🔒",,
"Sprint",256,278,"🔒","🔒","🔒","🔒",,
"Pão de Açúcar",257,"-","🔒","🔒","🔒","🔒",,
"General Motors",258,259,"🔒","🔒","🔒","🔒",,
"Prudential (US)",259,232,"🔒","🔒","🔒","🔒",,
"ABB",260,281,"🔒","🔒","🔒","🔒",,
"MTV",261,279,"🔒","🔒","🔒","🔒",,
"CNOOC",262,"-","🔒","🔒","🔒","🔒",,
"Dove",263,189,"🔒","🔒","🔒","🔒",,
"LG Electronics",264,"-","🔒","🔒","🔒","🔒",,
"Heineken",265,262,"🔒","🔒","🔒","🔒",,
"Shinhan Financial Group",266,407,"🔒","🔒","🔒","🔒",,
"Rosneft",267,322,"🔒","🔒","🔒","🔒",,
"Enbridge",268,205,"🔒","🔒","🔒","🔒",,
"Rio Tinto",269,254,"🔒","🔒","🔒","🔒",,
"BNY Mellon",270,247,"🔒","🔒","🔒","🔒",,
"CNP Assurances",271,286,"🔒","🔒","🔒","🔒",,
"Westpac",272,290,"🔒","🔒","🔒","🔒",,
"BAE Systems",273,257,"🔒","🔒","🔒","🔒",,
"Cigna",274,333,"🔒","🔒","🔒","🔒",,
"Emirates",275,275,"🔒","🔒","🔒","🔒",,
"Kohl's",276,227,"🔒","🔒","🔒","🔒",,
"Citroën",277,236,"🔒","🔒","🔒","🔒",,
"Asahi",278,340,"🔒","🔒","🔒","🔒",,
"John Deere",279,283,"🔒","🔒","🔒","🔒",,
"Bayer",280,310,"🔒","🔒","🔒","🔒",,
"Mitsubishi Electric",281,"-","🔒","🔒","🔒","🔒",,
"Fresenius Medical Care",282,258,"🔒","🔒","🔒","🔒",,
"Sprite",283,261,"🔒","🔒","🔒","🔒",,
"Bombardier",284,235,"🔒","🔒","🔒","🔒",,
"Olay",285,68,"🔒","🔒","🔒","🔒",,
"Danske Bank",286,396,"🔒","🔒","🔒","🔒",,
"Metro",287,173,"🔒","🔒","🔒","🔒",,
"MCC",288,334,"🔒","🔒","🔒","🔒",,
"Daimler",289,249,"🔒","🔒","🔒","🔒",,
"George Weston",290,353,"🔒","🔒","🔒","🔒",,
"GMC",291,338,"🔒","🔒","🔒","🔒",,
"Estée Lauder",292,273,"🔒","🔒","🔒","🔒",,
"Pfizer",293,306,"🔒","🔒","🔒","🔒",,
"Nec",294,287,"🔒","🔒","🔒","🔒",,
"GS Caltex",295,231,"🔒","🔒","🔒","🔒",,
"Lockheed Martin",296,380,"🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",297,312,"🔒","🔒","🔒","🔒",,
"ESPN",298,359,"🔒","🔒","🔒","🔒",,
"ArcelorMittal",299,248,"🔒","🔒","🔒","🔒",,
"VEOLIA",300,243,"🔒","🔒","🔒","🔒",,
"Reliance Industries",301,226,"🔒","🔒","🔒","🔒",,
"Yahoo!",302,214,"🔒","🔒","🔒","🔒",,
"Southern Company",303,295,"🔒","🔒","🔒","🔒",,
"Airtel",304,178,"🔒","🔒","🔒","🔒",,
"International Paper",305,302,"🔒","🔒","🔒","🔒",,
"Nippon Steel",306,313,"🔒","🔒","🔒","🔒",,
"Bank of America Merrill Lynch",307,"-","🔒","🔒","🔒","🔒",,
"Rolls Royce (Aerospace and Defense)",308,342,"🔒","🔒","🔒","🔒",,
"Playstation",309,276,"🔒","🔒","🔒","🔒",,
"OMV",310,296,"🔒","🔒","🔒","🔒",,
"Allstate",311,268,"🔒","🔒","🔒","🔒",,
"Aegon",312,304,"🔒","🔒","🔒","🔒",,
"TELUS",313,362,"🔒","🔒","🔒","🔒",,
"Ferrari",314,"-","🔒","🔒","🔒","🔒",,
"Lufthansa",315,327,"🔒","🔒","🔒","🔒",,
"Swisscom",316,301,"🔒","🔒","🔒","🔒",,
"UNIQLO",317,"-","🔒","🔒","🔒","🔒",,
"Safeway",318,255,"🔒","🔒","🔒","🔒",,
"Mountain Dew",319,298,"🔒","🔒","🔒","🔒",,
"ERGO",320,383,"🔒","🔒","🔒","🔒",,
"AutoZone",321,368,"🔒","🔒","🔒","🔒",,
"Paypal",322,397,"🔒","🔒","🔒","🔒",,
"Coach",323,346,"🔒","🔒","🔒","🔒",,
"Bimbo",324,430,"🔒","🔒","🔒","🔒",,
"Hess",325,"-","🔒","🔒","🔒","🔒",,
"Nomura",326,389,"🔒","🔒","🔒","🔒",,
"Schneider Electric",327,292,"🔒","🔒","🔒","🔒",,
"General Dynamics",328,320,"🔒","🔒","🔒","🔒",,
"SK Telecom",329,391,"🔒","🔒","🔒","🔒",,
"National Grid",330,309,"🔒","🔒","🔒","🔒",,
"Xerox",331,299,"🔒","🔒","🔒","🔒",,
"DBS",332,"-","🔒","🔒","🔒","🔒",,
"Burberry",333,357,"🔒","🔒","🔒","🔒",,
"Victoria's Secret",334,317,"🔒","🔒","🔒","🔒",,
"Mazda",335,321,"🔒","🔒","🔒","🔒",,
"ONGC",336,"-","🔒","🔒","🔒","🔒",,
"IndianOil",337,280,"🔒","🔒","🔒","🔒",,
"Magnit",338,437,"🔒","🔒","🔒","🔒",,
"Emerson",339,358,"🔒","🔒","🔒","🔒",,
"British Gas",340,291,"🔒","🔒","🔒","🔒",,
"CPIC",341,350,"🔒","🔒","🔒","🔒",,
"Sumitomo",342,"-","🔒","🔒","🔒","🔒",,
"Raytheon",343,263,"🔒","🔒","🔒","🔒",,
"Vivo",344,229,"🔒","🔒","🔒","🔒",,
"Vale",345,256,"🔒","🔒","🔒","🔒",,
"Holcim",346,442,"🔒","🔒","🔒","🔒",,
"Subaru",347,446,"🔒","🔒","🔒","🔒",,
"NYK",348,344,"🔒","🔒","🔒","🔒",,
"Staples",349,267,"🔒","🔒","🔒","🔒",,
"MTS (Russia)",350,297,"🔒","🔒","🔒","🔒",,
"KEPCO",351,324,"🔒","🔒","🔒","🔒",,
"Ecopetrol",352,"-","🔒","🔒","🔒","🔒",,
"KFC",353,"-","🔒","🔒","🔒","🔒",,
"KOGAS",354,441,"🔒","🔒","🔒","🔒",,
"PTT",355,"-","🔒","🔒","🔒","🔒",,
"STC",356,386,"🔒","🔒","🔒","🔒",,
"3 Mobile",357,"-","🔒","🔒","🔒","🔒",,
"Manulife Financial",358,335,"🔒","🔒","🔒","🔒",,
"Delta",359,364,"🔒","🔒","🔒","🔒",,
"Man",360,398,"🔒","🔒","🔒","🔒",,
"Endesa",361,325,"🔒","🔒","🔒","🔒",,
"Baidu",362,471,"🔒","🔒","🔒","🔒",,
"Sodexo",363,401,"🔒","🔒","🔒","🔒",,
"Continental",364,348,"🔒","🔒","🔒","🔒",,
"Express Scripts",365,"-","🔒","🔒","🔒","🔒",,
"Oi",366,400,"🔒","🔒","🔒","🔒",,
"Whole Foods",367,371,"🔒","🔒","🔒","🔒",,
"Lloyds TSB",368,416,"🔒","🔒","🔒","🔒",,
"Goodyear",369,418,"🔒","🔒","🔒","🔒",,
"LAFARGE",370,"-","🔒","🔒","🔒","🔒",,
"Corona Extra",371,379,"🔒","🔒","🔒","🔒",,
"Suning",372,253,"🔒","🔒","🔒","🔒",,
"Travelers",373,363,"🔒","🔒","🔒","🔒",,
"UPC",374,"-","🔒","🔒","🔒","🔒",,
"QVC",375,294,"🔒","🔒","🔒","🔒",,
"Nokia",376,"-","🔒","🔒","🔒","🔒",,
"Tui",377,"-","🔒","🔒","🔒","🔒",,
"TUI Travel",378,"-","🔒","🔒","🔒","🔒",,
"Chubu Electric Power",379,351,"🔒","🔒","🔒","🔒",,
"Etisalat",380,349,"🔒","🔒","🔒","🔒",,
"Fujifilm",381,330,"🔒","🔒","🔒","🔒",,
"Danaher",382,360,"🔒","🔒","🔒","🔒",,
"Adobe",383,376,"🔒","🔒","🔒","🔒",,
"Crédit Agricole",384,388,"🔒","🔒","🔒","🔒",,
"Kyocera",385,474,"🔒","🔒","🔒","🔒",,
"Head & Shoulders",386,"-","🔒","🔒","🔒","🔒",,
"Lenovo",387,"-","🔒","🔒","🔒","🔒",,
"Singapore Airlines",388,337,"🔒","🔒","🔒","🔒",,
"Lexus",389,412,"🔒","🔒","🔒","🔒",,
"Mild Seven",390,"-","🔒","🔒","🔒","🔒",,
"Maersk",391,411,"🔒","🔒","🔒","🔒",,
"McKinsey",392,"-","🔒","🔒","🔒","🔒",,
"Chunghwa Telecom",393,472,"🔒","🔒","🔒","🔒",,
"Tiffany & Co.",394,"-","🔒","🔒","🔒","🔒",,
"Land Rover",395,"-","🔒","🔒","🔒","🔒",,
"SSE",396,367,"🔒","🔒","🔒","🔒",,
"Best Buy",397,195,"🔒","🔒","🔒","🔒",,
"J.C. Penney",398,425,"🔒","🔒","🔒","🔒",,
"Falabella",399,421,"🔒","🔒","🔒","🔒",,
"CSX",400,361,"🔒","🔒","🔒","🔒",,
"Dollar General",401,409,"🔒","🔒","🔒","🔒",,
"United",402,405,"🔒","🔒","🔒","🔒",,
"AIA",403,"-","🔒","🔒","🔒","🔒",,
"Fanta",404,395,"🔒","🔒","🔒","🔒",,
"MINI",405,423,"🔒","🔒","🔒","🔒",,
"China Minsheng Bank",406,"-","🔒","🔒","🔒","🔒",,
"Optus",407,452,"🔒","🔒","🔒","🔒",,
"Qualcomm",408,394,"🔒","🔒","🔒","🔒",,
"Christian Dior",409,448,"🔒","🔒","🔒","🔒",,
"Valero",410,"-","🔒","🔒","🔒","🔒",,
"DNB",411,"-","🔒","🔒","🔒","🔒",,
"GlaxoSmithKline",412,"-","🔒","🔒","🔒","🔒",,
"CN",413,422,"🔒","🔒","🔒","🔒",,
"Berkshire Hathaway Insurance",414,"-","🔒","🔒","🔒","🔒",,
"Ricoh",415,450,"🔒","🔒","🔒","🔒",,
"Skanska",416,"-","🔒","🔒","🔒","🔒",,
"Pearson",417,"-","🔒","🔒","🔒","🔒",,
"Megafon",418,"-","🔒","🔒","🔒","🔒",,
"Isuzu",419,"-","🔒","🔒","🔒","🔒",,
"Dai-Ichi Life",420,473,"🔒","🔒","🔒","🔒",,
"EDP",421,329,"🔒","🔒","🔒","🔒",,
"ThyssenKrupp",422,323,"🔒","🔒","🔒","🔒",,
"Genting",423,392,"🔒","🔒","🔒","🔒",,
"BB&T",424,436,"🔒","🔒","🔒","🔒",,
"Kraft",425,190,"🔒","🔒","🔒","🔒",,
"Newport",426,"-","🔒","🔒","🔒","🔒",,
"Novartis",427,355,"🔒","🔒","🔒","🔒",,
"Wolseley",428,"-","🔒","🔒","🔒","🔒",,
"Dow",429,"-","🔒","🔒","🔒","🔒",,
"TEPCO",430,300,"🔒","🔒","🔒","🔒",,
"Aveeno",431,479,"🔒","🔒","🔒","🔒",,
"Adecco",432,366,"🔒","🔒","🔒","🔒",,
"Ace",433,465,"🔒","🔒","🔒","🔒",,
"next",434,444,"🔒","🔒","🔒","🔒",,
"Roche",435,478,"🔒","🔒","🔒","🔒",,
"Dongfeng Motor",436,354,"🔒","🔒","🔒","🔒",,
"Deutsche Post",437,433,"🔒","🔒","🔒","🔒",,
"Gas Natural Fenosa",438,"-","🔒","🔒","🔒","🔒",,
"Media Markt & Saturn",439,234,"🔒","🔒","🔒","🔒",,
"KB Financial Group",440,"-","🔒","🔒","🔒","🔒",,
"Capgemini",441,387,"🔒","🔒","🔒","🔒",,
"China Southern Airlines",442,403,"🔒","🔒","🔒","🔒",,
"Wilmar",443,339,"🔒","🔒","🔒","🔒",,
"Discover",444,"-","🔒","🔒","🔒","🔒",,
"Bed Bath & Beyond",445,382,"🔒","🔒","🔒","🔒",,
"Blackrock",446,468,"🔒","🔒","🔒","🔒",,
"Harley-Davidson",447,435,"🔒","🔒","🔒","🔒",,
"Evonik",448,"-","🔒","🔒","🔒","🔒",,
"C.H. Robinson",449,336,"🔒","🔒","🔒","🔒",,
"Mapfre",450,431,"🔒","🔒","🔒","🔒",,
"Expedia.com",451,415,"🔒","🔒","🔒","🔒",,
"Nielsen",452,385,"🔒","🔒","🔒","🔒",,
"Aflac",453,408,"🔒","🔒","🔒","🔒",,
"Sherwin-Williams",454,"-","🔒","🔒","🔒","🔒",,
"Commerzbank",455,"-","🔒","🔒","🔒","🔒",,
"China Shenhua",456,"-","🔒","🔒","🔒","🔒",,
"EnBW",457,365,"🔒","🔒","🔒","🔒",,
"China CITIC Bank",458,"-","🔒","🔒","🔒","🔒",,
