"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"Morgan Stanley",98,138,"7907.13","4775.17","A+","A+",,
"CVS",99,70,"7881.39","8040.39","AA-","AA-",,
"Volvo",100,152,"7646.38","4438.07","A+","A+",,
"E.ON",101,95,"🔒","🔒","🔒","🔒",,
"SAP",102,102,"🔒","🔒","🔒","🔒",,
"Standard Chartered",103,137,"🔒","🔒","🔒","🔒",,
"DHL",104,108,"🔒","🔒","🔒","🔒",,
"Reliance",105,93,"🔒","🔒","🔒","🔒",,
"Total",106,133,"🔒","🔒","🔒","🔒",,
"ZURICH",107,135,"🔒","🔒","🔒","🔒",,
"Boeing",108,113,"🔒","🔒","🔒","🔒",,
"ING",109,"-","🔒","🔒","🔒","🔒",,
"Renault",110,130,"🔒","🔒","🔒","🔒",,
"China Telecom",111,129,"🔒","🔒","🔒","🔒",,
"Itaú",112,118,"🔒","🔒","🔒","🔒",,
"Gillette",113,94,"🔒","🔒","🔒","🔒",,
"Banco do Brasil",114,231,"🔒","🔒","🔒","🔒",,
"TEPCO",115,105,"🔒","🔒","🔒","🔒",,
"Nintendo",116,55,"🔒","🔒","🔒","🔒",,
"Münchener Rück",117,141,"🔒","🔒","🔒","🔒",,
"3M",118,123,"🔒","🔒","🔒","🔒",,
"Danone",119,109,"🔒","🔒","🔒","🔒",,
"Canon",120,110,"🔒","🔒","🔒","🔒",,
"MUFG",121,124,"🔒","🔒","🔒","🔒",,
"Enel",122,150,"🔒","🔒","🔒","🔒",,
"Sainsbury's",123,97,"🔒","🔒","🔒","🔒",,
"FOX",124,122,"🔒","🔒","🔒","🔒",,
"Costco",125,116,"🔒","🔒","🔒","🔒",,
"Pfizer",126,187,"🔒","🔒","🔒","🔒",,
"Motorola",127,173,"🔒","🔒","🔒","🔒",,
"BHP Billiton",128,266,"🔒","🔒","🔒","🔒",,
"RWE",129,157,"🔒","🔒","🔒","🔒",,
"Caterpillar",130,119,"🔒","🔒","🔒","🔒",,
"T (Deutsche Telekom in Germany)",131,"-","🔒","🔒","🔒","🔒",,
"O2",132,162,"🔒","🔒","🔒","🔒",,
"Woolworths",133,142,"🔒","🔒","🔒","🔒",,
"Best Buy",134,166,"🔒","🔒","🔒","🔒",,
"AVIVA",135,103,"🔒","🔒","🔒","🔒",,
"Xbox",136,175,"🔒","🔒","🔒","🔒",,
"China Unicom",137,186,"🔒","🔒","🔒","🔒",,
"adidas",138,140,"🔒","🔒","🔒","🔒",,
"Ericsson",139,120,"🔒","🔒","🔒","🔒",,
"Gazprom",140,278,"🔒","🔒","🔒","🔒",,
"Roche",141,196,"🔒","🔒","🔒","🔒",,
"Petrobras",142,233,"🔒","🔒","🔒","🔒",,
"Marlboro",143,"-","🔒","🔒","🔒","🔒",,
"Morrisons",144,143,"🔒","🔒","🔒","🔒",,
"Merck",145,290,"🔒","🔒","🔒","🔒",,
"AIG",146,131,"🔒","🔒","🔒","🔒",,
"Intesa Sanpaolo",147,115,"🔒","🔒","🔒","🔒",,
"Accenture",148,134,"🔒","🔒","🔒","🔒",,
"Fujitsu",149,151,"🔒","🔒","🔒","🔒",,
"VINCI",150,"-","🔒","🔒","🔒","🔒",,
"Maggi",151,238,"🔒","🔒","🔒","🔒",,
"Panasonic",152,114,"🔒","🔒","🔒","🔒",,
"Safeway",153,163,"🔒","🔒","🔒","🔒",,
"United Healthcare",154,159,"🔒","🔒","🔒","🔒",,
"CNP Assurances",155,209,"🔒","🔒","🔒","🔒",,
"Sanofi",156,170,"🔒","🔒","🔒","🔒",,
"Starbucks",157,"-","🔒","🔒","🔒","🔒",,
"TD",158,201,"🔒","🔒","🔒","🔒",,
"RBC",159,155,"🔒","🔒","🔒","🔒",,
"eBay",160,169,"🔒","🔒","🔒","🔒",,
"NEC",161,160,"🔒","🔒","🔒","🔒",,
"Yahoo!",162,139,"🔒","🔒","🔒","🔒",,
"ConocoPhillips",163,259,"🔒","🔒","🔒","🔒",,
"Abbott Labs",164,189,"🔒","🔒","🔒","🔒",,
"DIRECTV",165,193,"🔒","🔒","🔒","🔒",,
"Kroger",166,146,"🔒","🔒","🔒","🔒",,
"VISA",167,229,"🔒","🔒","🔒","🔒",,
"PetroChina",168,207,"🔒","🔒","🔒","🔒",,
"ArcelorMittal",169,188,"🔒","🔒","🔒","🔒",,
"Sharp",170,156,"🔒","🔒","🔒","🔒",,
"Metro",171,153,"🔒","🔒","🔒","🔒",,
"MTN",172,206,"🔒","🔒","🔒","🔒",,
"Lambert & Butler",173,"-","🔒","🔒","🔒","🔒",,
"Crédit Agricole",174,245,"🔒","🔒","🔒","🔒",,
"CBS",175,202,"🔒","🔒","🔒","🔒",,
"Iberdrola",176,158,"🔒","🔒","🔒","🔒",,
"SYSCO",177,165,"🔒","🔒","🔒","🔒",,
"Corona",178,"-","🔒","🔒","🔒","🔒",,
"State Bank of India",179,438,"🔒","🔒","🔒","🔒",,
"SoftBank",180,250,"🔒","🔒","🔒","🔒",,
"macy's",181,171,"🔒","🔒","🔒","🔒",,
"Medco",182,"-","🔒","🔒","🔒","🔒",,
"Nordea",183,269,"🔒","🔒","🔒","🔒",,
"Peugeot",184,179,"🔒","🔒","🔒","🔒",,
"EDP",185,"-","🔒","🔒","🔒","🔒",,
"Fiat",186,195,"🔒","🔒","🔒","🔒",,
"VIVO",187,"-","🔒","🔒","🔒","🔒",,
"Honeywell",188,168,"🔒","🔒","🔒","🔒",,
"Oi",189,"-","🔒","🔒","🔒","🔒",,
"Telstra",190,161,"🔒","🔒","🔒","🔒",,
"Nescafé",191,63,"🔒","🔒","🔒","🔒",,
"M&S",192,185,"🔒","🔒","🔒","🔒",,
"Sears",193,149,"🔒","🔒","🔒","🔒",,
"Aeon",194,174,"🔒","🔒","🔒","🔒",,
"Sinopec",195,183,"🔒","🔒","🔒","🔒",,
"LG",196,184,"🔒","🔒","🔒","🔒",,
"Prudential",197,178,"🔒","🔒","🔒","🔒",,
"BlackBerry",198,177,"🔒","🔒","🔒","🔒",,
"Beeline",199,"-","🔒","🔒","🔒","🔒",,
"Lafarge",200,216,"🔒","🔒","🔒","🔒",,
"National Australia Bank",201,253,"🔒","🔒","🔒","🔒",,
"Staples",202,180,"🔒","🔒","🔒","🔒",,
"Kimberly-Clark",203,"-","🔒","🔒","🔒","🔒",,
"Aegon",204,200,"🔒","🔒","🔒","🔒",,
"Zara",205,167,"🔒","🔒","🔒","🔒",,
"Hyundai",206,390,"🔒","🔒","🔒","🔒",,
"Kleenex",207,"-","🔒","🔒","🔒","🔒",,
"Swisscom",208,235,"🔒","🔒","🔒","🔒",,
"Johnson Controls",209,"-","🔒","🔒","🔒","🔒",,
"telenor",210,342,"🔒","🔒","🔒","🔒",,
"Medtronic",211,"-","🔒","🔒","🔒","🔒",,
"U.S. Bank",212,220,"🔒","🔒","🔒","🔒",,
"Asahi",213,249,"🔒","🔒","🔒","🔒",,
"China Life Insurance",214,"-","🔒","🔒","🔒","🔒",,
"Sony Ericsson",215,"-","🔒","🔒","🔒","🔒",,
"Astrazeneca",216,"-","🔒","🔒","🔒","🔒",,
"ABB",217,"-","🔒","🔒","🔒","🔒",,
"Singapore Airlines",218,243,"🔒","🔒","🔒","🔒",,
"Swiss Re",219,252,"🔒","🔒","🔒","🔒",,
"Express Scripts",220,372,"🔒","🔒","🔒","🔒",,
"MetLife",221,191,"🔒","🔒","🔒","🔒",,
"Jardines",222,"-","🔒","🔒","🔒","🔒",,
"Petronas",223,"-","🔒","🔒","🔒","🔒",,
"Norton",224,198,"🔒","🔒","🔒","🔒",,
"Veolia",225,397,"🔒","🔒","🔒","🔒",,
"Lexus",226,121,"🔒","🔒","🔒","🔒",,
"Manulife Financial",227,221,"🔒","🔒","🔒","🔒",,
"Commerzbank",228,373,"🔒","🔒","🔒","🔒",,
"Emirates",229,205,"🔒","🔒","🔒","🔒",,
"Raytheon",230,"-","🔒","🔒","🔒","🔒",,
"Mountain Dew",231,"-","🔒","🔒","🔒","🔒",,
"TSMC",232,"-","🔒","🔒","🔒","🔒",,
"BASF",233,223,"🔒","🔒","🔒","🔒",,
"Holcim",234,270,"🔒","🔒","🔒","🔒",,
"OptumHealth",235,"-","🔒","🔒","🔒","🔒",,
"Lufthansa",236,222,"🔒","🔒","🔒","🔒",,
"Commonwealth Bank",237,282,"🔒","🔒","🔒","🔒",,
"ACS",238,"-","🔒","🔒","🔒","🔒",,
"SMFG",239,190,"🔒","🔒","🔒","🔒",,
"China State Construction",240,"-","🔒","🔒","🔒","🔒",,
"EMC2",241,194,"🔒","🔒","🔒","🔒",,
"International Paper",242,"-","🔒","🔒","🔒","🔒",,
"Eni",243,360,"🔒","🔒","🔒","🔒",,
"Nivea",244,277,"🔒","🔒","🔒","🔒",,
"Colgate",245,111,"🔒","🔒","🔒","🔒",,
"LG Display",246,"-","🔒","🔒","🔒","🔒",,
"Purina",247,234,"🔒","🔒","🔒","🔒",,
"MOL",248,"-","🔒","🔒","🔒","🔒",,
"Sanyo",249,268,"🔒","🔒","🔒","🔒",,
"Nestle Pure Life",250,61,"🔒","🔒","🔒","🔒",,
"Statoil",251,347,"🔒","🔒","🔒","🔒",,
"PNC",252,370,"🔒","🔒","🔒","🔒",,
"Universal Music Group",253,265,"🔒","🔒","🔒","🔒",,
"Bell",254,281,"🔒","🔒","🔒","🔒",,
"Claro",255,"-","🔒","🔒","🔒","🔒",,
"QVC",256,302,"🔒","🔒","🔒","🔒",,
"Lilly",257,292,"🔒","🔒","🔒","🔒",,
"Media Markt & Saturn",258,258,"🔒","🔒","🔒","🔒",,
"Bridgestone",259,215,"🔒","🔒","🔒","🔒",,
"KitKat",260,"-","🔒","🔒","🔒","🔒",,
"Tokio Marine",261,192,"🔒","🔒","🔒","🔒",,
"Louis Vuitton",262,"-","🔒","🔒","🔒","🔒",,
"JR East",263,232,"🔒","🔒","🔒","🔒",,
"Westpac",264,339,"🔒","🔒","🔒","🔒",,
"Bank of Communications",265,293,"🔒","🔒","🔒","🔒",,
"Cadbury",266,267,"🔒","🔒","🔒","🔒",,
"Texas Instruments",267,"-","🔒","🔒","🔒","🔒",,
"Ping An",268,381,"🔒","🔒","🔒","🔒",,
"Sky",269,"-","🔒","🔒","🔒","🔒",,
"ERSTE",270,352,"🔒","🔒","🔒","🔒",,
"Michelin",271,283,"🔒","🔒","🔒","🔒",,
"Gatorade",272,"-","🔒","🔒","🔒","🔒",,
"MTV",273,227,"🔒","🔒","🔒","🔒",,
"Suzuki",274,325,"🔒","🔒","🔒","🔒",,
"Sara Lee",275,"-","🔒","🔒","🔒","🔒",,
"MasterCard",276,326,"🔒","🔒","🔒","🔒",,
"Foster's",277,"-","🔒","🔒","🔒","🔒",,
"Randstad",278,"-","🔒","🔒","🔒","🔒",,
"Lukoil",279,"-","🔒","🔒","🔒","🔒",,
"Airtel",280,213,"🔒","🔒","🔒","🔒",,
"Telcel",281,"-","🔒","🔒","🔒","🔒",,
"Dow",282,"-","🔒","🔒","🔒","🔒",,
"Esprit",283,230,"🔒","🔒","🔒","🔒",,
"Fresenius Medical Care",284,"-","🔒","🔒","🔒","🔒",,
"Travelers",285,228,"🔒","🔒","🔒","🔒",,
"Hermès",286,"-","🔒","🔒","🔒","🔒",,
"ADM",287,"-","🔒","🔒","🔒","🔒",,
"Endesa",288,451,"🔒","🔒","🔒","🔒",,
"Adecco",289,299,"🔒","🔒","🔒","🔒",,
"Alcatel-Lucent",290,237,"🔒","🔒","🔒","🔒",,
"Emerson",291,"-","🔒","🔒","🔒","🔒",,
"Polo Ralph Lauren",292,296,"🔒","🔒","🔒","🔒",,
"Bharat Petroleum",293,"-","🔒","🔒","🔒","🔒",,
"CSC",294,"-","🔒","🔒","🔒","🔒",,
"Citroën",295,285,"🔒","🔒","🔒","🔒",,
"Harley-Davidson",296,242,"🔒","🔒","🔒","🔒",,
"Cigna",297,398,"🔒","🔒","🔒","🔒",,
"Air France",298,272,"🔒","🔒","🔒","🔒",,
"Deutsche Post",299,240,"🔒","🔒","🔒","🔒",,
"Zain",300,320,"🔒","🔒","🔒","🔒",,
"Aetna",301,"-","🔒","🔒","🔒","🔒",,
"Thomson Reuters",302,274,"🔒","🔒","🔒","🔒",,
"ANZ",303,350,"🔒","🔒","🔒","🔒",,
"Bouygues Group",304,"-","🔒","🔒","🔒","🔒",,
"MTS",305,418,"🔒","🔒","🔒","🔒",,
"SSE",306,311,"🔒","🔒","🔒","🔒",,
"KBC",307,392,"🔒","🔒","🔒","🔒",,
"T-Systems",308,"-","🔒","🔒","🔒","🔒",,
"TNT",309,"-","🔒","🔒","🔒","🔒",,
"Sprint",310,444,"🔒","🔒","🔒","🔒",,
"Rio Tinto",311,"-","🔒","🔒","🔒","🔒",,
"Royal Bank of Scotland",312,264,"🔒","🔒","🔒","🔒",,
"Cablevision",313,291,"🔒","🔒","🔒","🔒",,
"Danske Bank",314,449,"🔒","🔒","🔒","🔒",,
"Virgin Media",315,297,"🔒","🔒","🔒","🔒",,
"OTE",316,"-","🔒","🔒","🔒","🔒",,
"Mapfre",317,409,"🔒","🔒","🔒","🔒",,
"Acer",318,416,"🔒","🔒","🔒","🔒",,
"Qualcomm",319,263,"🔒","🔒","🔒","🔒",,
"Yamaha",320,300,"🔒","🔒","🔒","🔒",,
"Bank of Montreal",321,340,"🔒","🔒","🔒","🔒",,
"Kirin",322,262,"🔒","🔒","🔒","🔒",,
"Capital One",323,226,"🔒","🔒","🔒","🔒",,
"Amstel",324,279,"🔒","🔒","🔒","🔒",,
"Thales",325,"-","🔒","🔒","🔒","🔒",,
"J.C Penney",326,"-","🔒","🔒","🔒","🔒",,
"Merrill Lynch",327,385,"🔒","🔒","🔒","🔒",,
"Stella Artois",328,244,"🔒","🔒","🔒","🔒",,
"Smirnoff",329,236,"🔒","🔒","🔒","🔒",,
"POSCO",330,"-","🔒","🔒","🔒","🔒",,
"Schering-Plough",331,314,"🔒","🔒","🔒","🔒",,
"Mazda",332,"-","🔒","🔒","🔒","🔒",,
"Ricoh",333,346,"🔒","🔒","🔒","🔒",,
"Rolls-Royce",334,388,"🔒","🔒","🔒","🔒",,
"Bristol-Myers Squibb",335,305,"🔒","🔒","🔒","🔒",,
"Kohl's",336,295,"🔒","🔒","🔒","🔒",,
"Natixis",337,369,"🔒","🔒","🔒","🔒",,
"FCC",338,"-","🔒","🔒","🔒","🔒",,
"Etisalat",339,332,"🔒","🔒","🔒","🔒",,
"Airbus",340,365,"🔒","🔒","🔒","🔒",,
"State Street",341,336,"🔒","🔒","🔒","🔒",,
"SANDVIK",342,371,"🔒","🔒","🔒","🔒",,
"Duke Energy",343,"-","🔒","🔒","🔒","🔒",,
"Lloyds",344,257,"🔒","🔒","🔒","🔒",,
"Agip",345,341,"🔒","🔒","🔒","🔒",,
"Tyson",346,353,"🔒","🔒","🔒","🔒",,
"Scotiabank",347,289,"🔒","🔒","🔒","🔒",,
"Thermo Fisher Scientific",348,323,"🔒","🔒","🔒","🔒",,
"Prudential",349,327,"🔒","🔒","🔒","🔒",,
"Gas Natural Fenosa",350,393,"🔒","🔒","🔒","🔒",,
"Camel",351,"-","🔒","🔒","🔒","🔒",,
"RTL",352,"-","🔒","🔒","🔒","🔒",,
"CANAL+",353,406,"🔒","🔒","🔒","🔒",,
"Nordstrom",354,303,"🔒","🔒","🔒","🔒",,
"Great-West Lifeco",355,"-","🔒","🔒","🔒","🔒",,
"Covidien",356,"-","🔒","🔒","🔒","🔒",,
"BIMBO",357,468,"🔒","🔒","🔒","🔒",,
"Pearson",358,"-","🔒","🔒","🔒","🔒",,
"Estée Lauder",359,176,"🔒","🔒","🔒","🔒",,
"Carlsberg",360,"-","🔒","🔒","🔒","🔒",,
"Portugal Telecom",361,465,"🔒","🔒","🔒","🔒",,
"Mizuho Group",362,212,"🔒","🔒","🔒","🔒",,
"Scottish Power",363,"-","🔒","🔒","🔒","🔒",,
"Applied Materials",364,"-","🔒","🔒","🔒","🔒",,
"Wilmar",365,442,"🔒","🔒","🔒","🔒",,
"Edison International",366,"-","🔒","🔒","🔒","🔒",,
"Wipro",367,363,"🔒","🔒","🔒","🔒",,
"ERGO",368,"-","🔒","🔒","🔒","🔒",,
"The Bank of New York Mellon",369,313,"🔒","🔒","🔒","🔒",,
"Qwest",370,334,"🔒","🔒","🔒","🔒",,
"HeidelbergCement",371,338,"🔒","🔒","🔒","🔒",,
"Allstate",372,217,"🔒","🔒","🔒","🔒",,
"American Airlines",373,214,"🔒","🔒","🔒","🔒",,
"Lenovo",374,337,"🔒","🔒","🔒","🔒",,
"Hypo Vereinsbank",375,"-","🔒","🔒","🔒","🔒",,
"Royal Caribbean Cruises",376,"-","🔒","🔒","🔒","🔒",,
"Falabella",377,"-","🔒","🔒","🔒","🔒",,
"Whirlpool",378,284,"🔒","🔒","🔒","🔒",,
"Sephora",379,374,"🔒","🔒","🔒","🔒",,
"Mcgraw Hill",380,423,"🔒","🔒","🔒","🔒",,
"British Gas",381,308,"🔒","🔒","🔒","🔒",,
"Dominion",382,"-","🔒","🔒","🔒","🔒",,
"STC",383,307,"🔒","🔒","🔒","🔒",,
"Ferrovial",384,"-","🔒","🔒","🔒","🔒",,
"Bed Bath & Beyond",385,"-","🔒","🔒","🔒","🔒",,
"Lockheed Martin",386,319,"🔒","🔒","🔒","🔒",,
"CHS",387,"-","🔒","🔒","🔒","🔒",,
"Winston",388,144,"🔒","🔒","🔒","🔒",,
"Vodacom",389,"-","🔒","🔒","🔒","🔒",,
"Qtel",390,306,"🔒","🔒","🔒","🔒",,
"Rogers",391,357,"🔒","🔒","🔒","🔒",,
"Xerox",392,241,"🔒","🔒","🔒","🔒",,
"Rosneft",393,430,"🔒","🔒","🔒","🔒",,
"Bombardier",394,328,"🔒","🔒","🔒","🔒",,
"National Bank of Greece",395,493,"🔒","🔒","🔒","🔒",,
"Midea",396,"-","🔒","🔒","🔒","🔒",,
"TDC",397,"-","🔒","🔒","🔒","🔒",,
"7-Eleven",398,90,"🔒","🔒","🔒","🔒",,
"Mild Seven",399,126,"🔒","🔒","🔒","🔒",,
"Lagardere",400,443,"🔒","🔒","🔒","🔒",,
"Colruyt",401,"-","🔒","🔒","🔒","🔒",,
"Chubu Electric Power",402,197,"🔒","🔒","🔒","🔒",,
"Kerry",403,475,"🔒","🔒","🔒","🔒",,
"SK telecom",404,304,"🔒","🔒","🔒","🔒",,
"Nippon Steel",405,"-","🔒","🔒","🔒","🔒",,
"Kia",406,448,"🔒","🔒","🔒","🔒",,
"Kuehne + Nagel",407,"-","🔒","🔒","🔒","🔒",,
"Marathon",408,"-","🔒","🔒","🔒","🔒",,
"Telmex",409,"-","🔒","🔒","🔒","🔒",,
"CIBC",410,348,"🔒","🔒","🔒","🔒",,
"Air China",411,"-","🔒","🔒","🔒","🔒",,
"Japan Airlines",412,239,"🔒","🔒","🔒","🔒",,
"Infosys",413,"-","🔒","🔒","🔒","🔒",,
"Henkel",414,478,"🔒","🔒","🔒","🔒",,
"Generali Deutschland",415,464,"🔒","🔒","🔒","🔒",,
"Maersk",416,"-","🔒","🔒","🔒","🔒",,
"Warner Bros.",417,"-","🔒","🔒","🔒","🔒",,
"Ace",418,"-","🔒","🔒","🔒","🔒",,
"China Merchants Bank",419,463,"🔒","🔒","🔒","🔒",,
"JR West",420,"-","🔒","🔒","🔒","🔒",,
"BNSF Railway",421,317,"🔒","🔒","🔒","🔒",,
"Telia",422,429,"🔒","🔒","🔒","🔒",,
"Kraft",423,181,"🔒","🔒","🔒","🔒",,
"Gerdau",424,"-","🔒","🔒","🔒","🔒",,
"Areva",425,"-","🔒","🔒","🔒","🔒",,
"ICICI Bank",426,"-","🔒","🔒","🔒","🔒",,
"Kyocera",427,391,"🔒","🔒","🔒","🔒",,
"GAP",428,298,"🔒","🔒","🔒","🔒",,
"Legal & General",429,454,"🔒","🔒","🔒","🔒",,
"Vienna Insurance",430,"-","🔒","🔒","🔒","🔒",,
"Casino",431,"-","🔒","🔒","🔒","🔒",,
"Shinsegae",432,355,"🔒","🔒","🔒","🔒",,
"Vivo (Sao Paulo)",433,"-","🔒","🔒","🔒","🔒",,
"Toray",434,"-","🔒","🔒","🔒","🔒",,
"Fujifilm",435,322,"🔒","🔒","🔒","🔒",,
"Shiseido",436,329,"🔒","🔒","🔒","🔒",,
"Yamato",437,469,"🔒","🔒","🔒","🔒",,
"Hannover Re",438,"-","🔒","🔒","🔒","🔒",,
"CSX",439,"-","🔒","🔒","🔒","🔒",,
"Mobil",440,301,"🔒","🔒","🔒","🔒",,
"Continental",441,"-","🔒","🔒","🔒","🔒",,
"Eiffage",442,460,"🔒","🔒","🔒","🔒",,
"British Airways",443,333,"🔒","🔒","🔒","🔒",,
"Aisin",444,"-","🔒","🔒","🔒","🔒",,
"Sodexo",445,"-","🔒","🔒","🔒","🔒",,
"CN",446,428,"🔒","🔒","🔒","🔒",,
"Marriott",447,276,"🔒","🔒","🔒","🔒",,
"BYD",448,"-","🔒","🔒","🔒","🔒",,
"Magnit",449,"-","🔒","🔒","🔒","🔒",,
"Wendel",450,"-","🔒","🔒","🔒","🔒",,
"BB&T",451,412,"🔒","🔒","🔒","🔒",,
"Hochtief",452,"-","🔒","🔒","🔒","🔒",,
"SEB",453,"-","🔒","🔒","🔒","🔒",,
"Baxter",454,366,"🔒","🔒","🔒","🔒",,
"Severstal",455,"-","🔒","🔒","🔒","🔒",,
"C.H. Robinson",456,434,"🔒","🔒","🔒","🔒",,
"Tokya",457,"-","🔒","🔒","🔒","🔒",,
"Blackstone",458,"-","🔒","🔒","🔒","🔒",,
"Suning",459,"-","🔒","🔒","🔒","🔒",,
